Device ID,,,,
Remarks,_A5_234,,,
Time,MeasResult1_value,MeasResult2_value,MeasResult1_time,MeasResult2_time
6.08585,4.04E-05,-0.000399876,6.08585,6.08585
6.08595,4.05E-05,-0.000535615,6.08595,6.08595
6.08605,6.82E-05,9.128739357,6.08605,6.08605
6.08615,0.000101511,9.994320869,6.08615,6.08615
6.08625,0.0001019,9.994034767,6.08625,6.08625
6.08635,0.000102007,9.99418354,6.08635,6.08635
6.08645,0.000102029,9.993928909,6.08645,6.08645
6.08655,0.000102067,9.994153023,6.08655,6.08655
6.08665,0.000102091,9.994264603,6.08665,6.08665
6.08675,0.000102067,9.994282722,6.08675,6.08675
6.08685,0.000102068,9.994241714,6.08685,6.08685
6.08695,0.000102101,9.994321823,6.08695,6.08695
6.08705,0.000100881,0.874613285,6.08705,6.08705
6.08715,4.41E-05,-0.000471932,6.08715,6.08715
6.08725,4.11E-05,-0.000997227,6.08725,6.08725
6.08735,4.06E-05,-0.00084291,6.08735,6.08735
6.08745,4.04E-05,-0.001000534,6.08745,6.08745
6.08755,4.03E-05,-0.000882035,6.08755,6.08755
6.08765,4.03E-05,-0.000794568,6.08765,6.08765
6.08775,4.04E-05,-0.000761495,6.08775,6.08775
6.08785,4.03E-05,-0.00067825,6.08785,6.08785
6.08795,4.04E-05,-0.000822504,6.08795,6.08795
6.08805,6.80E-05,9.108627319,6.08805,6.08805
6.08815,0.000101538,9.994287491,6.08815,6.08815
6.08825,0.000101937,9.994019508,6.08825,6.08825
6.08835,0.000102037,9.993873596,6.08835,6.08835
6.08845,0.000102079,9.993999481,6.08845,6.08845
6.08855,0.000102117,9.994287491,6.08855,6.08855
6.08865,0.000102133,9.994382858,6.08865,6.08865
6.08875,0.000102114,9.994042397,6.08875,6.08875
6.08885,0.000102091,9.994272232,6.08885,6.08885
6.08895,0.000102099,9.99409771,6.08895,6.08895
6.08905,0.000100885,0.894850314,6.08905,6.08905
6.08915,4.40E-05,-0.00090033,6.08915,6.08915
6.08925,4.10E-05,-0.000596131,6.08925,6.08925
6.08935,4.04E-05,-0.000261322,6.08935,6.08935
6.08945,4.03E-05,-0.000384817,6.08945,6.08945
6.08955,4.02E-05,-0.000594935,6.08955,6.08955
6.08965,4.02E-05,-0.000787813,6.08965,6.08965
6.08975,4.02E-05,-0.000872043,6.08975,6.08975
6.08985,4.03E-05,-0.000843403,6.08985,6.08985
6.08995,4.03E-05,-0.000755866,6.08995,6.08995
6.09005,6.79E-05,9.088794708,6.09005,6.09005
6.09015,0.000101539,9.994111061,6.09015,6.09015
6.09025,0.000101928,9.994062424,6.09025,6.09025
6.09035,0.000102027,9.993777275,6.09035,6.09035
6.09045,0.000102058,9.993884087,6.09045,6.09045
6.09055,0.000102085,9.993750572,6.09055,6.09055
6.09065,0.000102098,9.9939394,6.09065,6.09065
6.09075,0.000102104,9.993803978,6.09075,6.09075
6.09085,0.000102106,9.994107246,6.09085,6.09085
6.09095,0.000102109,9.993916512,6.09095,6.09095
6.09105,0.000100896,0.914333582,6.09105,6.09105
6.09115,4.38E-05,-0.001155906,6.09115,6.09115
6.09125,4.09E-05,-0.000914967,6.09125,6.09125
6.09135,4.04E-05,-0.001065483,6.09135,6.09135
6.09145,4.02E-05,-0.00113564,6.09145,6.09145
6.09155,4.01E-05,-0.000611401,6.09155,6.09155
6.09165,4.01E-05,-0.000544059,6.09165,6.09165
6.09175,4.01E-05,-0.000532026,6.09175,6.09175
6.09185,4.01E-05,-0.000775146,6.09185,6.09185
6.09195,4.02E-05,-0.000820393,6.09195,6.09195
6.09205,6.77E-05,9.068878174,6.09205,6.09205
6.09215,0.00010156,9.994232178,6.09215,6.09215
6.09225,0.000101964,9.994260788,6.09225,6.09225
6.09235,0.000102063,9.993829727,6.09235,6.09235
6.09245,0.000102091,9.994009972,6.09245,6.09245
6.09255,0.00010208,9.994238853,6.09255,6.09255
6.09265,0.000102102,9.99394989,6.09265,6.09265
6.09275,0.000102127,9.994156837,6.09275,6.09275
6.09285,0.000102123,9.994057655,6.09285,6.09285
6.09295,0.000102099,9.994102478,6.09295,6.09295
6.09305,0.000100905,0.93450886,6.09305,6.09305
6.09315,4.37E-05,-0.00099976,6.09315,6.09315
6.09325,4.07E-05,-0.001026429,6.09325,6.09325
6.09335,4.02E-05,-0.001292208,6.09335,6.09335
6.09345,4.00E-05,-0.000998353,6.09345,6.09345
6.09355,3.99E-05,-0.000801675,6.09355,6.09355
6.09365,4.00E-05,-0.001082934,6.09365,6.09365
6.09375,4.00E-05,-0.000939525,6.09375,6.09375
6.09385,4.00E-05,-0.000629274,6.09385,6.09385
6.09395,4.01E-05,-0.000850229,6.09395,6.09395
6.09405,6.76E-05,9.048520088,6.09405,6.09405
6.09415,0.000101556,9.993941307,6.09415,6.09415
6.09425,0.000101945,9.99371624,6.09425,6.09425
6.09435,0.000102047,9.993864059,6.09435,6.09435
6.09445,0.000102063,9.993854523,6.09445,6.09445
6.09455,0.000102104,9.993787766,6.09455,6.09455
6.09465,0.000102114,9.993802071,6.09465,6.09465
6.09475,0.000102091,9.993864059,6.09475,6.09475
6.09485,0.000102087,9.993941307,6.09485,6.09485
6.09495,0.000102103,9.994084358,6.09495,6.09495
6.09505,0.000100884,0.954214036,6.09505,6.09505
6.09515,4.36E-05,-0.00108969,6.09515,6.09515
6.09525,4.06E-05,-0.00099026,6.09525,6.09525
6.09535,4.01E-05,-0.001104185,6.09535,6.09535
6.09545,3.99E-05,-0.001067805,6.09545,6.09545
6.09555,3.99E-05,-0.001165053,6.09555,6.09555
6.09565,3.99E-05,-0.001018478,6.09565,6.09565
6.09575,3.99E-05,-0.000922215,6.09575,6.09575
6.09585,3.99E-05,-0.000857265,6.09585,6.09585
6.09595,3.99E-05,-0.001021715,6.09595,6.09595
6.09605,6.74E-05,9.028873444,6.09605,6.09605
6.09615,0.000101527,9.994257927,6.09615,6.09615
6.09625,0.000101934,9.994320869,6.09625,6.09625
6.09635,0.000102076,9.994145393,6.09635,6.09635
6.09645,0.000102078,9.994431496,6.09645,6.09645
6.09655,0.000102097,9.994286537,6.09655,6.09655
6.09665,0.000102124,9.994234085,6.09665,6.09665
6.09675,0.000102084,9.994510651,6.09675,6.09675
6.09685,0.000102074,9.994276047,6.09685,6.09685
6.09695,0.000102106,9.994390488,6.09695,6.09695
6.09705,0.000100869,0.974545717,6.09705,6.09705
6.09715,4.35E-05,-0.000866484,6.09715,6.09715
6.09725,4.05E-05,-0.00084671,6.09725,6.09725
6.09735,4.00E-05,-0.000915178,6.09735,6.09735
6.09745,3.98E-05,-0.000738837,6.09745,6.09745
6.09755,3.97E-05,-0.000869087,6.09755,6.09755
6.09765,3.98E-05,-0.00102467,6.09765,6.09765
6.09775,3.98E-05,-0.000606757,6.09775,6.09775
6.09785,3.98E-05,-0.000500079,6.09785,6.09785
6.09795,3.98E-05,-0.000668891,6.09795,6.09795
6.09805,6.73E-05,9.008978844,6.09805,6.09805
6.09815,0.000101541,9.994469643,6.09815,6.09815
6.09825,0.000101936,9.994475365,6.09825,6.09825
6.09835,0.000102028,9.994345665,6.09835,6.09835
6.09845,0.000102048,9.994168282,6.09845,6.09845
6.09855,0.000102067,9.994165421,6.09855,6.09855
6.09865,0.000102053,9.994382858,6.09865,6.09865
6.09875,0.000102062,9.994301796,6.09875,6.09875
6.09885,0.000102067,9.994328499,6.09885,6.09885
6.09895,0.000102049,9.994239807,6.09895,6.09895
6.09905,0.000100883,0.994370282,6.09905,6.09905
6.09915,4.34E-05,-0.000981464,6.09915,6.09915
6.09925,4.04E-05,-0.001261175,6.09925,6.09925
6.09935,3.98E-05,-0.001208681,6.09935,6.09935
6.09945,3.97E-05,-0.000752347,6.09945,6.09945
6.09955,3.96E-05,-0.001040573,6.09955,6.09955
6.09965,3.96E-05,-0.00069352,6.09965,6.09965
6.09975,3.96E-05,-0.000720682,6.09975,6.09975
6.09985,3.96E-05,-0.00099589,6.09985,6.09985
6.09995,3.97E-05,-0.001341254,6.09995,6.09995
6.10005,6.71E-05,8.988513947,6.10005,6.10005
6.10015,0.000101504,9.99409771,6.10015,6.10015
6.10025,0.000101918,9.994178772,6.10025,6.10025
6.10035,0.000102003,9.994307518,6.10035,6.10035
6.10045,0.000102041,9.994174957,6.10045,6.10045
6.10055,0.000102078,9.994130135,6.10055,6.10055
6.10065,0.000102059,9.993975639,6.10065,6.10065
6.10075,0.000102062,9.994114876,6.10075,6.10075
6.10085,0.000102051,9.994107246,6.10085,6.10085
6.10095,0.000102091,9.994059563,6.10095,6.10095
6.10105,0.000100922,1.014227152,6.10105,6.10105
6.10115,4.33E-05,-0.000953388,6.10115,6.10115
6.10125,4.03E-05,-0.000947125,6.10125,6.10125
6.10135,3.98E-05,-0.001076883,6.10135,6.10135
6.10145,3.96E-05,-0.001214522,6.10145,6.10145
6.10155,3.96E-05,-0.001255194,6.10155,6.10155
6.10165,3.96E-05,-0.001152669,6.10165,6.10165
6.10175,3.96E-05,-0.001266031,6.10175,6.10175
6.10185,3.96E-05,-0.001332317,6.10185,6.10185
6.10195,3.96E-05,-0.001250691,6.10195,6.10195
6.10205,6.70E-05,8.968261719,6.10205,6.10205
6.10215,0.000101516,9.994147301,6.10215,6.10215
6.10225,0.000101939,9.994389534,6.10225,6.10225
6.10235,0.000102059,9.994153023,6.10235,6.10235
6.10245,0.000102094,9.994374275,6.10245,6.10245
6.10255,0.000102088,9.994696617,6.10255,6.10255
6.10265,0.000102101,9.994416237,6.10265,6.10265
6.10275,0.000102078,9.994308472,6.10275,6.10275
6.10285,0.000102097,9.994123459,6.10285,6.10285
6.10295,0.000102096,9.99445343,6.10295,6.10295
6.10305,0.00010094,1.034382105,6.10305,6.10305
6.10315,4.32E-05,-0.000890901,6.10315,6.10315
6.10325,4.02E-05,-0.001004967,6.10325,6.10325
6.10335,3.97E-05,-0.000969361,6.10335,6.10335
6.10345,3.95E-05,-0.001002364,6.10345,6.10345
6.10355,3.94E-05,-0.001030088,6.10355,6.10355
6.10365,3.95E-05,-0.000824615,6.10365,6.10365
6.10375,3.95E-05,-0.000954584,6.10375,6.10375
6.10385,3.95E-05,-0.001178564,6.10385,6.10385
6.10395,3.95E-05,-0.001284397,6.10395,6.10395
6.10405,6.68E-05,8.948441505,6.10405,6.10405
6.10415,0.000101544,9.993803978,6.10415,6.10415
6.10425,0.000101939,9.993901253,6.10425,6.10425
6.10435,0.00010206,9.993862152,6.10435,6.10435
6.10445,0.000102083,9.994160652,6.10445,6.10445
6.10455,0.000102115,9.994091034,6.10455,6.10455
6.10465,0.000102081,9.994050026,6.10465,6.10465
6.10475,0.000102106,9.994149208,6.10475,6.10475
6.10485,0.000102079,9.994113922,6.10485,6.10485
6.10495,0.000102088,9.994204521,6.10495,6.10495
6.10505,0.000100942,1.054377913,6.10505,6.10505
6.10515,4.31E-05,-0.001081668,6.10515,6.10515
6.10525,4.01E-05,-0.001188556,6.10525,6.10525
6.10535,3.95E-05,-0.000765717,6.10535,6.10535
6.10545,3.94E-05,-0.000686976,6.10545,6.10545
6.10555,3.93E-05,-0.000624278,6.10555,6.10555
6.10565,3.93E-05,-0.000525693,6.10565,6.10565
6.10575,3.93E-05,-0.000643348,6.10575,6.10575
6.10585,3.93E-05,-0.00052323,6.10585,6.10585
6.10595,3.94E-05,-0.000514786,6.10595,6.10595
6.10605,6.67E-05,8.928688049,6.10605,6.10605
6.10615,0.000101503,9.993897438,6.10615,6.10615
6.10625,0.000101941,9.994062424,6.10625,6.10625
6.10635,0.000102033,9.99437809,6.10635,6.10635
6.10645,0.000102083,9.994492531,6.10645,6.10645
6.10655,0.000102103,9.994674683,6.10655,6.10655
6.10665,0.000102108,9.994485855,6.10665,6.10665
6.10675,0.000102086,9.994311333,6.10675,6.10675
6.10685,0.000102059,9.994711876,6.10685,6.10685
6.10695,0.00010208,9.994421005,6.10695,6.10695
6.10705,0.000100978,1.074676514,6.10705,6.10705
6.10715,4.30E-05,-0.000919541,6.10715,6.10715
6.10725,4.00E-05,-0.000617593,6.10725,6.10725
6.10735,3.95E-05,-0.000618367,6.10735,6.10735
6.10745,3.93E-05,-0.000639548,6.10745,6.10745
6.10755,3.92E-05,-0.000658618,6.10755,6.10755
6.10765,3.92E-05,-0.00104198,6.10765,6.10765
6.10775,3.92E-05,-0.000774302,6.10775,6.10775
6.10785,3.92E-05,-0.000960917,6.10785,6.10785
6.10795,3.92E-05,-0.000656929,6.10795,6.10795
6.10805,6.65E-05,8.909381866,6.10805,6.10805
6.10815,0.000101522,9.994383812,6.10815,6.10815
6.10825,0.00010192,9.99464035,6.10825,6.10825
6.10835,0.000102027,9.994937897,6.10835,6.10835
6.10845,0.000102093,9.99458313,6.10845,6.10845
6.10855,0.000102101,9.994497299,6.10855,6.10855
6.10865,0.000102115,9.99447155,6.10865,6.10865
6.10875,0.000102083,9.994464874,6.10875,6.10875
6.10885,0.000102094,9.994752884,6.10885,6.10885
6.10895,0.000102088,9.994625092,6.10895,6.10895
6.10905,0.000100997,1.094713569,6.10905,6.10905
6.10915,4.29E-05,-0.000607531,6.10915,6.10915
6.10925,3.99E-05,-0.000557429,6.10925,6.10925
6.10935,3.94E-05,-0.00056334,6.10935,6.10935
6.10945,3.92E-05,-0.000384677,6.10945,6.10945
6.10955,3.91E-05,-0.000610768,6.10955,6.10955
6.10965,3.91E-05,-0.000738696,6.10965,6.10965
6.10975,3.91E-05,-0.000736233,6.10975,6.10975
6.10985,3.92E-05,-0.00061119,6.10985,6.10985
6.10995,3.92E-05,-0.000815326,6.10995,6.10995
6.11005,6.64E-05,8.88903904,6.11005,6.11005
6.11015,0.000101499,9.994700432,6.11015,6.11015
6.11025,0.000101944,9.994282722,6.11025,6.11025
6.11035,0.000102099,9.994340897,6.11035,6.11035
6.11045,0.000102103,9.994438171,6.11045,6.11045
6.11055,0.000102081,9.994251251,6.11055,6.11055
6.11065,0.000102057,9.994177818,6.11065,6.11065
6.11075,0.000102113,9.994194031,6.11075,6.11075
6.11085,0.000102092,9.994288445,6.11085,6.11085
6.11095,0.000102117,9.994316101,6.11095,6.11095
6.11105,0.000101031,1.114814639,6.11105,6.11105
6.11115,4.29E-05,-0.000400932,6.11115,6.11115
6.11125,3.98E-05,-0.000690494,6.11125,6.11125
6.11135,3.93E-05,-0.000666077,6.11135,6.11135
6.11145,3.91E-05,-0.00050402,6.11145,6.11145
6.11155,3.90E-05,-0.000443082,6.11155,6.11155
6.11165,3.90E-05,-0.000284684,6.11165,6.11165
6.11175,3.90E-05,-0.000466162,6.11175,6.11175
6.11185,3.91E-05,-0.00044273,6.11185,6.11185
6.11195,3.91E-05,-0.000429853,6.11195,6.11195
6.11205,6.62E-05,8.869083405,6.11205,6.11205
6.11215,0.000101552,9.994544029,6.11215,6.11215
6.11225,0.000101948,9.994457245,6.11225,6.11225
6.11235,0.000102052,9.994465828,6.11235,6.11235
6.11245,0.000102072,9.994193077,6.11245,6.11245
6.11255,0.000102103,9.994264603,6.11255,6.11255
6.11265,0.000102102,9.994333267,6.11265,6.11265
6.11275,0.000102148,9.994350433,6.11275,6.11275
6.11285,0.000102147,9.993959427,6.11285,6.11285
6.11295,0.000102132,9.9942379,6.11295,6.11295
6.11305,0.000101063,1.134821415,6.11305,6.11305
6.11315,4.28E-05,-0.000543707,6.11315,6.11315
6.11325,3.97E-05,-0.000506342,6.11325,6.11325
6.11335,3.92E-05,-0.000628149,6.11335,6.11335
6.11345,3.90E-05,-0.000514153,6.11345,6.11345
6.11355,3.89E-05,-0.000488047,6.11355,6.11355
6.11365,3.89E-05,-0.000154434,6.11365,6.11365
6.11375,3.89E-05,-0.000240423,6.11375,6.11375
6.11385,3.90E-05,-1.93E-05,6.11385,6.11385
6.11395,3.90E-05,-0.000263222,6.11395,6.11395
6.11405,6.61E-05,8.84940815,6.11405,6.11405
6.11415,0.000101513,9.994827271,6.11415,6.11415
6.11425,0.000101947,9.994783401,6.11425,6.11425
6.11435,0.000102021,9.994663239,6.11435,6.11435
6.11445,0.000102047,9.994649887,6.11445,6.11445
6.11455,0.0001021,9.994719505,6.11455,6.11455
6.11465,0.000102126,9.994832993,6.11465,6.11465
6.11475,0.000102086,9.994573593,6.11475,6.11475
6.11485,0.000102104,9.994347572,6.11485,6.11485
6.11495,0.000102107,9.994503975,6.11495,6.11495
6.11505,0.000101062,1.154449463,6.11505,6.11505
6.11515,4.27E-05,-0.000730674,6.11515,6.11515
6.11525,3.96E-05,-0.000702316,6.11525,6.11525
6.11535,3.91E-05,-0.000522175,6.11535,6.11535
6.11545,3.89E-05,-0.000559259,6.11545,6.11545
6.11555,3.89E-05,-0.000588109,6.11555,6.11555
6.11565,3.89E-05,-0.000608375,6.11565,6.11565
6.11575,3.89E-05,-0.000648977,6.11575,6.11575
6.11585,3.89E-05,-0.000622167,6.11585,6.11585
6.11595,3.89E-05,-0.000416975,6.11595,6.11595
6.11605,6.59E-05,8.829131126,6.11605,6.11605
6.11615,0.000101552,9.994569778,6.11615,6.11615
6.11625,0.000101977,9.994711876,6.11625,6.11625
6.11635,0.000102078,9.994392395,6.11635,6.11635
6.11645,0.000102101,9.994530678,6.11645,6.11645
6.11655,0.00010211,9.994393349,6.11655,6.11655
6.11665,0.000102111,9.994497299,6.11665,6.11665
6.11675,0.000102141,9.994486809,6.11675,6.11675
6.11685,0.000102119,9.994294167,6.11685,6.11685
6.11695,0.000102121,9.994664192,6.11695,6.11695
6.11705,0.000101121,1.174907327,6.11705,6.11705
6.11715,4.26E-05,-0.000628571,6.11715,6.11715
6.11725,3.95E-05,-0.000809767,6.11725,6.11725
6.11735,3.90E-05,-0.000643348,6.11735,6.11735
6.11745,3.88E-05,-0.000335208,6.11745,6.11745
6.11755,3.88E-05,-0.000726663,6.11755,6.11755
6.11765,3.87E-05,-0.000477421,6.11765,6.11765
6.11775,3.87E-05,-0.000517601,6.11775,6.11775
6.11785,3.88E-05,-0.000681558,6.11785,6.11785
6.11795,3.88E-05,-0.0009327,6.11795,6.11795
6.11805,6.57E-05,8.808989525,6.11805,6.11805
6.11815,0.000101501,9.994344711,6.11815,6.11815
6.11825,0.000101938,9.994383812,6.11825,6.11825
6.11835,0.000102005,9.994445801,6.11835,6.11835
6.11845,0.000102049,9.994520187,6.11845,6.11845
6.11855,0.000102074,9.994299889,6.11855,6.11855
6.11865,0.000102079,9.994252205,6.11865,6.11865
6.11875,0.000102053,9.994213104,6.11875,6.11875
6.11885,0.000102061,9.993946075,6.11885,6.11885
6.11895,0.000102094,9.993967056,6.11895,6.11895
6.11905,0.000101117,1.194466233,6.11905,6.11905
6.11915,4.25E-05,-0.000834537,6.11915,6.11915
6.11925,3.95E-05,-0.000788376,6.11925,6.11925
6.11935,3.89E-05,-0.000390869,6.11935,6.11935
6.11945,3.87E-05,-0.000384395,6.11945,6.11945
6.11955,3.87E-05,-0.000310509,6.11955,6.11955
6.11965,3.86E-05,-0.000310157,6.11965,6.11965
6.11975,3.87E-05,-0.000214106,6.11975,6.11975
6.11985,3.87E-05,-0.000355756,6.11985,6.11985
6.11995,3.87E-05,-0.000419438,6.11995,6.11995
6.12005,6.56E-05,8.789593697,6.12005,6.12005
6.12015,0.000101498,9.994855881,6.12015,6.12015
6.12025,0.000101953,9.994941711,6.12025,6.12025
6.12035,0.000102037,9.994679451,6.12035,6.12035
6.12045,0.000102062,9.994782448,6.12045,6.12045
6.12055,0.000102075,9.994778633,6.12055,6.12055
6.12065,0.00010209,9.994911194,6.12065,6.12065
6.12075,0.000102126,9.99450016,6.12075,6.12075
6.12085,0.000102085,9.994522095,6.12085,6.12085
6.12095,0.000102093,9.994532585,6.12095,6.12095
6.12105,0.000101196,1.214260578,6.12105,6.12105
6.12115,4.25E-05,-0.000915811,6.12115,6.12115
6.12125,3.93E-05,-0.000595639,6.12125,6.12125
6.12135,3.89E-05,-0.000722793,6.12135,6.12135
6.12145,3.87E-05,-0.000486076,6.12145,6.12145
6.12155,3.86E-05,-0.000615342,6.12155,6.12155
6.12165,3.86E-05,-0.000714067,6.12165,6.12165
6.12175,3.86E-05,-0.000782043,6.12175,6.12175
6.12185,3.86E-05,-0.000684161,6.12185,6.12185
6.12195,3.86E-05,-0.00066678,6.12195,6.12195
6.12205,6.54E-05,8.769241333,6.12205,6.12205
6.12215,0.000101471,9.994514465,6.12215,6.12215
6.12225,0.000101912,9.994711876,6.12225,6.12225
6.12235,0.000102021,9.994562149,6.12235,6.12235
6.12245,0.000102033,9.994542122,6.12245,6.12245
6.12255,0.0001021,9.99445343,6.12255,6.12255
6.12265,0.000102093,9.994533539,6.12265,6.12265
6.12275,0.000102118,9.994603157,6.12275,6.12275
6.12285,0.000102076,9.994945526,6.12285,6.12285
6.12295,0.000102072,9.994486809,6.12295,6.12295
6.12305,0.000101172,1.234162807,6.12305,6.12305
6.12315,4.24E-05,-0.000929885,6.12315,6.12315
6.12325,3.92E-05,-0.000842981,6.12325,6.12325
6.12335,3.88E-05,-0.000589024,6.12335,6.12335
6.12345,3.86E-05,-0.000559822,6.12345,6.12345
6.12355,3.85E-05,-0.000632934,6.12355,6.12355
6.12365,3.85E-05,-0.000557288,6.12365,6.12365
6.12375,3.85E-05,-0.000248515,6.12375,6.12375
6.12385,3.85E-05,-0.000722934,6.12385,6.12385
6.12395,3.85E-05,-0.000631315,6.12395,6.12395
6.12405,6.53E-05,8.749093056,6.12405,6.12405
6.12415,0.000101473,9.994398117,6.12415,6.12415
6.12425,0.000101926,9.994262695,6.12425,6.12425
6.12435,0.000102019,9.994324684,6.12435,6.12435
6.12445,0.000102062,9.994058609,6.12445,6.12445
6.12455,0.000102054,9.993969917,6.12455,6.12455
6.12465,0.000102075,9.994120598,6.12465,6.12465
6.12475,0.000102072,9.994074821,6.12475,6.12475
6.12485,0.000102069,9.994316101,6.12485,6.12485
6.12495,0.000102097,9.994398117,6.12495,6.12495
6.12505,0.000101221,1.25417316,6.12505,6.12505
6.12515,4.23E-05,-0.00118743,6.12515,6.12515
6.12525,3.92E-05,-0.001057532,6.12525,6.12525
6.12535,3.86E-05,-0.000925452,6.12535,6.12535
6.12545,3.85E-05,-0.000814975,6.12545,6.12545
6.12555,3.84E-05,-0.000820393,6.12555,6.12555
6.12565,3.84E-05,-0.000969854,6.12565,6.12565
6.12575,3.84E-05,-0.000979846,6.12575,6.12575
6.12585,3.84E-05,-0.000908141,6.12585,6.12585
6.12595,3.84E-05,-0.000690354,6.12595,6.12595
6.12605,6.51E-05,8.729022026,6.12605,6.12605
6.12615,0.0001015,9.994430542,6.12615,6.12615
6.12625,0.000101933,9.994525909,6.12625,6.12625
6.12635,0.00010202,9.994488716,6.12635,6.12635
6.12645,0.000102072,9.994573593,6.12645,6.12645
6.12655,0.000102079,9.994328499,6.12655,6.12655
6.12665,0.000102068,9.994211197,6.12665,6.12665
6.12675,0.000102094,9.994107246,6.12675,6.12675
6.12685,0.000102094,9.994267464,6.12685,6.12685
6.12695,0.000102115,9.99434185,6.12695,6.12695
6.12705,0.000101282,1.274539828,6.12705,6.12705
6.12715,4.22E-05,-0.000943325,6.12715,6.12715
6.12725,3.91E-05,-0.000697531,6.12725,6.12725
6.12735,3.86E-05,-0.000604224,6.12735,6.12735
6.12745,3.84E-05,-0.000782183,6.12745,6.12745
6.12755,3.83E-05,-0.000880065,6.12755,6.12755
6.12765,3.83E-05,-0.000755795,6.12765,6.12765
6.12775,3.83E-05,-0.000876898,6.12775,6.12775
6.12785,3.83E-05,-0.000738696,6.12785,6.12785
6.12795,3.84E-05,-0.000555318,6.12795,6.12795
6.12805,6.50E-05,8.709406853,6.12805,6.12805
6.12815,0.000101501,9.994590759,6.12815,6.12815
6.12825,0.000101936,9.994410515,6.12825,6.12825
6.12835,0.000102023,9.994709015,6.12835,6.12835
6.12845,0.000102052,9.994721413,6.12845,6.12845
6.12855,0.000102041,9.994539261,6.12855,6.12855
6.12865,0.000102044,9.994370461,6.12865,6.12865
6.12875,0.000102072,9.994491577,6.12875,6.12875
6.12885,0.000102092,9.994321823,6.12885,6.12885
6.12895,0.000102088,9.994131088,6.12895,6.12895
6.12905,0.000101313,1.294224739,6.12905,6.12905
6.12915,4.22E-05,-0.000872746,6.12915,6.12915
6.12925,3.90E-05,-0.000914263,6.12925,6.12925
6.12935,3.84E-05,-0.000878165,6.12935,6.12935
6.12945,3.83E-05,-0.001038321,6.12945,6.12945
6.12955,3.82E-05,-0.000581847,6.12955,6.12955
6.12965,3.82E-05,-0.000625686,6.12965,6.12965
6.12975,3.82E-05,-0.000598242,6.12975,6.12975
6.12985,3.82E-05,-0.000616608,6.12985,6.12985
6.12995,3.83E-05,-0.000724411,6.12995,6.12995
6.13005,6.49E-05,8.689208031,6.13005,6.13005
6.13015,0.000101505,9.994434357,6.13015,6.13015
