Device ID,,,,
Remarks,_A5_234,,,
Time,MeasResult1_value,MeasResult2_value,MeasResult1_time,MeasResult2_time
6.48735,3.16E-05,-0.001334147,6.48735,6.48735
6.48745,3.13E-05,-0.001166179,6.48745,6.48745
6.48755,3.12E-05,-0.001134162,6.48755,6.48755
6.48765,3.12E-05,-0.000818563,6.48765,6.48765
6.48775,3.12E-05,-0.00079112,6.48775,6.48775
6.48785,3.12E-05,-0.001062739,6.48785,6.48785
6.48795,3.12E-05,-0.001017,6.48795,6.48795
6.48805,3.79E-05,5.110743523,6.48805,6.48805
6.48815,0.000100834,9.994553566,6.48815,6.48815
6.48825,0.000101887,9.994820595,6.48825,6.48825
6.48835,0.000102041,9.994807243,6.48835,6.48835
6.48845,0.000102085,9.994581223,6.48845,6.48845
6.48855,0.000102111,9.994682312,6.48855,6.48855
6.48865,0.000102102,9.994681358,6.48865,6.48865
6.48875,0.00010213,9.994873047,6.48875,6.48875
6.48885,0.000102124,9.995093346,6.48885,6.48885
6.48895,0.000102097,9.994815826,6.48895,6.48895
6.48905,0.000114661,4.892856121,6.48905,6.48905
6.48915,3.97E-05,-0.001230425,6.48915,6.48915
6.48925,3.22E-05,-0.001112137,6.48925,6.48925
6.48935,3.15E-05,-0.001254702,6.48935,6.48935
6.48945,3.13E-05,-0.001325703,6.48945,6.48945
6.48955,3.12E-05,-0.001003419,6.48955,6.48955
6.48965,3.12E-05,-0.000982309,6.48965,6.48965
6.48975,3.11E-05,-0.001032692,6.48975,6.48975
6.48985,3.12E-05,-0.000756006,6.48985,6.48985
6.48995,3.11E-05,-0.001201645,6.48995,6.48995
6.49005,3.78E-05,5.090621948,6.49005,6.49005
6.49015,0.000100802,9.994361877,6.49015,6.49015
6.49025,0.000101867,9.994605064,6.49025,6.49025
6.49035,0.000102017,9.994574547,6.49035,6.49035
6.49045,0.000102079,9.994661331,6.49045,6.49045
6.49055,0.000102094,9.99447155,6.49055,6.49055
6.49065,0.000102083,9.994889259,6.49065,6.49065
6.49075,0.000102074,9.994719505,6.49075,6.49075
6.49085,0.000102098,9.994580269,6.49085,6.49085
6.49095,0.000102072,9.994905472,6.49095,6.49095
6.49105,0.000114741,4.912856102,6.49105,6.49105
6.49115,3.97E-05,-0.00129073,6.49115,6.49115
6.49125,3.22E-05,-0.001051621,6.49125,6.49125
6.49135,3.15E-05,-0.001100737,6.49135,6.49135
6.49145,3.13E-05,-0.001211637,6.49145,6.49145
6.49155,3.11E-05,-0.001027485,6.49155,6.49155
6.49165,3.11E-05,-0.000820956,6.49165,6.49165
6.49175,3.11E-05,-0.001124029,6.49175,6.49175
6.49185,3.12E-05,-0.001215648,6.49185,6.49185
6.49195,3.12E-05,-0.000968165,6.49195,6.49195
6.49205,3.76E-05,5.070859432,6.49205,6.49205
6.49215,0.00010082,9.994683266,6.49215,6.49215
6.49225,0.000101886,9.994478226,6.49225,6.49225
6.49235,0.000102044,9.994689941,6.49235,6.49235
6.49245,0.000102088,9.994655609,6.49245,6.49245
6.49255,0.000102073,9.994764328,6.49255,6.49255
6.49265,0.000102063,9.994825363,6.49265,6.49265
6.49275,0.000102058,9.994895935,6.49275,6.49275
6.49285,0.000102091,9.99503231,6.49285,6.49285
6.49295,0.000102118,9.994791031,6.49295,6.49295
6.49305,0.000114835,4.933082581,6.49305,6.49305
6.49315,3.97E-05,-0.000942481,6.49315,6.49315
6.49325,3.22E-05,-0.000872817,6.49325,6.49325
6.49335,3.15E-05,-0.000753825,6.49335,6.49335
6.49345,3.12E-05,-0.000905608,6.49345,6.49345
6.49355,3.11E-05,-0.000783731,6.49355,6.49355
6.49365,3.11E-05,-0.000993638,6.49365,6.49365
6.49375,3.11E-05,-0.000834537,6.49375,6.49375
6.49385,3.11E-05,-0.001041699,6.49385,6.49385
6.49395,3.11E-05,-0.00082757,6.49395,6.49395
6.49405,3.75E-05,5.05090189,6.49405,6.49405
6.49415,0.00010078,9.994852066,6.49415,6.49415
6.49425,0.000101848,9.995044708,6.49425,6.49425
6.49435,0.000102017,9.994969368,6.49435,6.49435
6.49445,0.000102051,9.995102882,6.49445,6.49445
6.49455,0.000102072,9.99484539,6.49455,6.49455
6.49465,0.000102057,9.995034218,6.49465,6.49465
6.49475,0.000102085,9.995276451,6.49475,6.49475
6.49485,0.000102072,9.995248795,6.49485,6.49485
6.49495,0.000102075,9.995158195,6.49495,6.49495
6.49505,0.000114907,4.952839375,6.49505,6.49505
6.49515,3.98E-05,-0.000810893,6.49515,6.49515
6.49525,3.22E-05,-0.000976961,6.49525,6.49525
6.49535,3.15E-05,-0.000995679,6.49535,6.49535
6.49545,3.12E-05,-0.000950784,6.49545,6.49545
6.49555,3.11E-05,-0.000811175,6.49555,6.49555
6.49565,3.10E-05,-0.000866343,6.49565,6.49565
6.49575,3.11E-05,-0.000893294,6.49575,6.49575
6.49585,3.11E-05,-0.000910674,6.49585,6.49585
6.49595,3.11E-05,-0.001101019,6.49595,6.49595
6.49605,3.73E-05,5.030842781,6.49605,6.49605
6.49615,0.000100755,9.994645119,6.49615,6.49615
6.49625,0.00010187,9.994495392,6.49625,6.49625
6.49635,0.000101991,9.994400024,6.49635,6.49635
6.49645,0.000102041,9.994495392,6.49645,6.49645
6.49655,0.00010208,9.994320869,6.49655,6.49655
6.49665,0.000102095,9.994421005,6.49665,6.49665
6.49675,0.000102104,9.994455338,6.49675,6.49675
6.49685,0.000102095,9.99450016,6.49685,6.49685
6.49695,0.000102101,9.994524002,6.49695,6.49695
6.49705,0.000114986,4.972617149,6.49705,6.49705
6.49715,3.98E-05,-0.001169698,6.49715,6.49715
6.49725,3.22E-05,-0.000881683,6.49725,6.49725
6.49735,3.14E-05,-0.001280808,6.49735,6.49735
6.49745,3.12E-05,-0.000918978,6.49745,6.49745
6.49755,3.11E-05,-0.001131629,6.49755,6.49755
6.49765,3.11E-05,-0.001004193,6.49765,6.49765
6.49775,3.11E-05,-0.0010265,6.49775,6.49775
6.49785,3.10E-05,-0.001301074,6.49785,6.49785
6.49795,3.11E-05,-0.000934459,6.49795,6.49795
6.49805,3.72E-05,5.010677338,6.49805,6.49805
6.49815,0.00010076,9.994132996,6.49815,6.49815
6.49825,0.000101847,9.994232178,6.49825,6.49825
6.49835,0.000101996,9.994270325,6.49835,6.49835
6.49845,0.00010207,9.994467735,6.49845,6.49845
6.49855,0.000102083,9.994657516,6.49855,6.49855
6.49865,0.000102067,9.994421005,6.49865,6.49865
6.49875,0.000102079,9.99450779,6.49875,6.49875
6.49885,0.000102102,9.994379044,6.49885,6.49885
6.49895,0.000102092,9.99433136,6.49895,6.49895
6.49905,0.000115061,4.992628574,6.49905,6.49905
6.49915,3.98E-05,-0.001238236,6.49915,6.49915
6.49925,3.22E-05,-0.001139088,6.49925,6.49925
6.49935,3.14E-05,-0.00104564,6.49935,6.49935
6.49945,3.12E-05,-0.00127743,6.49945,6.49945
6.49955,3.11E-05,-0.00091166,6.49955,6.49955
6.49965,3.10E-05,-0.000936288,6.49965,6.49965
6.49975,3.10E-05,-0.000879853,6.49975,6.49975
6.49985,3.10E-05,-0.00076051,6.49985,6.49985
6.49995,3.11E-05,-0.000814975,6.49995,6.49995
6.50005,3.70E-05,4.991150379,6.50005,6.50005
6.50015,0.000100805,9.994643211,6.50015,6.50015
6.50025,0.000101907,9.994573593,6.50025,6.50025
6.50035,0.000102043,9.994878769,6.50035,6.50035
6.50045,0.000102082,9.994493484,6.50045,6.50045
6.50055,0.000102151,9.994603157,6.50055,6.50055
6.50065,0.000102131,9.994301796,6.50065,6.50065
6.50075,0.00010215,9.994387627,6.50075,6.50075
6.50085,0.000102141,9.994300842,6.50085,6.50085
6.50095,0.000102141,9.994446754,6.50095,6.50095
6.50105,0.00011515,5.01260519,6.50105,6.50105
6.50115,3.98E-05,-0.001011441,6.50115,6.50115
6.50125,3.22E-05,-0.000793583,6.50125,6.50125
6.50135,3.14E-05,-0.000770784,6.50135,6.50135
6.50145,3.11E-05,-0.001222825,6.50145,6.50145
6.50155,3.10E-05,-0.000937485,6.50155,6.50155
6.50165,3.11E-05,-0.00102094,6.50165,6.50165
6.50175,3.10E-05,-0.001119455,6.50175,6.50175
6.50185,3.10E-05,-0.000690776,6.50185,6.50185
6.50195,3.10E-05,-0.000369266,6.50195,6.50195
6.50205,3.69E-05,4.971324444,6.50205,6.50205
6.50215,0.000100766,9.994931221,6.50215,6.50215
6.50225,0.00010187,9.994970322,6.50225,6.50225
6.50235,0.000102033,9.994510651,6.50235,6.50235
6.50245,0.000102088,9.99432373,6.50245,6.50245
6.50255,0.000102092,9.994255066,6.50255,6.50255
6.50265,0.000102105,9.994309425,6.50265,6.50265
6.50275,0.000102119,9.994701385,6.50275,6.50275
6.50285,0.000102113,9.994748116,6.50285,6.50285
6.50295,0.000102141,9.994668007,6.50295,6.50295
6.50305,0.00011524,5.032961845,6.50305,6.50305
6.50315,3.99E-05,-0.00066671,6.50315,6.50315
6.50325,3.21E-05,-0.000514294,6.50325,6.50325
6.50335,3.13E-05,-0.000635889,6.50335,6.50335
6.50345,3.11E-05,-0.000385169,6.50345,6.50345
6.50355,3.10E-05,-0.000570799,6.50355,6.50355
6.50365,3.10E-05,-0.00047531,6.50365,6.50365
6.50375,3.10E-05,-0.000857547,6.50375,6.50375
6.50385,3.10E-05,-0.000917148,6.50385,6.50385
6.50395,3.10E-05,-0.001035647,6.50395,6.50395
6.50405,3.67E-05,4.950707912,6.50405,6.50405
6.50415,0.000100775,9.994143486,6.50415,6.50415
6.50425,0.000101861,9.994167328,6.50425,6.50425
6.50435,0.000102039,9.994386673,6.50435,6.50435
6.50445,0.000102075,9.993923187,6.50445,6.50445
6.50455,0.000102114,9.994038582,6.50455,6.50455
6.50465,0.000102082,9.994150162,6.50465,6.50465
6.50475,0.000102051,9.994066238,6.50475,6.50475
6.50485,0.000102086,9.994141579,6.50485,6.50485
6.50495,0.000102076,9.994250298,6.50495,6.50495
6.50505,0.000115249,5.052688122,6.50505,6.50505
6.50515,3.99E-05,-0.000941073,6.50515,6.50515
6.50525,3.21E-05,-0.001019533,6.50525,6.50525
6.50535,3.13E-05,-0.000765084,6.50535,6.50535
6.50545,3.11E-05,-0.000630752,6.50545,6.50545
6.50555,3.10E-05,-0.000594442,6.50555,6.50555
6.50565,3.10E-05,-0.000512957,6.50565,6.50565
6.50575,3.10E-05,-0.00081216,6.50575,6.50575
6.50585,3.10E-05,-0.000595709,6.50585,6.50585
6.50595,3.10E-05,-0.000792809,6.50595,6.50595
6.50605,3.66E-05,4.931222916,6.50605,6.50605
6.50615,0.000100739,9.994735718,6.50615,6.50615
6.50625,0.000101886,9.994772911,6.50625,6.50625
6.50635,0.000102024,9.994895935,6.50635,6.50635
6.50645,0.000102068,9.994808197,6.50645,6.50645
6.50655,0.000102073,9.994709969,6.50655,6.50655
6.50665,0.000102107,9.994783401,6.50665,6.50665
6.50675,0.000102143,9.994774818,6.50675,6.50675
6.50685,0.00010214,9.994637489,6.50685,6.50685
6.50695,0.000102107,9.994679451,6.50695,6.50695
6.50705,0.00011538,5.072921276,6.50705,6.50705
6.50715,3.99E-05,-0.001035155,6.50715,6.50715
6.50725,3.21E-05,-0.000823348,6.50725,6.50725
6.50735,3.14E-05,-0.000938751,6.50735,6.50735
6.50745,3.11E-05,-0.000992019,6.50745,6.50745
6.50755,3.10E-05,-0.000649822,6.50755,6.50755
6.50765,3.09E-05,-0.000355052,6.50765,6.50765
6.50775,3.10E-05,-0.000410009,6.50775,6.50775
6.50785,3.10E-05,-0.000521823,6.50785,6.50785
6.50795,3.10E-05,-0.000520908,6.50795,6.50795
6.50805,3.65E-05,4.911446571,6.50805,6.50805
6.50815,0.000100783,9.995079994,6.50815,6.50815
6.50825,0.000101899,9.994646072,6.50825,6.50825
6.50835,0.00010204,9.994692802,6.50835,6.50835
6.50845,0.000102099,9.994487762,6.50845,6.50845
6.50855,0.000102113,9.994246483,6.50855,6.50855
6.50865,0.000102131,9.994478226,6.50865,6.50865
6.50875,0.000102141,9.994560242,6.50875,6.50875
6.50885,0.000102132,9.994551659,6.50885,6.50885
6.50895,0.00010212,9.99481678,6.50895,6.50895
6.50905,0.000115471,5.092916489,6.50905,6.50905
6.50915,3.99E-05,-0.0009289,6.50915,6.50915
6.50925,3.21E-05,-0.000920737,6.50925,6.50925
6.50935,3.13E-05,-0.000917993,6.50935,6.50935
6.50945,3.10E-05,-0.001014467,6.50945,6.50945
6.50955,3.10E-05,-0.000933755,6.50955,6.50955
6.50965,3.10E-05,-0.000977453,6.50965,6.50965
6.50975,3.10E-05,-0.00100363,6.50975,6.50975
6.50985,3.10E-05,-0.000844318,6.50985,6.50985
6.50995,3.10E-05,-0.000925874,6.50995,6.50995
6.51005,3.63E-05,4.890927315,6.51005,6.51005
6.51015,0.000100748,9.994586945,6.51015,6.51015
6.51025,0.000101882,9.994699478,6.51025,6.51025
6.51035,0.00010203,9.994549751,6.51035,6.51035
6.51045,0.000102083,9.994432449,6.51045,6.51045
6.51055,0.000102081,9.99416256,6.51055,6.51055
6.51065,0.000102107,9.994347572,6.51065,6.51065
6.51075,0.000102096,9.994174004,6.51075,6.51075
6.51085,0.000102104,9.994256973,6.51085,6.51085
6.51095,0.000102108,9.994208336,6.51095,6.51095
6.51105,0.000115509,5.112519264,6.51105,6.51105
6.51115,4.00E-05,-0.001007289,6.51115,6.51115
6.51125,3.21E-05,-0.001002364,6.51125,6.51125
6.51135,3.13E-05,-0.000910604,6.51135,6.51135
6.51145,3.11E-05,-0.00118736,6.51145,6.51145
6.51155,3.09E-05,-0.001197563,6.51155,6.51155
6.51165,3.09E-05,-0.001152458,6.51165,6.51165
6.51175,3.09E-05,-0.001337454,6.51175,6.51175
6.51185,3.09E-05,-0.001253505,6.51185,6.51185
6.51195,3.09E-05,-0.001102989,6.51195,6.51195
6.51205,3.61E-05,4.870810032,6.51205,6.51205
6.51215,0.000100762,9.99398613,6.51215,6.51215
6.51225,0.000101897,9.994427681,6.51225,6.51225
6.51235,0.000102002,9.994267464,6.51235,6.51235
6.51245,0.000102095,9.99412632,6.51245,6.51245
6.51255,0.000102126,9.994056702,6.51255,6.51255
6.51265,0.000102094,9.994179726,6.51265,6.51265
6.51275,0.000102095,9.994196892,6.51275,6.51275
6.51285,0.000102132,9.993849754,6.51285,6.51285
6.51295,0.000102131,9.994080544,6.51295,6.51295
6.51305,0.000115593,5.132313251,6.51305,6.51305
6.51315,4.00E-05,-0.001180042,6.51315,6.51315
6.51325,3.20E-05,-0.00135385,6.51325,6.51325
6.51335,3.12E-05,-0.001065905,6.51335,6.51335
6.51345,3.10E-05,-0.0010151,6.51345,6.51345
6.51355,3.09E-05,-0.001244147,6.51355,6.51355
6.51365,3.09E-05,-0.000955288,6.51365,6.51365
6.51375,3.09E-05,-0.001114952,6.51375,6.51375
6.51385,3.09E-05,-0.001023685,6.51385,6.51385
6.51395,3.09E-05,-0.001046554,6.51395,6.51395
6.51405,3.60E-05,4.851011276,6.51405,6.51405
6.51415,0.000100719,9.994628906,6.51415,6.51415
6.51425,0.000101848,9.994689941,6.51425,6.51425
6.51435,0.000101995,9.994642258,6.51435,6.51435
6.51445,0.000102085,9.994650841,6.51445,6.51445
6.51455,0.0001021,9.994329453,6.51455,6.51455
6.51465,0.000102091,9.99448204,6.51465,6.51465
6.51475,0.00010208,9.994598389,6.51475,6.51475
6.51485,0.000102109,9.994594574,6.51485,6.51485
6.51495,0.00010206,9.99475956,6.51495,6.51495
6.51505,0.000115659,5.152627468,6.51505,6.51505
6.51515,4.00E-05,-0.001163998,6.51515,6.51515
6.51525,3.20E-05,-0.001147884,6.51525,6.51525
6.51535,3.12E-05,-0.000959721,6.51535,6.51535
6.51545,3.10E-05,-0.001085679,6.51545,6.51545
6.51555,3.09E-05,-0.001225288,6.51555,6.51555
6.51565,3.08E-05,-0.001196578,6.51565,6.51565
6.51575,3.08E-05,-0.000765225,6.51575,6.51575
6.51585,3.08E-05,-0.000565521,6.51585,6.51585
6.51595,3.08E-05,-0.000619915,6.51595,6.51595
6.51605,3.58E-05,4.830801487,6.51605,6.51605
6.51615,0.00010068,9.99423027,6.51615,6.51615
6.51625,0.00010183,9.994115829,6.51625,6.51625
6.51635,0.000102008,9.994289398,6.51635,6.51635
6.51645,0.000102047,9.994362831,6.51645,6.51645
6.51655,0.000102094,9.994556427,6.51655,6.51655
6.51665,0.000102079,9.994603157,6.51665,6.51665
6.51675,0.000102064,9.994492531,6.51675,6.51675
6.51685,0.000102079,9.994587898,6.51685,6.51685
6.51695,0.000102079,9.994652748,6.51695,6.51695
6.51705,0.000115714,5.172304153,6.51705,6.51705
6.51715,4.01E-05,-0.001410707,6.51715,6.51715
6.51725,3.20E-05,-0.001349909,6.51725,6.51725
6.51735,3.12E-05,-0.001350894,6.51735,6.51735
6.51745,3.09E-05,-0.001432661,6.51745,6.51745
6.51755,3.08E-05,-0.001393607,6.51755,6.51755
6.51765,3.08E-05,-0.001244358,6.51765,6.51765
6.51775,3.08E-05,-0.00112797,6.51775,6.51775
6.51785,3.08E-05,-0.00120453,6.51785,6.51785
6.51795,3.09E-05,-0.000881331,6.51795,6.51795
6.51805,3.57E-05,4.811099529,6.51805,6.51805
6.51815,0.000100678,9.994381905,6.51815,6.51815
6.51825,0.000101842,9.994404793,6.51825,6.51825
6.51835,0.000101989,9.994257927,6.51835,6.51835
6.51845,0.000102023,9.994505882,6.51845,6.51845
6.51855,0.000102063,9.99475956,6.51855,6.51855
6.51865,0.000102079,9.994438171,6.51865,6.51865
6.51875,0.000102085,9.994789124,6.51875,6.51875
6.51885,0.000102095,9.994916916,6.51885,6.51885
6.51895,0.0001021,9.99461174,6.51895,6.51895
6.51905,0.000115816,5.192551136,6.51905,6.51905
6.51915,4.01E-05,-0.000848047,6.51915,6.51915
6.51925,3.20E-05,-0.001142747,6.51925,6.51925
6.51935,3.12E-05,-0.000993779,6.51935,6.51935
6.51945,3.09E-05,-0.000893505,6.51945,6.51945
6.51955,3.08E-05,-0.000957399,6.51955,6.51955
6.51965,3.08E-05,-0.000989768,6.51965,6.51965
6.51975,3.08E-05,-0.000546944,6.51975,6.51975
6.51985,3.08E-05,-0.000741511,6.51985,6.51985
6.51995,3.08E-05,-0.000933403,6.51995,6.51995
6.52005,3.55E-05,4.790924072,6.52005,6.52005
6.52015,0.000100728,9.994793892,6.52015,6.52015
6.52025,0.000101867,9.994799614,6.52025,6.52025
6.52035,0.00010203,9.99479866,6.52035,6.52035
6.52045,0.000102069,9.994686127,6.52045,6.52045
6.52055,0.000102109,9.994321823,6.52055,6.52055
6.52065,0.000102076,9.994403839,6.52065,6.52065
6.52075,0.000102105,9.994382858,6.52075,6.52075
6.52085,0.00010208,9.994645119,6.52085,6.52085
6.52095,0.000102099,9.994441986,6.52095,6.52095
6.52105,0.000115904,5.212640285,6.52105,6.52105
6.52115,4.01E-05,-0.001033677,6.52115,6.52115
6.52125,3.20E-05,-0.000993427,6.52125,6.52125
6.52135,3.12E-05,-0.000769799,6.52135,6.52135
6.52145,3.09E-05,-0.000686131,6.52145,6.52145
6.52155,3.08E-05,-0.000568477,6.52155,6.52155
6.52165,3.08E-05,-0.000967391,6.52165,6.52165
6.52175,3.08E-05,-0.000759103,6.52175,6.52175
6.52185,3.08E-05,-0.000906382,6.52185,6.52185
6.52195,3.08E-05,-0.000840166,6.52195,6.52195
6.52205,3.53E-05,4.771173,6.52205,6.52205
6.52215,0.000100667,9.99473381,6.52215,6.52215
6.52225,0.000101826,9.994762421,6.52225,6.52225
6.52235,0.000102025,9.994801521,6.52235,6.52235
6.52245,0.000102066,9.994572639,6.52245,6.52245
6.52255,0.000102087,9.994533539,6.52255,6.52255
6.52265,0.000102038,9.994697571,6.52265,6.52265
6.52275,0.000102073,9.994864464,6.52275,6.52275
6.52285,0.00010209,9.994948387,6.52285,6.52285
6.52295,0.000102083,9.995013237,6.52295,6.52295
6.52305,0.000115957,5.232796192,6.52305,6.52305
6.52315,4.02E-05,-0.00105915,6.52315,6.52315
6.52325,3.19E-05,-0.000756358,6.52325,6.52325
6.52335,3.12E-05,-0.000900753,6.52335,6.52335
6.52345,3.09E-05,-0.000852692,6.52345,6.52345
6.52355,3.08E-05,-0.000666288,6.52355,6.52355
6.52365,3.08E-05,-0.000709493,6.52365,6.52365
6.52375,3.08E-05,-0.000663825,6.52375,6.52375
6.52385,3.08E-05,-0.000653129,6.52385,6.52385
6.52395,3.08E-05,-0.000621956,6.52395,6.52395
6.52405,3.52E-05,4.751302242,6.52405,6.52405
6.52415,0.000100681,9.99465847,6.52415,6.52415
6.52425,0.000101846,9.994626999,6.52425,6.52425
6.52435,0.000101988,9.994663239,6.52435,6.52435
6.52445,0.000102065,9.994760513,6.52445,6.52445
6.52455,0.000102069,9.99474144,6.52455,6.52455
6.52465,0.000102095,9.994570732,6.52465,6.52465
6.52475,0.000102069,9.994470596,6.52475,6.52475
6.52485,0.000102102,9.994774818,6.52485,6.52485
6.52495,0.000102093,9.995049477,6.52495,6.52495
6.52505,0.000115998,5.253008366,6.52505,6.52505
6.52515,4.02E-05,-0.000406209,6.52515,6.52515
6.52525,3.19E-05,-0.000540259,6.52525,6.52525
6.52535,3.11E-05,-0.000868946,6.52535,6.52535
6.52545,3.09E-05,-0.000871198,6.52545,6.52545
6.52555,3.08E-05,-0.000561651,6.52555,6.52555
6.52565,3.08E-05,-0.000543989,6.52565,6.52565
6.52575,3.08E-05,-0.000624841,6.52575,6.52575
6.52585,3.08E-05,-0.000733981,6.52585,6.52585
6.52595,3.08E-05,-0.000501839,6.52595,6.52595
6.52605,3.51E-05,4.73114872,6.52605,6.52605
6.52615,0.000100693,9.994599342,6.52615,6.52615
6.52625,0.000101861,9.994585037,6.52625,6.52625
6.52635,0.000102021,9.994655609,6.52635,6.52635
6.52645,0.000102059,9.994835854,6.52645,6.52645
6.52655,0.000102094,9.99448967,6.52655,6.52655
6.52665,0.000102085,9.994579315,6.52665,6.52665
6.52675,0.000102089,9.994212151,6.52675,6.52675
6.52685,0.000102105,9.994101524,6.52685,6.52685
6.52695,0.00010209,9.993954659,6.52695,6.52695
6.52705,0.000116116,5.272462845,6.52705,6.52705
6.52715,4.03E-05,-0.001031566,6.52715,6.52715
6.52725,3.19E-05,-0.00116632,6.52725,6.52725
6.52735,3.12E-05,-0.000812934,6.52735,6.52735
6.52745,3.09E-05,-0.000672832,6.52745,6.52745
6.52755,3.08E-05,-0.000784154,6.52755,6.52755
6.52765,3.07E-05,-0.000612245,6.52765,6.52765
6.52775,3.07E-05,-0.000894771,6.52775,6.52775
6.52785,3.07E-05,-0.000912856,6.52785,6.52785
6.52795,3.07E-05,-0.000878516,6.52795,6.52795
6.52805,3.49E-05,4.711016655,6.52805,6.52805
6.52815,0.0001007,9.994794846,6.52815,6.52815
6.52825,0.000101859,9.994988441,6.52825,6.52825
6.52835,0.00010202,9.995156288,6.52835,6.52835
6.52845,0.000102086,9.994771004,6.52845,6.52845
6.52855,0.000102094,9.994907379,6.52855,6.52855
6.52865,0.000102085,9.994710922,6.52865,6.52865
6.52875,0.000102069,9.994726181,6.52875,6.52875
6.52885,0.000102121,9.994782448,6.52885,6.52885
6.52895,0.000102106,9.994878769,6.52895,6.52895
6.52905,0.00011616,5.292695045,6.52905,6.52905
6.52915,4.03E-05,-0.000763114,6.52915,6.52915
6.52925,3.19E-05,-0.000883653,6.52925,6.52925
6.52935,3.11E-05,-0.001150769,6.52935,6.52935
6.52945,3.08E-05,-0.000974146,6.52945,6.52945
6.52955,3.07E-05,-0.001035929,6.52955,6.52955
6.52965,3.07E-05,-0.000999901,6.52965,6.52965
6.52975,3.07E-05,-0.000723848,6.52975,6.52975
6.52985,3.07E-05,-0.000767054,6.52985,6.52985
6.52995,3.07E-05,-0.000982098,6.52995,6.52995
6.53005,3.48E-05,4.690787792,6.53005,6.53005
6.53015,0.000100645,9.994513512,6.53015,6.53015
6.53025,0.000101872,9.994259834,6.53025,6.53025
6.53035,0.000102003,9.994632721,6.53035,6.53035
6.53045,0.000102044,9.994653702,6.53045,6.53045
6.53055,0.000102057,9.994621277,6.53055,6.53055
6.53065,0.000102079,9.994615555,6.53065,6.53065
6.53075,0.000102091,9.994570732,6.53075,6.53075
6.53085,0.000102095,9.994624138,6.53085,6.53085
6.53095,0.000102087,9.994533539,6.53095,6.53095
6.53105,0.000116243,5.312083721,6.53105,6.53105
6.53115,4.03E-05,-0.001163787,6.53115,6.53115
6.53125,3.18E-05,-0.000825811,6.53125,6.53125
6.53135,3.11E-05,-0.000809486,6.53135,6.53135
6.53145,3.08E-05,-0.000986179,6.53145,6.53145
6.53155,3.07E-05,-0.001029314,6.53155,6.53155
6.53165,3.07E-05,-0.000909619,6.53165,6.53165
6.53175,3.07E-05,-0.001158228,6.53175,6.53175
6.53185,3.07E-05,-0.000813286,6.53185,6.53185
6.53195,3.07E-05,-0.000896953,6.53195,6.53195
6.53205,3.46E-05,4.67113924,6.53205,6.53205
6.53215,0.000100664,9.994722366,6.53215,6.53215
6.53225,0.000101825,9.994855881,6.53225,6.53225
6.53235,0.000102,9.994901657,6.53235,6.53235
6.53245,0.00010203,9.994689941,6.53245,6.53245
6.53255,0.00010206,9.99451828,6.53255,6.53255
6.53265,0.000102063,9.99486351,6.53265,6.53265
6.53275,0.00010207,9.994750023,6.53275,6.53275
6.53285,0.000102106,9.994729996,6.53285,6.53285
6.53295,0.000102091,9.99471283,6.53295,6.53295
6.53305,0.000116285,5.332627773,6.53305,6.53305
6.53315,4.03E-05,-0.001253435,6.53315,6.53315
6.53325,3.18E-05,-0.001258572,6.53325,6.53325
6.53335,3.10E-05,-0.001048313,6.53335,6.53335
6.53345,3.08E-05,-0.001140706,6.53345,6.53345
6.53355,3.07E-05,-0.001170472,6.53355,6.53355
6.53365,3.06E-05,-0.001272575,6.53365,6.53365
6.53375,3.06E-05,-0.001031988,6.53375,6.53375
6.53385,3.06E-05,-0.001343576,6.53385,6.53385
6.53395,3.06E-05,-0.001393748,6.53395,6.53395
6.53405,3.44E-05,4.650674343,6.53405,6.53405
6.53415,0.000100638,9.994274139,6.53415,6.53415
6.53425,0.000101862,9.994175911,6.53425,6.53425
6.53435,0.00010201,9.994098663,6.53435,6.53435
6.53445,0.000102027,9.994357109,6.53445,6.53445
6.53455,0.000102039,9.994519234,6.53455,6.53455
6.53465,0.00010208,9.994105339,6.53465,6.53465
6.53475,0.000102068,9.994556427,6.53475,6.53475
6.53485,0.000102092,9.994437218,6.53485,6.53485
6.53495,0.000102092,9.994646072,6.53495,6.53495
6.53505,0.000116398,5.352545261,6.53505,6.53505
6.53515,4.04E-05,-0.000888579,6.53515,6.53515
6.53525,3.18E-05,-0.000728774,6.53525,6.53525
6.53535,3.11E-05,-0.001177157,6.53535,6.53535
6.53545,3.08E-05,-0.001064287,6.53545,6.53545
6.53555,3.07E-05,-0.000959861,6.53555,6.53555
6.53565,3.06E-05,-0.001151965,6.53565,6.53565
6.53575,3.06E-05,-0.001099471,6.53575,6.53575
6.53585,3.06E-05,-0.001042755,6.53585,6.53585
6.53595,3.06E-05,-0.000975483,6.53595,6.53595
6.53605,3.43E-05,4.631051064,6.53605,6.53605
6.53615,0.000100635,9.994588852,6.53615,6.53615
6.53625,0.00010182,9.994757652,6.53625,6.53625
6.53635,0.000101986,9.994649887,6.53635,6.53635
6.53645,0.000102061,9.994210243,6.53645,6.53645
6.53655,0.000102054,9.993796349,6.53655,6.53655
6.53665,0.000102078,9.994112968,6.53665,6.53665
6.53675,0.00010205,9.994326591,6.53675,6.53675
6.53685,0.000102109,9.994394302,6.53685,6.53685
6.53695,0.000102096,9.994022369,6.53695,6.53695
6.53705,0.00011646,5.371761799,6.53705,6.53705
