Device ID,
Remarks,_A4_229
Time,MeasResult1_value,MeasResult2_value,MeasResult1_time,MeasResult2_time
6.94415,5.439370852E-06,-9.99664878845215,6.94415,6.94415
6.94425,8.6377149E-08,-9.99736785888672,6.94425,6.94425
6.94435,3.715337E-09,-9.99777984619141,6.94435,6.94435
6.94445,-2.702358E-08,-9.99800872802734,6.94445,6.94445
6.94455,-5.3825215E-08,-9.99797248840332,6.94455,6.94455
6.94465,-4.4797591E-08,-9.99814224243164,6.94465,6.94465
6.94475,-4.2582872E-08,-9.99801731109619,6.94475,6.94475
6.94485,-6.4209793E-08,-9.9978494644165,6.94485,6.94485
6.94495,-4.1921972E-08,-9.99808788299561,6.94495,6.94495
6.94505,-7.575972631E-06,-9.45415782928467,6.94505,6.94505
6.94515,3.3599419112E-05,-0.001134620979428,6.94515,6.94515
6.94525,5.104318916E-05,-0.000611648894846,6.94525,6.94525
6.94535,5.212225733E-05,3.3622040064E-05,6.94535,6.94535
6.94545,5.2361854614E-05,-5.6659599068E-05,6.94545,6.94545
6.94555,5.2442501328E-05,-7.537737838E-05,6.94555,6.94555
6.94565,5.2432522352E-05,1.2019185306E-05,6.94565,6.94565
6.94575,5.2433224482E-05,0.000239236193011,6.94575,6.94575
6.94585,5.2413273806E-05,0.000331488117808,6.94585,6.94585
6.94595,5.2388691984E-05,0.000384123093681,6.94595,6.94595
6.94605,5.8998008171E-05,-0.53374570608139,6.94605,6.94605
6.94615,5.573083854E-06,-9.99681377410889,6.94615,6.94615
6.94625,6.2739403E-08,-9.99744129180908,6.94625,6.94625
6.94635,-7.0994574E-08,-9.99786281585693,6.94635,6.94635
6.94645,-7.5487293E-08,-9.99802112579346,6.94645,6.94645
6.94655,-8.9584162E-08,-9.99801349639893,6.94655,6.94655
6.94665,-1.07140217E-07,-9.99814414978027,6.94665,6.94665
6.94675,-1.08490148E-07,-9.99825286865234,6.94675,6.94675
6.94685,-6.5545656E-08,-9.99843692779541,6.94685,6.94685
6.94695,-8.7306169E-08,-9.99824619293213,6.94695,6.94695
6.94705,-7.503639154E-06,-9.4743709564209,6.94705,6.94705
6.94715,3.338508759E-05,-0.001442619948648,6.94715,6.94715
6.94725,5.1046241424E-05,-0.000701297249179,6.94725,6.94725
6.94735,5.2112456615E-05,-0.000237363608903,6.94735,6.94735
6.94745,5.2371291531E-05,0.000134036614327,6.94745,6.94745
6.94755,5.2473329561E-05,-1.4298298993E-05,6.94755,6.94755
6.94765,5.2444251196E-05,0.000135725436849,6.94765,6.94765
6.94775,5.2449398936E-05,0.000273153360467,6.94775,6.94775
6.94785,5.242980842E-05,9.653068264E-05,6.94785,6.94785
6.94795,5.2425599279E-05,0.000283567787847,6.94795,6.94795
6.94805,5.9034704464E-05,-0.513507783412933,6.94805,6.94805
6.94815,5.686196346E-06,-9.99613285064697,6.94815,6.94815
6.94825,6.3681533E-08,-9.99695777893066,6.94825,6.94825
6.94835,-2.899222E-08,-9.99744701385498,6.94835,6.94835
6.94845,-3.9039318E-08,-9.99752998352051,6.94845,6.94845
6.94855,-4.8987982E-08,-9.99764347076416,6.94855,6.94855
6.94865,-3.8540126E-08,-9.99794387817383,6.94865,6.94865
6.94875,-6.8217382E-08,-9.99796581268311,6.94875,6.94875
6.94885,-1.12553984E-07,-9.99792861938477,6.94885,6.94885
6.94895,-9.357769E-08,-9.9978551864624,6.94895,6.94895
6.94905,-7.386751349E-06,-9.4938383102417,6.94905,6.94905
6.94915,3.3155552956E-05,-0.001270993379876,6.94915,6.94915
6.94925,5.1054947107E-05,-0.000637684948742,6.94925,6.94925
6.94935,5.2153995057E-05,-4.2445342842E-05,6.94935,6.94935
6.94945,5.2393796068E-05,-8.7762084149E-05,6.94945,6.94945
6.94955,5.2418326959E-05,-0.00028648020816,6.94955,6.94955
6.94965,5.2462051826E-05,-0.00031941224006,6.94965,6.94965
6.94975,5.2448238421E-05,9.5756637165E-05,6.94975,6.94975
6.94985,5.2387418691E-05,0.000239236193011,6.94985,6.94985
6.94995,5.2382078138E-05,0.000416351453168,6.94995,6.94995
6.95005,5.8990866819E-05,-0.493613421916962,6.95005,6.95005
6.95015,5.819079433E-06,-9.99597930908203,6.95015,6.95015
6.95025,5.5434338E-08,-9.99697685241699,6.95025,6.95025
6.95035,-1.7159284E-08,-9.99734973907471,6.95035,6.95035
6.95045,-3.5861369E-08,-9.99733257293701,6.95045,6.95045
6.95055,-3.5453578E-08,-9.99745655059814,6.95055,6.95055
6.95065,-8.2201765E-08,-9.99769306182861,6.95065,6.95065
6.95075,-7.9944854E-08,-9.99749279022217,6.95075,6.95075
6.95085,-6.7929115E-08,-9.99777603149414,6.95085,6.95085
6.95095,-6.6276868E-08,-9.9978199005127,6.95095,6.95095
6.95105,-7.23515177E-06,-9.51389312744141,6.95105,6.95105
6.95115,3.2955023926E-05,-0.001567592844367,6.95115,6.95115
6.95125,5.109738413E-05,-0.000910922361072,6.95125,6.95125
6.95135,5.2151084674E-05,-0.000312164367642,6.95135,6.95135
6.95145,5.241193503E-05,-9.2617447081E-05,6.95145,6.95145
6.95155,5.2478259022E-05,-0.000226667732932,6.95155,6.95155
6.95165,5.2482984756E-05,-3.8012181903E-05,6.95165,6.95165
6.95175,5.245867942E-05,-4.3993430154E-05,6.95175,6.95175
6.95185,5.2471481467E-05,-8.950361007E-06,6.95185,6.95185
6.95195,5.2405721362E-05,0.000223614581046,6.95195,6.95195
6.95205,5.894782953E-05,-0.473604559898376,6.95205,6.95205
6.95215,5.959900591E-06,-9.99616527557373,6.95215,6.95215
6.95225,7.6899553E-08,-9.99675273895264,6.95225,6.95225
6.95235,-3.7977657E-08,-9.99722862243652,6.95235,6.95235
6.95245,-4.8256773E-08,-9.99744606018066,6.95245,6.95245
6.95255,-6.9004841E-08,-9.99762153625488,6.95255,6.95255
6.95265,-5.73758E-08,-9.99774932861328,6.95265,6.95265
6.95275,-6.7591635E-08,-9.99794864654541,6.95275,6.95275
6.95285,-6.9975101E-08,-9.9976634979248,6.95285,6.95285
6.95295,-7.9691745E-08,-9.99774074554443,6.95295,6.95295
6.95305,-7.083144737E-06,-9.53392124176025,6.95305,6.95305
6.95315,3.278674194E-05,-0.00107896013651,6.95315,6.95315
6.95325,5.1115159295E-05,-0.000579350162297,6.95325,6.95325
6.95335,5.2188603149E-05,-0.000103242957266,6.95335,6.95335
6.95345,5.2434133977E-05,-0.00018993584672,6.95345,6.95345
6.95355,5.2511051763E-05,-3.0975421396E-05,6.95355,6.95355
6.95365,5.2519262681E-05,4.825850192E-05,6.95365,6.95365
6.95375,5.2485578635E-05,0.000385952647775,6.95375,6.95375
6.95385,5.2430434152E-05,0.000427399179898,6.95385,6.95385
6.95395,5.2451578085E-05,0.000221573922317,6.95395,6.95395
6.95405,5.8969533711E-05,-0.453933566808701,6.95405,6.95405
6.95415,6.10034931E-06,-9.99655818939209,6.95415,6.95415
6.95425,5.8949766E-08,-9.99688339233398,6.95425,6.95425
6.95435,-4.5824098E-08,-9.99732875823975,6.95435,6.95435
6.95445,-3.8729961E-08,-9.99760246276855,6.95445,6.95445
6.95455,-8.4676621E-08,-9.99784374237061,6.95455,6.95455
6.95465,-1.16884991E-07,-9.99784851074219,6.95465,6.95465
6.95475,-9.3640971E-08,-9.99808502197266,6.95475,6.95475
6.95485,-1.21497237E-07,-9.99820804595947,6.95485,6.95485
6.95495,-1.15303045E-07,-9.99826240539551,6.95495,6.95495
6.95505,-6.988755558E-06,-9.55432796478271,6.95505,6.95505
6.95515,3.2504733099E-05,-0.001479000085965,6.95515,6.95515
6.95525,5.1068676839E-05,-0.000664706109092,6.95525,6.95525
6.95535,5.2214636526E-05,-0.000174666070961,6.95535,6.95535
6.95545,5.2454310207E-05,-8.3399288997E-05,6.95545,6.95545
6.95555,5.2506733482E-05,0.000218829576625,6.95555,6.95555
6.95565,5.2522103942E-05,0.000227062584599,6.95565,6.95565
6.95575,5.249296737E-05,0.000196874883841,6.95575,6.95575
6.95585,5.2496165154E-05,0.000390385801438,6.95585,6.95585
6.95595,5.245687862E-05,0.000186460485565,6.95595,6.95595
6.95605,5.8938767324E-05,-0.433650940656662,6.95605,6.95605
6.95615,6.247287274E-06,-9.9965648651123,6.95615,6.95615
6.95625,8.4071026E-08,-9.99740028381348,6.95625,6.95625
6.95635,-3.104596E-09,-9.997633934021,6.95635,6.95635
6.95645,-4.6379533E-08,-9.99767684936523,6.95645,6.95645
6.95655,-7.5909142E-08,-9.99793434143066,6.95655,6.95655
6.95665,-6.6044848E-08,-9.99804592132568,6.95665,6.95665
6.95675,-9.0730197E-08,-9.99812889099121,6.95675,6.95675
6.95685,-9.9898436E-08,-9.99834823608398,6.95685,6.95685
6.95695,-8.8339704E-08,-9.9981861114502,6.95695,6.95695
6.95705,-6.840622063E-06,-9.57409763336182,6.95705,6.95705
6.95715,3.229583308E-05,-0.001058061025105,6.95715,6.95715
6.95725,5.1106748288E-05,-0.000399068376282,6.95725,6.95725
6.95735,5.2227431297E-05,0.000154161753017,6.95735,6.95735
6.95745,5.2481442253E-05,0.000272942270385,6.95745,6.95745
6.95755,5.2562023484E-05,0.000461316347355,6.95755,6.95755
6.95765,5.2578900068E-05,0.000555960810743,6.95765,6.95765
6.95775,5.2547089581E-05,0.000360901787644,6.95775,6.95775
6.95785,5.2524992498E-05,0.000451183412224,6.95785,6.95785
6.95795,5.2498373407E-05,0.000334725016728,6.95795,6.95795
6.95805,5.8898782299E-05,-0.413735568523407,6.95805,6.95805
6.95815,6.399223821E-06,-9.99696445465088,6.95815,6.95815
6.95825,4.6758256E-08,-9.99760055541992,6.95825,6.95825
6.95835,-6.1861485E-08,-9.99833393096924,6.95835,6.95835
6.95845,-1.08785443E-07,-9.99825954437256,6.95845,6.95845
6.95855,-1.14649175E-07,-9.99835777282715,6.95855,6.95855
6.95865,-9.0378649E-08,-9.9981803894043,6.95865,6.95865
6.95875,-1.07576135E-07,-9.99845886230469,6.95875,6.95875
6.95885,-1.00221854E-07,-9.99837779998779,6.95885,6.95885
6.95895,-1.32922381E-07,-9.99828243255615,6.95895,6.95895
6.95905,-6.722236776E-06,-9.59443187713623,6.95905,6.95905
6.95915,3.2071486203E-05,-0.001246364670806,6.95915,6.95915
6.95925,5.1120663557E-05,-0.000635573873296,6.95925,6.95925
6.95935,5.223482367E-05,-8.4243700258E-05,6.95935,6.95935
6.95945,5.2496707212E-05,-0.000239896849962,6.95945,6.95945
6.95955,5.2530383982E-05,-9.3321119493E-05,6.95955,6.95955
