A2_LTD,,,,,,,,,,,,,,,,
 Time, MeasResult1_value, MeasResult2_value,,,,,,,,,,,,,,
6.93635,1.15E-05,9.990071297,,,,,,,,,,,,,,
6.93645,1.15E-05,9.989989281,,,,,,,,,,,,,,
6.93655,1.15E-05,9.989871025,,,,,,,,,,,,,,
6.93665,1.15E-05,9.98980999,,,,,,,,,,,,,,
6.93675,1.15E-05,9.989917755,,,,,,,,,,,,,,
6.93685,1.15E-05,9.99007225,,,,,,,,,,,,,,
6.93695,1.15E-05,9.990029335,,,,,,,,,,,,,,
6.93705,1.15E-05,9.366495132,,,,,,,,,,,,,,
6.93715,8.54E-06,-0.002415017,,,,,,,,,,,,,,
6.93725,2.16E-06,-0.002430287,,,,,,,,,,,,,,
6.93735,9.81E-07,-0.00232361,,,,,,,,,,,,,,
6.93745,6.93E-07,-0.002345987,,,,,,,,,,,,,,
6.93755,5.93E-07,-0.002359568,,,,,,,,,,,,,,
6.93765,5.48E-07,-0.002456252,,,,,,,,,,,,,,
6.93775,5.24E-07,-0.002207575,,,,,,,,,,,,,,
6.93785,5.11E-07,-0.002316292,,,,,,,,,,,,,,
6.93795,5.03E-07,-0.002454352,,,,,,,,,,,,,,
6.93805,-2.30E-07,0.610998571,,,,,,,,,,,,,,
6.93815,5.52E-06,9.989764214,,,,,,,,,,,,,,
6.93825,1.15E-05,9.989770889,,,,,,,,,,,,,,
6.93835,1.15E-05,9.990229607,,,,,,,,,,,,,,
6.93845,1.15E-05,9.990251541,,,,,,,,,,,,,,
6.93855,1.15E-05,9.989894867,,,,,,,,,,,,,,
6.93865,1.15E-05,9.989911079,,,,,,,,,,,,,,
6.93875,1.15E-05,9.990085602,,,,,,,,,,,,,,
6.93885,1.15E-05,9.990062714,,,,,,,,,,,,,,
6.93895,1.15E-05,9.990168571,,,,,,,,,,,,,,
6.93905,1.15E-05,9.386383057,,,,,,,,,,,,,,
6.93915,8.55E-06,-0.002471944,,,,,,,,,,,,,,
6.93925,2.17E-06,-0.002509661,,,,,,,,,,,,,,
6.93935,9.80E-07,-0.00285657,,,,,,,,,,,,,,
6.93945,6.92E-07,-0.002487566,,,,,,,,,,,,,,
6.93955,5.92E-07,-0.002456534,,,,,,,,,,,,,,
6.93965,5.47E-07,-0.002498332,,,,,,,,,,,,,,
6.93975,5.23E-07,-0.002737017,,,,,,,,,,,,,,
6.93985,5.10E-07,-0.002664116,,,,,,,,,,,,,,
6.93995,5.02E-07,-0.002608526,,,,,,,,,,,,,,
6.94005,-2.07E-07,0.590813756,,,,,,,,,,,,,,
6.94015,5.48E-06,9.990147591,,,,,,,,,,,,,,
6.94025,1.15E-05,9.990181923,,,,,,,,,,,,,,
6.94035,1.15E-05,9.990059853,,,,,,,,,,,,,,
6.94045,1.15E-05,9.989832878,,,,,,,,,,,,,,
6.94055,1.15E-05,9.989897728,,,,,,,,,,,,,,
6.94065,1.15E-05,9.990036964,,,,,,,,,,,,,,
6.94075,1.15E-05,9.990053177,,,,,,,,,,,,,,
6.94085,1.15E-05,9.990009308,,,,,,,,,,,,,,
6.94095,1.15E-05,9.990195274,,,,,,,,,,,,,,
6.94105,1.15E-05,9.406395912,,,,,,,,,,,,,,
6.94115,8.57E-06,-0.00272618,,,,,,,,,,,,,,
6.94125,2.17E-06,-0.002711262,,,,,,,,,,,,,,
6.94135,9.82E-07,-0.002634562,,,,,,,,,,,,,,
6.94145,6.93E-07,-0.002520708,,,,,,,,,,,,,,
6.94155,5.92E-07,-0.002905616,,,,,,,,,,,,,,
6.94165,5.47E-07,-0.002882184,,,,,,,,,,,,,,
6.94175,5.23E-07,-0.002687689,,,,,,,,,,,,,,
6.94185,5.10E-07,-0.002801825,,,,,,,,,,,,,,
6.94195,5.03E-07,-0.002834475,,,,,,,,,,,,,,
6.94205,-1.84E-07,0.570929646,,,,,,,,,,,,,,
6.94215,5.43E-06,9.989847183,,,,,,,,,,,,,,
6.94225,1.15E-05,9.989769936,,,,,,,,,,,,,,
6.94235,1.15E-05,9.989788055,,,,,,,,,,,,,,
6.94245,1.15E-05,9.990094185,,,,,,,,,,,,,,
6.94255,1.15E-05,9.989964485,,,,,,,,,,,,,,
6.94265,1.15E-05,9.990020752,,,,,,,,,,,,,,
6.94275,1.15E-05,9.990257263,,,,,,,,,,,,,,
6.94285,1.15E-05,9.990253448,,,,,,,,,,,,,,
6.94295,1.15E-05,9.990056992,,,,,,,,,,,,,,
6.94305,1.15E-05,9.426439285,,,,,,,,,,,,,,
6.94315,8.58E-06,-0.002346128,,,,,,,,,,,,,,
6.94325,2.18E-06,-0.002158037,,,,,,,,,,,,,,
6.94335,9.83E-07,-0.002231993,,,,,,,,,,,,,,
6.94345,6.93E-07,-0.002217004,,,,,,,,,,,,,,
6.94355,5.92E-07,-0.002186535,,,,,,,,,,,,,,
6.94365,5.48E-07,-0.00224311,,,,,,,,,,,,,,
6.94375,5.24E-07,-0.002344087,,,,,,,,,,,,,,
6.94385,5.11E-07,-0.002621615,,,,,,,,,,,,,,
6.94395,5.04E-07,-0.002471381,,,,,,,,,,,,,,
6.94405,-1.60E-07,0.551291347,,,,,,,,,,,,,,
6.94415,5.39E-06,9.990527153,,,,,,,,,,,,,,
6.94425,1.15E-05,9.990094185,,,,,,,,,,,,,,
6.94435,1.15E-05,9.990424156,,,,,,,,,,,,,,
6.94445,1.15E-05,9.990291595,,,,,,,,,,,,,,
6.94455,1.15E-05,9.99034977,,,,,,,,,,,,,,
6.94465,1.15E-05,9.990319252,,,,,,,,,,,,,,
6.94475,1.15E-05,9.990561485,,,,,,,,,,,,,,
6.94485,1.15E-05,9.990365982,,,,,,,,,,,,,,
6.94495,1.15E-05,9.989985466,,,,,,,,,,,,,,
6.94505,1.15E-05,9.446752548,,,,,,,,,,,,,,
6.94515,8.60E-06,-0.002328184,,,,,,,,,,,,,,
6.94525,2.18E-06,-0.002291593,,,,,,,,,,,,,,
6.94535,9.84E-07,-0.002418817,,,,,,,,,,,,,,
6.94545,6.93E-07,-0.002446401,,,,,,,,,,,,,,
6.94555,5.93E-07,-0.002442531,,,,,,,,,,,,,,
6.94565,5.48E-07,-0.002356683,,,,,,,,,,,,,,
6.94575,5.24E-07,-0.002230163,,,,,,,,,,,,,,
6.94585,5.11E-07,-0.002462656,,,,,,,,,,,,,,
6.94595,5.03E-07,-0.00259199,,,,,,,,,,,,,,
6.94605,-1.36E-07,0.531192839,,,,,,,,,,,,,,
6.94615,5.34E-06,9.990004539,,,,,,,,,,,,,,
6.94625,1.15E-05,9.990134239,,,,,,,,,,,,,,
6.94635,1.15E-05,9.990318298,,,,,,,,,,,,,,
6.94645,1.15E-05,9.990246773,,,,,,,,,,,,,,
6.94655,1.15E-05,9.990134239,,,,,,,,,,,,,,
6.94665,1.15E-05,9.989883423,,,,,,,,,,,,,,
6.94675,1.15E-05,9.989866257,,,,,,,,,,,,,,
6.94685,1.15E-05,9.990077972,,,,,,,,,,,,,,
6.94695,1.15E-05,9.989912033,,,,,,,,,,,,,,
6.94705,1.15E-05,9.466605186,,,,,,,,,,,,,,
6.94715,8.61E-06,-0.002322836,,,,,,,,,,,,,,
6.94725,2.19E-06,-0.002457167,,,,,,,,,,,,,,
6.94735,9.85E-07,-0.002284135,,,,,,,,,,,,,,
6.94745,6.94E-07,-0.002309185,,,,,,,,,,,,,,
6.94755,5.93E-07,-0.002241914,,,,,,,,,,,,,,
6.94765,5.47E-07,-0.002217004,,,,,,,,,,,,,,
6.94775,5.23E-07,-0.002147763,,,,,,,,,,,,,,
6.94785,5.09E-07,-0.002201946,,,,,,,,,,,,,,
6.94795,5.02E-07,-0.002021525,,,,,,,,,,,,,,
6.94805,-1.13E-07,0.511596918,,,,,,,,,,,,,,
6.94815,5.29E-06,9.990098953,,,,,,,,,,,,,,
6.94825,1.15E-05,9.990475655,,,,,,,,,,,,,,
6.94835,1.15E-05,9.990661621,,,,,,,,,,,,,,
6.94845,1.15E-05,9.990309715,,,,,,,,,,,,,,
6.94855,1.15E-05,9.990268707,,,,,,,,,,,,,,
6.94865,1.15E-05,9.990160942,,,,,,,,,,,,,,
6.94875,1.15E-05,9.990056992,,,,,,,,,,,,,,
6.94885,1.15E-05,9.990345955,,,,,,,,,,,,,,
6.94895,1.15E-05,9.990141869,,,,,,,,,,,,,,
6.94905,1.15E-05,9.486642838,,,,,,,,,,,,,,
6.94915,8.63E-06,-0.002032924,,,,,,,,,,,,,,
6.94925,2.19E-06,-0.001981697,,,,,,,,,,,,,,
6.94935,9.84E-07,-0.002213486,,,,,,,,,,,,,,
6.94945,6.93E-07,-0.002053753,,,,,,,,,,,,,,
6.94955,5.92E-07,-0.002032995,,,,,,,,,,,,,,
6.94965,5.47E-07,-0.002132212,,,,,,,,,,,,,,
6.94975,5.22E-07,-0.002108639,,,,,,,,,,,,,,
6.94985,5.09E-07,-0.002088303,,,,,,,,,,,,,,
6.94995,5.02E-07,-0.001927514,,,,,,,,,,,,,,
6.95005,-8.94E-08,0.491624773,,,,,,,,,,,,,,
6.95015,5.25E-06,9.990461349,,,,,,,,,,,,,,
6.95025,1.15E-05,9.990448952,,,,,,,,,,,,,,
6.95035,1.15E-05,9.990524292,,,,,,,,,,,,,,
6.95045,1.15E-05,9.990821838,,,,,,,,,,,,,,
6.95055,1.15E-05,9.990773201,,,,,,,,,,,,,,
6.95065,1.15E-05,9.990411758,,,,,,,,,,,,,,
6.95075,1.15E-05,9.99068737,,,,,,,,,,,,,,
6.95085,1.15E-05,9.990552902,,,,,,,,,,,,,,
6.95095,1.15E-05,9.990477562,,,,,,,,,,,,,,
6.95105,1.15E-05,9.50681591,,,,,,,,,,,,,,
6.95115,8.64E-06,-0.002050305,,,,,,,,,,,,,,
6.95125,2.19E-06,-0.002167466,,,,,,,,,,,,,,
6.95135,9.85E-07,-0.002270554,,,,,,,,,,,,,,
6.95145,6.92E-07,-0.002100828,,,,,,,,,,,,,,
6.95155,5.92E-07,-0.002035035,,,,,,,,,,,,,,
6.95165,5.46E-07,-0.001858344,,,,,,,,,,,,,,
6.95175,5.23E-07,-0.001819149,,,,,,,,,,,,,,
6.95185,5.10E-07,-0.002123346,,,,,,,,,,,,,,
6.95195,5.02E-07,-0.002008859,,,,,,,,,,,,,,
6.95205,-6.59E-08,0.471657127,,,,,,,,,,,,,,
6.95215,5.20E-06,9.990653992,,,,,,,,,,,,,,
6.95225,1.15E-05,9.990459442,,,,,,,,,,,,,,
6.95235,1.15E-05,9.990481377,,,,,,,,,,,,,,
6.95245,1.15E-05,9.990335464,,,,,,,,,,,,,,
6.95255,1.15E-05,9.990505219,,,,,,,,,,,,,,
6.95265,1.15E-05,9.990332603,,,,,,,,,,,,,,
6.95275,1.15E-05,9.990117073,,,,,,,,,,,,,,
6.95285,1.15E-05,9.990136147,,,,,,,,,,,,,,
6.95295,1.15E-05,9.990139961,,,,,,,,,,,,,,
6.95305,1.15E-05,9.526575089,,,,,,,,,,,,,,
6.95315,8.66E-06,-0.002142345,,,,,,,,,,,,,,
6.95325,2.20E-06,-0.002008155,,,,,,,,,,,,,,
6.95335,9.88E-07,-0.002431765,,,,,,,,,,,,,,
6.95345,6.94E-07,-0.002254932,,,,,,,,,,,,,,
6.95355,5.92E-07,-0.002187169,,,,,,,,,,,,,,
6.95365,5.47E-07,-0.00230236,,,,,,,,,,,,,,
6.95375,5.23E-07,-0.002364705,,,,,,,,,,,,,,
6.95385,5.10E-07,-0.00238863,,,,,,,,,,,,,,
6.95395,5.03E-07,-0.002355487,,,,,,,,,,,,,,
6.95405,-4.16E-08,0.451221645,,,,,,,,,,,,,,
6.95415,5.16E-06,9.989912987,,,,,,,,,,,,,,
6.95425,1.15E-05,9.989922523,,,,,,,,,,,,,,
6.95435,1.15E-05,9.990133286,,,,,,,,,,,,,,
6.95445,1.15E-05,9.990281105,,,,,,,,,,,,,,
6.95455,1.15E-05,9.990246773,,,,,,,,,,,,,,
6.95465,1.15E-05,9.990263939,,,,,,,,,,,,,,
6.95475,1.15E-05,9.990285873,,,,,,,,,,,,,,
6.95485,1.15E-05,9.99045372,,,,,,,,,,,,,,
6.95495,1.15E-05,9.990450859,,,,,,,,,,,,,,
6.95505,1.15E-05,9.546442986,,,,,,,,,,,,,,
6.95515,8.67E-06,-0.002338598,,,,,,,,,,,,,,
6.95525,2.21E-06,-0.002219749,,,,,,,,,,,,,,
6.95535,9.88E-07,-0.002557933,,,,,,,,,,,,,,
6.95545,6.93E-07,-0.002552514,,,,,,,,,,,,,,
6.95555,5.92E-07,-0.00223917,,,,,,,,,,,,,,
6.95565,5.47E-07,-0.002450482,,,,,,,,,,,,,,
6.95575,5.23E-07,-0.002474618,,,,,,,,,,,,,,
6.95585,5.09E-07,-0.002189772,,,,,,,,,,,,,,
6.95595,5.02E-07,-0.002057975,,,,,,,,,,,,,,
6.95605,-1.83E-08,0.431488127,,,,,,,,,,,,,,
6.95615,5.11E-06,9.990205765,,,,,,,,,,,,,,
6.95625,1.15E-05,9.989815712,,,,,,,,,,,,,,
6.95635,1.15E-05,9.989469528,,,,,,,,,,,,,,
6.95645,1.15E-05,9.989849091,,,,,,,,,,,,,,
6.95655,1.15E-05,9.98987484,,,,,,,,,,,,,,
6.95665,1.15E-05,9.989760399,,,,,,,,,,,,,,
6.95675,1.15E-05,9.9895401,,,,,,,,,,,,,,
6.95685,1.15E-05,9.989725113,,,,,,,,,,,,,,
6.95695,1.15E-05,9.989906311,,,,,,,,,,,,,,
6.95705,1.15E-05,9.565990448,,,,,,,,,,,,,,
6.95715,8.69E-06,-0.002365057,,,,,,,,,,,,,,
6.95725,2.21E-06,-0.002161696,,,,,,,,,,,,,,
6.95735,9.89E-07,-0.002646243,,,,,,,,,,,,,,
6.95745,6.94E-07,-0.002422898,,,,,,,,,,,,,,
6.95755,5.93E-07,-0.002352813,,,,,,,,,,,,,,
6.95765,5.46E-07,-0.002553851,,,,,,,,,,,,,,
6.95775,5.23E-07,-0.002585798,,,,,,,,,,,,,,
6.95785,5.09E-07,-0.002404321,,,,,,,,,,,,,,
6.95795,5.02E-07,-0.002546181,,,,,,,,,,,,,,
6.95805,5.00E-09,0.411275953,,,,,,,,,,,,,,
6.95815,5.07E-06,9.989747047,,,,,,,,,,,,,,
6.95825,1.15E-05,9.989336967,,,,,,,,,,,,,,
6.95835,1.15E-05,9.989564896,,,,,,,,,,,,,,
6.95845,1.15E-05,9.989541054,,,,,,,,,,,,,,
6.95855,1.15E-05,9.989808083,,,,,,,,,,,,,,
6.95865,1.15E-05,9.989967346,,,,,,,,,,,,,,
6.95875,1.15E-05,9.989690781,,,,,,,,,,,,,,
6.95885,1.15E-05,9.989908218,,,,,,,,,,,,,,
6.95895,1.15E-05,9.989827156,,,,,,,,,,,,,,
6.95905,1.15E-05,9.586024284,,,,,,,,,,,,,,
6.95915,8.70E-06,-0.002679949,,,,,,,,,,,,,,
6.95925,2.21E-06,-0.002384478,,,,,,,,,,,,,,
6.95935,9.90E-07,-0.002577987,,,,,,,,,,,,,,
6.95945,6.95E-07,-0.002211868,,,,,,,,,,,,,,
6.95955,5.92E-07,-0.002053894,,,,,,,,,,,,,,
6.95965,5.46E-07,-0.002312,,,,,,,,,,,,,,
6.95975,5.22E-07,-0.0023887,,,,,,,,,,,,,,
6.95985,5.08E-07,-0.00211638,,,,,,,,,,,,,,
6.95995,5.01E-07,-0.002476729,,,,,,,,,,,,,,
6.96005,2.76E-08,0.391219109,,,,,,,,,,,,,,
6.96015,5.02E-06,9.989414215,,,,,,,,,,,,,,
6.96025,1.15E-05,9.989872932,,,,,,,,,,,,,,
6.96035,1.15E-05,9.989912033,,,,,,,,,,,,,,
6.96045,1.15E-05,9.990083694,,,,,,,,,,,,,,
6.96055,1.15E-05,9.989771843,,,,,,,,,,,,,,
6.96065,1.15E-05,9.990129471,,,,,,,,,,,,,,
6.96075,1.15E-05,9.990010262,,,,,,,,,,,,,,
6.96085,1.15E-05,9.99007225,,,,,,,,,,,,,,
6.96095,1.15E-05,9.989924431,,,,,,,,,,,,,,
6.96105,1.15E-05,9.605937004,,,,,,,,,,,,,,
6.96115,8.72E-06,-0.00228322,,,,,,,,,,,,,,
6.96125,2.22E-06,-0.002344932,,,,,,,,,,,,,,
6.96135,9.90E-07,-0.002375119,,,,,,,,,,,,,,
6.96145,6.94E-07,-0.002435072,,,,,,,,,,,,,,
6.96155,5.92E-07,-0.002389755,,,,,,,,,,,,,,
6.96165,5.47E-07,-0.002429442,,,,,,,,,,,,,,
6.96175,5.23E-07,-0.002148889,,,,,,,,,,,,,,
6.96185,5.10E-07,-0.002096466,,,,,,,,,,,,,,
6.96195,5.02E-07,-0.002036724,,,,,,,,,,,,,,
6.96205,5.29E-08,0.371839762,,,,,,,,,,,,,,
6.96215,4.97E-06,9.990570068,,,,,,,,,,,,,,
6.96225,1.15E-05,9.990347862,,,,,,,,,,,,,,
6.96235,1.15E-05,9.990594864,,,,,,,,,,,,,,
6.96245,1.15E-05,9.990320206,,,,,,,,,,,,,,
6.96255,1.15E-05,9.990117073,,,,,,,,,,,,,,
6.96265,1.15E-05,9.990085602,,,,,,,,,,,,,,
6.96275,1.15E-05,9.990217209,,,,,,,,,,,,,,
6.96285,1.15E-05,9.990259171,,,,,,,,,,,,,,
6.96295,1.15E-05,9.990473747,,,,,,,,,,,,,,
6.96305,1.15E-05,9.626628876,,,,,,,,,,,,,,
6.96315,8.73E-06,-0.00220089,,,,,,,,,,,,,,
6.96325,2.22E-06,-0.002140375,,,,,,,,,,,,,,
6.96335,9.91E-07,-0.002378849,,,,,,,,,,,,,,
6.96345,6.95E-07,-0.002412203,,,,,,,,,,,,,,
6.96355,5.93E-07,-0.002136293,,,,,,,,,,,,,,
6.96365,5.47E-07,-0.001986552,,,,,,,,,,,,,,
6.96375,5.23E-07,-0.002260913,,,,,,,,,,,,,,
6.96385,5.10E-07,-0.001984652,,,,,,,,,,,,,,
6.96395,5.02E-07,-0.001992182,,,,,,,,,,,,,,
6.96405,7.55E-08,0.351534158,,,,,,,,,,,,,,
6.96415,4.93E-06,9.989962578,,,,,,,,,,,,,,
6.96425,1.15E-05,9.989924431,,,,,,,,,,,,,,
6.96435,1.15E-05,9.989821434,,,,,,,,,,,,,,
6.96445,1.15E-05,9.989902496,,,,,,,,,,,,,,
6.96455,1.15E-05,9.989910126,,,,,,,,,,,,,,
6.96465,1.15E-05,9.990023613,,,,,,,,,,,,,,
6.96475,1.15E-05,9.989938736,,,,,,,,,,,,,,
6.96485,1.15E-05,9.989905357,,,,,,,,,,,,,,
6.96495,1.15E-05,9.989642143,,,,,,,,,,,,,,
6.96505,1.15E-05,9.645936012,,,,,,,,,,,,,,
6.96515,8.75E-06,-0.002236074,,,,,,,,,,,,,,
6.96525,2.23E-06,-0.002591709,,,,,,,,,,,,,,
6.96535,9.92E-07,-0.002473281,,,,,,,,,,,,,,
6.96545,6.95E-07,-0.00204369,,,,,,,,,,,,,,
6.96555,5.93E-07,-0.00200527,,,,,,,,,,,,,,
6.96565,5.47E-07,-0.001976912,,,,,,,,,,,,,,
6.96575,5.23E-07,-0.002088021,,,,,,,,,,,,,,
6.96585,5.09E-07,-0.002186958,,,,,,,,,,,,,,
6.96595,5.01E-07,-0.002439434,,,,,,,,,,,,,,
6.96605,9.96E-08,0.331375957,,,,,,,,,,,,,,
6.96615,4.88E-06,9.990505219,,,,,,,,,,,,,,
6.96625,1.15E-05,9.99061203,,,,,,,,,,,,,,
6.96635,1.15E-05,9.990755081,,,,,,,,,,,,,,
6.96645,1.15E-05,9.990643501,,,,,,,,,,,,,,
6.96655,1.15E-05,9.990688324,,,,,,,,,,,,,,
6.96665,1.15E-05,9.990468025,,,,,,,,,,,,,,
6.96675,1.15E-05,9.990391731,,,,,,,,,,,,,,
6.96685,1.15E-05,9.990457535,,,,,,,,,,,,,,
6.96695,1.15E-05,9.99030304,,,,,,,,,,,,,,
6.96705,1.15E-05,9.666801453,,,,,,,,,,,,,,
6.96715,8.76E-06,-0.002055934,,,,,,,,,,,,,,
6.96725,2.23E-06,-0.002296378,,,,,,,,,,,,,,
6.96735,9.93E-07,-0.002046857,,,,,,,,,,,,,,
6.96745,6.94E-07,-0.002137912,,,,,,,,,,,,,,
6.96755,5.92E-07,-0.002358935,,,,,,,,,,,,,,
6.96765,5.46E-07,-0.002052979,,,,,,,,,,,,,,
6.96775,5.22E-07,-0.002226504,,,,,,,,,,,,,,
6.96785,5.09E-07,-0.002366534,,,,,,,,,,,,,,
6.96795,5.02E-07,-0.002247896,,,,,,,,,,,,,,
6.96805,1.23E-07,0.311749041,,,,,,,,,,,,,,
6.96815,4.83E-06,9.990878105,,,,,,,,,,,,,,
6.96825,1.15E-05,9.990880013,,,,,,,,,,,,,,
6.96835,1.15E-05,9.99095726,,,,,,,,,,,,,,
6.96845,1.15E-05,9.990854263,,,,,,,,,,,,,,
6.96855,1.15E-05,9.990405083,,,,,,,,,,,,,,
6.96865,1.15E-05,9.99051857,,,,,,,,,,,,,,
6.96875,1.15E-05,9.990539551,,,,,,,,,,,,,,
6.96885,1.15E-05,9.990637779,,,,,,,,,,,,,,
6.96895,1.15E-05,9.990679741,,,,,,,,,,,,,,
6.96905,1.15E-05,9.686671257,,,,,,,,,,,,,,
6.96915,8.78E-06,-0.002102728,,,,,,,,,,,,,,
6.96925,2.24E-06,-0.002108217,,,,,,,,,,,,,,
6.96935,9.95E-07,-0.002099069,,,,,,,,,,,,,,
6.96945,6.96E-07,-0.002093229,,,,,,,,,,,,,,
6.96955,5.93E-07,-0.002196809,,,,,,,,,,,,,,
6.96965,5.47E-07,-0.002284416,,,,,,,,,,,,,,
6.96975,5.22E-07,-0.002265558,,,,,,,,,,,,,,
6.96985,5.09E-07,-0.002013081,,,,,,,,,,,,,,
6.96995,5.01E-07,-0.001789876,,,,,,,,,,,,,,
6.97005,1.46E-07,0.291930318,,,,,,,,,,,,,,
6.97015,4.79E-06,9.990579605,,,,,,,,,,,,,,
6.97025,1.15E-05,9.990330696,,,,,,,,,,,,,,
6.97035,1.15E-05,9.990307808,,,,,,,,,,,,,,
6.97045,1.15E-05,9.990345955,,,,,,,,,,,,,,
6.97055,1.15E-05,9.990345955,,,,,,,,,,,,,,
6.97065,1.15E-05,9.990320206,,,,,,,,,,,,,,
6.97075,1.15E-05,9.990141869,,,,,,,,,,,,,,
6.97085,1.15E-05,9.990199089,,,,,,,,,,,,,,
6.97095,1.15E-05,9.990457535,,,,,,,,,,,,,,
6.97105,1.15E-05,9.706599236,,,,,,,,,,,,,,
6.97115,8.79E-06,-0.00222777,,,,,,,,,,,,,,
6.97125,2.25E-06,-0.002186465,,,,,,,,,,,,,,
6.97135,9.94E-07,-0.002137701,,,,,,,,,,,,,,
6.97145,6.95E-07,-0.002128975,,,,,,,,,,,,,,
6.97155,5.92E-07,-0.002027084,,,,,,,,,,,,,,
6.97165,5.45E-07,-0.002017936,,,,,,,,,,,,,,
6.97175,5.22E-07,-0.002284627,,,,,,,,,,,,,,
6.97185,5.09E-07,-0.002251203,,,,,,,,,,,,,,
6.97195,5.01E-07,-0.002313548,,,,,,,,,,,,,,
6.97205,1.69E-07,0.271902949,,,,,,,,,,,,,,
6.97215,4.74E-06,9.990203857,,,,,,,,,,,,,,
6.97225,1.15E-05,9.990385056,,,,,,,,,,,,,,
6.97235,1.15E-05,9.990436554,,,,,,,,,,,,,,
6.97245,1.15E-05,9.990472794,,,,,,,,,,,,,,
6.97255,1.15E-05,9.990454674,,,,,,,,,,,,,,
6.97265,1.15E-05,9.990560532,,,,,,,,,,,,,,
6.97275,1.15E-05,9.990232468,,,,,,,,,,,,,,
6.97285,1.15E-05,9.990120888,,,,,,,,,,,,,,
6.97295,1.15E-05,9.990286827,,,,,,,,,,,,,,
6.97305,1.15E-05,9.7264328,,,,,,,,,,,,,,
6.97315,8.81E-06,-0.00205706,,,,,,,,,,,,,,
6.97325,2.25E-06,-0.00241938,,,,,,,,,,,,,,
6.97335,9.96E-07,-0.002009633,,,,,,,,,,,,,,
6.97345,6.95E-07,-0.001972338,,,,,,,,,,,,,,
6.97355,5.92E-07,-0.002194065,,,,,,,,,,,,,,
6.97365,5.45E-07,-0.001947428,,,,,,,,,,,,,,
6.97375,5.22E-07,-0.002079155,,,,,,,,,,,,,,
6.97385,5.08E-07,-0.002246066,,,,,,,,,,,,,,
6.97395,5.01E-07,-0.00214713,,,,,,,,,,,,,,
6.97405,1.93E-07,0.251911402,,,,,,,,,,,,,,
6.97415,4.70E-06,9.990639687,,,,,,,,,,,,,,
6.97425,1.15E-05,9.990221024,,,,,,,,,,,,,,
6.97435,1.15E-05,9.990258217,,,,,,,,,,,,,,
6.97445,1.15E-05,9.990501404,,,,,,,,,,,,,,
6.97455,1.15E-05,9.990259171,,,,,,,,,,,,,,
6.97465,1.15E-05,9.990262985,,,,,,,,,,,,,,
6.97475,1.15E-05,9.990207672,,,,,,,,,,,,,,
6.97485,1.15E-05,9.990540504,,,,,,,,,,,,,,
6.97495,1.15E-05,9.99063015,,,,,,,,,,,,,,
6.97505,1.15E-05,9.74667263,,,,,,,,,,,,,,
6.97515,8.82E-06,-0.002349365,,,,,,,,,,,,,,
6.97525,2.26E-06,-0.002356964,,,,,,,,,,,,,,
6.97535,9.96E-07,-0.002093158,,,,,,,,,,,,,,
6.97545,6.96E-07,-0.002278435,,,,,,,,,,,,,,
6.97555,5.93E-07,-0.002278716,,,,,,,,,,,,,,
6.97565,5.47E-07,-0.002303415,,,,,,,,,,,,,,
6.97575,5.23E-07,-0.002381171,,,,,,,,,,,,,,
6.97585,5.09E-07,-0.002510646,,,,,,,,,,,,,,
6.97595,5.02E-07,-0.00250002,,,,,,,,,,,,,,
6.97605,2.17E-07,0.231462806,,,,,,,,,,,,,,
6.97615,4.65E-06,9.989836693,,,,,,,,,,,,,,
6.97625,1.15E-05,9.990086555,,,,,,,,,,,,,,
6.97635,1.15E-05,9.990070343,,,,,,,,,,,,,,
6.97645,1.15E-05,9.990004539,,,,,,,,,,,,,,
6.97655,1.15E-05,9.99001503,,,,,,,,,,,,,,
6.97665,1.15E-05,9.990068436,,,,,,,,,,,,,,
6.97675,1.15E-05,9.989821434,,,,,,,,,,,,,,
6.97685,1.15E-05,9.989695549,,,,,,,,,,,,,,
6.97695,1.15E-05,9.989624023,,,,,,,,,,,,,,
6.97705,1.15E-05,9.765831947,,,,,,,,,,,,,,
6.97715,8.84E-06,-0.002401225,,,,,,,,,,,,,,
6.97725,2.26E-06,-0.002581717,,,,,,,,,,,,,,
6.97735,9.97E-07,-0.002393907,,,,,,,,,,,,,,
6.97745,6.95E-07,-0.002489043,,,,,,,,,,,,,,
6.97755,5.92E-07,-0.00228702,,,,,,,,,,,,,,
6.97765,5.45E-07,-0.002122713,,,,,,,,,,,,,,
6.97775,5.21E-07,-0.002321429,,,,,,,,,,,,,,
6.97785,5.07E-07,-0.002228263,,,,,,,,,,,,,,
6.97795,5.00E-07,-0.002225589,,,,,,,,,,,,,,
6.97805,2.40E-07,0.211712331,,,,,,,,,,,,,,
6.97815,4.61E-06,9.989936829,,,,,,,,,,,,,,
6.97825,1.15E-05,9.990215302,,,,,,,,,,,,,,
6.97835,1.15E-05,9.990464211,,,,,,,,,,,,,,
6.97845,1.15E-05,9.990320206,,,,,,,,,,,,,,
6.97855,1.15E-05,9.990339279,,,,,,,,,,,,,,
6.97865,1.15E-05,9.990221977,,,,,,,,,,,,,,
6.97875,1.15E-05,9.990337372,,,,,,,,,,,,,,
6.97885,1.15E-05,9.990416527,,,,,,,,,,,,,,
6.97895,1.15E-05,9.990282059,,,,,,,,,,,,,,
6.97905,1.15E-05,9.786548615,,,,,,,,,,,,,,
6.97915,8.85E-06,-0.002086966,,,,,,,,,,,,,,
