Device ID,
Remarks,_A3_228
Time,MeasResult1_value,MeasResult2_value,MeasResult1_time,MeasResult2_time
5.92705,1.31834895E-05,0.000201800619834,5.92705,5.92705
5.92715,1.3216957086E-05,-0.000164884972037,5.92715,5.92715
5.92725,1.3222707821E-05,-0.000239756103838,5.92725,5.92725
5.92735,1.3207310076E-05,0.000225021925871,5.92735,5.92735
5.92745,1.3213821148E-05,-0.000371554633602,5.92745,5.92745
5.92755,1.3205981304E-05,-0.000381476478651,5.92755,5.92755
5.92765,1.3214277715E-05,-0.000541703484487,5.92765,5.92765
5.92775,1.3200244211E-05,-0.000261921901256,5.92775,5.92775
5.92785,1.3205813048E-05,-0.00024932611268,5.92785,5.92785
5.92795,1.321855234E-05,-0.000246933603194,5.92795,5.92795
5.92805,1.3228480384E-05,-0.000307097914629,5.92805,5.92805
5.92815,1.3205692994E-05,-0.000132586239488,5.92815,5.92815
5.92825,1.321929085E-05,-7.221083797E-05,5.92825,5.92825
5.92835,1.3231573575E-05,-0.000222727147047,5.92835,5.92835
5.92845,1.3232775927E-05,-0.000411453074776,5.92845,5.92845
5.92855,1.3238970496E-05,-0.000598841987085,5.92855,5.92855
5.92865,1.3235764527E-05,-0.000307942333166,5.92865,5.92865
5.92875,1.3245318769E-05,-0.000240530149313,5.92875,5.92875
5.92885,1.3222019334E-05,-0.000182054674951,5.92885,5.92885
5.92895,1.3237240637E-05,-3.491600728E-05,5.92895,5.92895
5.92905,1.3217786545E-05,9.969722305E-05,5.92905,5.92905
5.92915,1.3219143511E-05,0.000113981848699,5.92915,5.92915
5.92925,1.3235321603E-05,0.000214959363802,5.92925,5.92925
5.92935,1.3244229194E-05,-9.654037058E-06,5.92935,5.92935
5.92945,1.3229626347E-05,-0.000259740510955,5.92945,5.92945
5.92955,1.3235208826E-05,5.5928572692E-05,5.92955,5.92955
5.92965,1.3220036635E-05,-0.000213086794247,5.92965,5.92965
5.92975,1.3233226127E-05,-0.000272617791779,5.92975,5.92975
5.92985,1.32191999E-05,-0.000138356394018,5.92985,5.92985
5.92995,1.3236418454E-05,-0.000254251848673,5.92995,5.92995
5.93005,1.3225393559E-05,-0.000145463520312,5.93005,5.93005
5.93015,1.3216358639E-05,-0.000516582280397,5.93015,5.93015
5.93025,1.319715102E-05,-0.000349529582309,5.93025,5.93025
5.93035,1.3212217709E-05,-0.000366840016795,5.93035,5.93035
5.93045,1.3230033801E-05,-0.000398646167014,5.93045,5.93045
5.93055,1.3209081771E-05,6.7891065555E-05,5.93055,5.93055
5.93065,1.3225098883E-05,-5.1170925872E-05,5.93065,5.93065
5.93075,1.3231271623E-05,-0.000146167192725,5.93075,5.93075
5.93085,1.3217969354E-05,-0.000120271914057,5.93085,5.93085
5.93095,1.3227453564E-05,0.000374201248633,5.93095,5.93095
5.93105,1.3222285816E-05,-0.000148841165355,5.93105,5.93105
5.93115,1.324150162E-05,-0.00035860700882,5.93115,5.93115
5.93125,1.3235721781E-05,-0.000109857508505,5.93125,5.93125
5.93135,1.3196960936E-05,-0.000276136153843,5.93135,5.93135
5.93145,1.3212780686E-05,-0.000308294169372,5.93145,5.93145
5.93155,1.3229921933E-05,-3.146799645E-05,5.93155,5.93155
5.93165,1.3239849068E-05,-4.6737764933E-05,5.93165,5.93165
5.93175,1.3218468666E-05,-7.5447751442E-05,5.93175,5.93175
5.93185,1.3243160538E-05,-6.0529815528E-05,5.93185,5.93185
5.93195,1.3249108633E-05,-0.000142296979902,5.93195,5.93195
5.93205,1.326628535E-05,-0.000147152342834,5.93205,5.93205
5.93215,1.3247808056E-05,-0.000241093090153,5.93215,5.93215
5.93225,1.3237086023E-05,-0.000135612048325,5.93225,5.93225
5.93235,1.3236081031E-05,-0.000156018664711,5.93235,5.93235
5.93245,1.3248652067E-05,-0.000201757604373,5.93245,5.93245
5.93255,1.3228951502E-05,-0.000280850799754,5.93255,5.93255
5.93265,1.3243069588E-05,1.0048892364E-05,5.93265,5.93265
5.93275,1.3226377632E-05,-9.3672962976E-05,5.93275,5.93275
5.93285,1.3228269381E-05,-0.00029330587131,5.93285,5.93285
5.93295,1.3229190699E-05,-0.000511515827384,5.93295,5.93295
5.93305,1.3221850168E-05,-0.000340381782735,5.93305,5.93305
5.93315,1.3195885003E-05,-0.000343407591572,5.93315,5.93315
5.93325,1.3240320186E-05,-0.000366840016795,5.93325,5.93325
5.93335,1.3241733541E-05,-0.00018254724273,5.93335,5.93335
