Device ID,,,,
Remarks,A3_LTD_1ms_1ms_228,,,
Time,MeasResult1_value,MeasResult2_value,MeasResult1_time,MeasResult2_time
6.10695,0.000102146,9.993898392,6.10695,6.10695
6.10705,0.000105497,1.073939919,6.10705,6.10705
6.10715,3.37E-05,-0.001551372,6.10715,6.10715
6.10725,2.55E-05,-0.001471504,6.10725,6.10725
6.10735,2.40E-05,-0.001273138,6.10735,6.10735
6.10745,2.34E-05,-0.001280315,6.10745,6.10745
6.10755,2.31E-05,-0.001533217,6.10755,6.10755
6.10765,2.29E-05,-0.001374678,6.10765,6.10765
6.10775,2.28E-05,-0.001274897,6.10775,6.10775
6.10785,2.28E-05,-0.001529628,6.10785,6.10785
6.10795,2.27E-05,-0.001739253,6.10795,6.10795
6.10805,5.68E-05,8.908229828,6.10805,6.10805
6.10815,9.99E-05,9.993774414,6.10815,6.10815
6.10825,0.000101529,9.993894577,6.10825,6.10825
6.10835,0.000101892,9.993974686,6.10835,6.10835
6.10845,0.000101993,9.993979454,6.10845,6.10845
6.10855,0.000102021,9.993850708,6.10855,6.10855
6.10865,0.000102092,9.993717194,6.10865,6.10865
6.10875,0.000102094,9.993722916,6.10875,6.10875
6.10885,0.000102076,9.993871689,6.10885,6.10885
6.10895,0.000102079,9.994174004,6.10895,6.10895
6.10905,0.000105515,1.094182968,6.10905,6.10905
6.10915,3.36E-05,-0.001265186,6.10915,6.10915
6.10925,2.54E-05,-0.001277501,6.10925,6.10925
6.10935,2.39E-05,-0.001453138,6.10935,6.10935
6.10945,2.33E-05,-0.001336258,6.10945,6.10945
6.10955,2.30E-05,-0.001755649,6.10955,6.10955
6.10965,2.28E-05,-0.001586766,6.10965,6.10965
6.10975,2.27E-05,-0.001636164,6.10975,6.10975
6.10985,2.27E-05,-0.001670574,6.10985,6.10985
6.10995,2.26E-05,-0.001619065,6.10995,6.10995
6.11005,5.66E-05,8.888790131,6.11005,6.11005
6.11015,9.98E-05,9.993922234,6.11015,6.11015
6.11025,0.000101467,9.994030952,6.11025,6.11025
6.11035,0.000101838,9.994427681,6.11035,6.11035
6.11045,0.000101986,9.993857384,6.11045,6.11045
6.11055,0.000102011,9.993905067,6.11055,6.11055
6.11065,0.000102046,9.993770599,6.11065,6.11065
6.11075,0.000102053,9.993917465,6.11075,6.11075
6.11085,0.000102082,9.993956566,6.11085,6.11085
6.11095,0.000102098,9.994156837,6.11095,6.11095
6.11105,0.000105507,1.114009976,6.11105,6.11105
6.11115,3.36E-05,-0.001568752,6.11115,6.11115
6.11125,2.54E-05,-0.001599433,6.11125,6.11125
6.11135,2.38E-05,-0.001626383,6.11135,6.11135
6.11145,2.32E-05,-0.001181027,6.11145,6.11145
6.11155,2.29E-05,-0.001680144,6.11155,6.11155
6.11165,2.28E-05,-0.001683522,6.11165,6.11165
6.11175,2.27E-05,-0.001379463,6.11175,6.11175
6.11185,2.26E-05,-0.001234225,6.11185,6.11185
6.11195,2.26E-05,-0.00144005,6.11195,6.11195
6.11205,5.64E-05,8.868503571,6.11205,6.11205
6.11215,9.98E-05,9.993849754,6.11215,6.11215
6.11225,0.000101516,9.993955612,6.11225,6.11225
6.11235,0.000101882,9.993609428,6.11235,6.11235
6.11245,0.000101987,9.993494987,6.11245,6.11245
6.11255,0.00010204,9.993863106,6.11255,6.11255
6.11265,0.000102068,9.993748665,6.11265,6.11265
6.11275,0.000102066,9.994214058,6.11275,6.11275
6.11285,0.000102081,9.994178772,6.11285,6.11285
6.11295,0.000102112,9.994186401,6.11295,6.11295
6.11305,0.000105574,1.133840561,6.11305,6.11305
6.11315,3.36E-05,-0.001588807,6.11315,6.11315
6.11325,2.53E-05,-0.001566852,6.11325,6.11325
6.11335,2.37E-05,-0.001466016,6.11335,6.11335
6.11345,2.32E-05,-0.00148783,6.11345,6.11345
6.11355,2.29E-05,-0.001550809,6.11355,6.11355
6.11365,2.27E-05,-0.001703014,6.11365,6.11365
6.11375,2.26E-05,-0.001599644,6.11375,6.11375
6.11385,2.26E-05,-0.001879918,6.11385,6.11385
6.11395,2.25E-05,-0.001937619,6.11395,6.11395
6.11405,5.63E-05,8.848558426,6.11405,6.11405
6.11415,9.98E-05,9.993911743,6.11415,6.11415
6.11425,0.000101477,9.99426651,6.11425,6.11425
6.11435,0.000101839,9.994728088,6.11435,6.11435
6.11445,0.000101965,9.994087219,6.11445,6.11445
6.11455,0.000102019,9.994067192,6.11455,6.11455
6.11465,0.000102028,9.994084358,6.11465,6.11465
6.11475,0.000102052,9.99394989,6.11475,6.11475
6.11485,0.000102046,9.994117737,6.11485,6.11485
6.11495,0.000102085,9.994234085,6.11495,6.11495
6.11505,0.000105586,1.153928041,6.11505,6.11505
6.11515,3.35E-05,-0.001594718,6.11515,6.11515
6.11525,2.52E-05,-0.001593803,6.11525,6.11525
6.11535,2.37E-05,-0.001488111,6.11535,6.11535
6.11545,2.31E-05,-0.001309237,6.11545,6.11545
6.11555,2.28E-05,-0.001288408,6.11555,6.11555
6.11565,2.26E-05,-0.00143435,6.11565,6.11565
6.11575,2.25E-05,-0.001495218,6.11575,6.11575
6.11585,2.25E-05,-0.001753819,6.11585,6.11585
6.11595,2.25E-05,-0.001776478,6.11595,6.11595
6.11605,5.61E-05,8.828221321,6.11605,6.11605
6.11615,9.98E-05,9.993713379,6.11615,6.11615
6.11625,0.000101521,9.993989944,6.11625,6.11625
6.11635,0.000101864,9.993968964,6.11635,6.11635
6.11645,0.000101936,9.993869781,6.11645,6.11645
6.11655,0.000101998,9.994038582,6.11655,6.11655
6.11665,0.000101993,9.994142532,6.11665,6.11665
6.11675,0.000102038,9.994060516,6.11675,6.11675
6.11685,0.000102038,9.99420929,6.11685,6.11685
6.11695,0.000102045,9.994324684,6.11695,6.11695
6.11705,0.000105599,1.17376411,6.11705,6.11705
6.11715,3.34E-05,-0.001628424,6.11715,6.11715
6.11725,2.51E-05,-0.001360605,6.11725,6.11725
6.11735,2.36E-05,-0.001410003,6.11735,6.11735
6.11745,2.30E-05,-0.001365531,6.11745,6.11745
6.11755,2.27E-05,-0.001338158,6.11755,6.11755
6.11765,2.25E-05,-0.001205093,6.11765,6.11765
6.11775,2.25E-05,-0.001437798,6.11775,6.11775
6.11785,2.24E-05,-0.001191512,6.11785,6.11785
6.11795,2.24E-05,-0.001211707,6.11795,6.11795
6.11805,5.59E-05,8.809126854,6.11805,6.11805
6.11815,9.98E-05,9.994542122,6.11815,6.11815
6.11825,0.000101456,9.99452877,6.11825,6.11825
6.11835,0.000101851,9.994205475,6.11835,6.11835
6.11845,0.000101975,9.993702888,6.11845,6.11845
6.11855,0.000102004,9.993715286,6.11855,6.11855
6.11865,0.000102024,9.99358654,6.11865,6.11865
6.11875,0.00010204,9.993987083,6.11875,6.11875
6.11885,0.000102027,9.99395752,6.11885,6.11885
6.11895,0.000102036,9.993896484,6.11895,6.11895
6.11905,0.00010565,1.193556428,6.11905,6.11905
6.11915,3.34E-05,-0.001573326,6.11915,6.11915
6.11925,2.51E-05,-0.001756001,6.11925,6.11925
6.11935,2.36E-05,-0.001607736,6.11935,6.11935
6.11945,2.30E-05,-0.00142668,6.11945,6.11945
6.11955,2.27E-05,-0.001723209,6.11955,6.11955
6.11965,2.25E-05,-0.00172342,6.11965,6.11965
6.11975,2.24E-05,-0.002006791,6.11975,6.11975
6.11985,2.24E-05,-0.001844875,6.11985,6.11985
6.11995,2.23E-05,-0.001906235,6.11995,6.11995
6.12005,5.57E-05,8.788498878,6.12005,6.12005
6.12015,9.98E-05,9.994021416,6.12015,6.12015
6.12025,0.000101497,9.994200706,6.12025,6.12025
6.12035,0.000101889,9.994039536,6.12035,6.12035
6.12045,0.000101943,9.993893623,6.12045,6.12045
6.12055,0.000102008,9.993952751,6.12055,6.12055
6.12065,0.000102045,9.993769646,6.12065,6.12065
6.12075,0.000102057,9.994021416,6.12075,6.12075
6.12085,0.000102051,9.99395752,6.12085,6.12085
6.12095,0.000102062,9.993789673,6.12095,6.12095
6.12105,0.000105712,1.213587999,6.12105,6.12105
6.12115,3.33E-05,-0.001605273,6.12115,6.12115
6.12125,2.50E-05,-0.001671137,6.12125,6.12125
6.12135,2.35E-05,-0.001373904,6.12135,6.12135
6.12145,2.29E-05,-0.001469464,6.12145,6.12145
6.12155,2.26E-05,-0.001601192,6.12155,6.12155
6.12165,2.24E-05,-0.001729753,6.12165,6.12165
6.12175,2.23E-05,-0.001625469,6.12175,6.12175
6.12185,2.22E-05,-0.001493177,6.12185,6.12185
6.12195,2.22E-05,-0.00167543,6.12195,6.12195
6.12205,5.55E-05,8.768431664,6.12205,6.12205
6.12215,9.97E-05,9.994145393,6.12215,6.12215
6.12225,0.000101427,9.994163513,6.12225,6.12225
6.12235,0.000101794,9.994459152,6.12235,6.12235
6.12245,0.000101946,9.993898392,6.12245,6.12245
6.12255,0.000101997,9.993887901,6.12255,6.12255
6.12265,0.000102011,9.993929863,6.12265,6.12265
6.12275,0.000102048,9.994153976,6.12275,6.12275
6.12285,0.000102077,9.993895531,6.12285,6.12285
6.12295,0.000102089,9.994066238,6.12295,6.12295
6.12305,0.000105796,1.233593225,6.12305,6.12305
6.12315,3.34E-05,-0.001726657,6.12315,6.12315
6.12325,2.50E-05,-0.001739535,6.12325,6.12325
6.12335,2.34E-05,-0.001807369,6.12335,6.12335
6.12345,2.28E-05,-0.001758463,6.12345,6.12345
6.12355,2.26E-05,-0.001775,6.12355,6.12355
6.12365,2.24E-05,-0.001634616,6.12365,6.12365
6.12375,2.23E-05,-0.001744953,6.12375,6.12375
6.12385,2.22E-05,-0.001884703,6.12385,6.12385
6.12395,2.22E-05,-0.001880551,6.12395,6.12395
6.12405,5.53E-05,8.748393059,6.12405,6.12405
6.12415,9.98E-05,9.993599892,6.12415,6.12415
6.12425,0.000101491,9.993531227,6.12425,6.12425
6.12435,0.000101869,9.993824959,6.12435,6.12435
6.12445,0.00010198,9.993928909,6.12445,6.12445
6.12455,0.000101999,9.993717194,6.12455,6.12455
6.12465,0.000102013,9.993637085,6.12465,6.12465
6.12475,0.000102028,9.993443489,6.12475,6.12475
6.12485,0.000102068,9.993658066,6.12485,6.12485
6.12495,0.000102063,9.993749619,6.12495,6.12495
6.12505,0.000105834,1.253473043,6.12505,6.12505
6.12515,3.33E-05,-0.001891458,6.12515,6.12515
6.12525,2.49E-05,-0.001862115,6.12525,6.12525
6.12535,2.34E-05,-0.001954859,6.12535,6.12535
6.12545,2.28E-05,-0.001929034,6.12545,6.12545
6.12555,2.25E-05,-0.001724898,6.12555,6.12555
6.12565,2.23E-05,-0.001712513,6.12565,6.12565
6.12575,2.23E-05,-0.001741997,6.12575,6.12575
6.12585,2.22E-05,-0.002031279,6.12585,6.12585
6.12595,2.21E-05,-0.001900747,6.12595,6.12595
6.12605,5.52E-05,8.72843647,6.12605,6.12605
6.12615,9.98E-05,9.993416786,6.12615,6.12615
6.12625,0.000101469,9.993725777,6.12625,6.12625
6.12635,0.000101831,9.993768692,6.12635,6.12635
6.12645,0.000101952,9.993386269,6.12645,6.12645
6.12655,0.000101977,9.993449211,6.12655,6.12655
6.12665,0.00010202,9.993349075,6.12665,6.12665
6.12675,0.000102037,9.99342823,6.12675,6.12675
6.12685,0.000102028,9.993706703,6.12685,6.12685
6.12695,0.000102037,9.99374485,6.12695,6.12695
6.12705,0.000105876,1.27348125,6.12705,6.12705
6.12715,3.33E-05,-0.001823413,6.12715,6.12715
6.12725,2.49E-05,-0.00166016,6.12725,6.12725
6.12735,2.33E-05,-0.001621036,6.12735,6.12735
6.12745,2.27E-05,-0.001446876,6.12745,6.12745
6.12755,2.24E-05,-0.001515343,6.12755,6.12755
6.12765,2.23E-05,-0.001164702,6.12765,6.12765
6.12775,2.21E-05,-0.001379886,6.12775,6.12775
6.12785,2.21E-05,-0.001542153,6.12785,6.12785
6.12795,2.20E-05,-0.001686196,6.12795,6.12795
6.12805,5.50E-05,8.708396912,6.12805,6.12805
6.12815,9.98E-05,9.993470192,6.12815,6.12815
6.12825,0.000101489,9.993353844,6.12825,6.12825
6.12835,0.00010182,9.993455887,6.12835,6.12835
6.12845,0.000101939,9.993535042,6.12845,6.12845
6.12855,0.000102005,9.993870735,6.12855,6.12855
6.12865,0.000102022,9.993997574,6.12865,6.12865
6.12875,0.00010204,9.993460655,6.12875,6.12875
6.12885,0.000102034,9.993775368,6.12885,6.12885
6.12895,0.000102063,9.993857384,6.12895,6.12895
6.12905,0.000105942,1.293307304,6.12905,6.12905
6.12915,3.33E-05,-0.001630394,6.12915,6.12915
6.12925,2.48E-05,-0.001550527,6.12925,6.12925
6.12935,2.33E-05,-0.001574593,6.12935,6.12935
6.12945,2.27E-05,-0.001397407,6.12945,6.12945
6.12955,2.24E-05,-0.001246539,6.12955,6.12955
6.12965,2.22E-05,-0.001431043,6.12965,6.12965
6.12975,2.21E-05,-0.001158791,6.12975,6.12975
6.12985,2.21E-05,-0.001524491,6.12985,6.12985
6.12995,2.20E-05,-0.001658752,6.12995,6.12995
6.13005,5.48E-05,8.688504219,6.13005,6.13005
6.13015,9.98E-05,9.993771553,6.13015,6.13015
6.13025,0.000101456,9.993792534,6.13025,6.13025
6.13035,0.000101832,9.993859291,6.13035,6.13035
6.13045,0.000101973,9.993801117,6.13045,6.13045
6.13055,0.000102025,9.99398613,6.13055,6.13055
6.13065,0.000102016,9.994137764,6.13065,6.13065
6.13075,0.000102043,9.994091988,6.13075,6.13075
6.13085,0.000102061,9.99403286,6.13085,6.13085
6.13095,0.000102046,9.994070053,6.13095,6.13095
6.13105,0.000105993,1.313899755,6.13105,6.13105
6.13115,3.33E-05,-0.001687181,6.13115,6.13115
6.13125,2.48E-05,-0.001584093,6.13125,6.13125
6.13135,2.32E-05,-0.00166783,6.13135,6.13135
6.13145,2.26E-05,-0.001738831,6.13145,6.13145
6.13155,2.23E-05,-0.00155869,6.13155,6.13155
6.13165,2.22E-05,-0.001472208,6.13165,6.13165
6.13175,2.20E-05,-0.001530191,6.13175,6.13175
6.13185,2.20E-05,-0.001638627,6.13185,6.13185
6.13195,2.20E-05,-0.001808354,6.13195,6.13195
6.13205,5.46E-05,8.668505669,6.13205,6.13205
6.13215,9.98E-05,9.993692398,6.13215,6.13215
6.13225,0.000101479,9.994073868,6.13225,6.13225
6.13235,0.000101862,9.994207382,6.13235,6.13235
6.13245,0.00010195,9.994373322,6.13245,6.13245
6.13255,0.000102015,9.994135857,6.13255,6.13255
6.13265,0.00010205,9.993848801,6.13265,6.13265
6.13275,0.00010207,9.993759155,6.13275,6.13275
6.13285,0.000102033,9.994008064,6.13285,6.13285
6.13295,0.000102075,9.99413681,6.13295,6.13295
6.13305,0.000106043,1.333853483,6.13305,6.13305
6.13315,3.32E-05,-0.001747205,6.13315,6.13315
6.13325,2.47E-05,-0.001730598,6.13325,6.13325
6.13335,2.32E-05,-0.00149367,6.13335,6.13335
6.13345,2.25E-05,-0.001332176,6.13345,6.13345
6.13355,2.23E-05,-0.001695695,6.13355,6.13355
6.13365,2.22E-05,-0.00158367,6.13365,6.13365
6.13375,2.20E-05,-0.001787807,6.13375,6.13375
6.13385,2.20E-05,-0.001751075,6.13385,6.13385
6.13395,2.19E-05,-0.001841005,6.13395,6.13395
6.13405,5.45E-05,8.648090363,6.13405,6.13405
6.13415,9.97E-05,9.993725777,6.13415,6.13415
6.13425,0.000101433,9.993406296,6.13425,6.13425
6.13435,0.000101793,9.993400574,6.13435,6.13435
6.13445,0.000101967,9.993741989,6.13445,6.13445
6.13455,0.000101981,9.993768692,6.13455,6.13455
6.13465,0.000102019,9.993844032,6.13465,6.13465
6.13475,0.000102045,9.993801117,6.13475,6.13475
6.13485,0.000102068,9.993649483,6.13485,6.13485
6.13495,0.000102083,9.993754387,6.13495,6.13495
6.13505,0.000106108,1.353583574,6.13505,6.13505
6.13515,3.32E-05,-0.001711599,6.13515,6.13515
6.13525,2.46E-05,-0.001828198,6.13525,6.13525
6.13535,2.31E-05,-0.001798925,6.13535,6.13535
6.13545,2.25E-05,-0.001667548,6.13545,6.13545
6.13555,2.22E-05,-0.001800332,6.13555,6.13555
6.13565,2.21E-05,-0.001762756,6.13565,6.13565
6.13575,2.20E-05,-0.001658682,6.13575,6.13575
6.13585,2.19E-05,-0.001875907,6.13585,6.13585
6.13595,2.19E-05,-0.001737564,6.13595,6.13595
6.13605,5.43E-05,8.628256798,6.13605,6.13605
6.13615,9.98E-05,9.993737221,6.13615,6.13615
6.13625,0.000101483,9.993869781,6.13625,6.13625
6.13635,0.000101846,9.993963242,6.13635,6.13635
6.13645,0.000101933,9.993959427,6.13645,6.13645
6.13655,0.000101993,9.993933678,6.13655,6.13655
6.13665,0.000102024,9.993917465,6.13665,6.13665
6.13675,0.000102043,9.993942261,6.13675,6.13675
6.13685,0.000102065,9.993710518,6.13685,6.13685
6.13695,0.00010208,9.993630409,6.13695,6.13695
6.13705,0.000106199,1.373308778,6.13705,6.13705
6.13715,3.32E-05,-0.001566641,6.13715,6.13715
6.13725,2.46E-05,-0.001470238,6.13725,6.13725
6.13735,2.31E-05,-0.001744108,6.13735,6.13735
6.13745,2.25E-05,-0.0015836,6.13745,6.13745
6.13755,2.21E-05,-0.001563264,6.13755,6.13755
6.13765,2.20E-05,-0.001391778,6.13765,6.13765
6.13775,2.19E-05,-0.001351879,6.13775,6.13775
6.13785,2.18E-05,-0.001335765,6.13785,6.13785
6.13795,2.18E-05,-0.001234577,6.13795,6.13795
6.13805,5.41E-05,8.608605385,6.13805,6.13805
6.13815,9.97E-05,9.994125366,6.13815,6.13815
6.13825,0.000101458,9.994042397,6.13825,6.13825
6.13835,0.000101837,9.993800163,6.13835,6.13835
6.13845,0.000101965,9.993837357,6.13845,6.13845
6.13855,0.000101993,9.993976593,6.13855,6.13855
6.13865,0.000102017,9.993904114,6.13865,6.13865
6.13875,0.000102043,9.993730545,6.13875,6.13875
6.13885,0.00010206,9.994037628,6.13885,6.13885
6.13895,0.00010206,9.994065285,6.13895,6.13895
6.13905,0.0001062,1.393978119,6.13905,6.13905
6.13915,3.32E-05,-0.001344983,6.13915,6.13915
6.13925,2.46E-05,-0.001138243,6.13925,6.13925
6.13935,2.30E-05,-0.001149784,6.13935,6.13935
6.13945,2.24E-05,-0.001261246,6.13945,6.13945
6.13955,2.21E-05,-0.001178705,6.13955,6.13955
6.13965,2.19E-05,-0.001114389,6.13965,6.13965
6.13975,2.18E-05,-0.001087368,6.13975,6.13975
6.13985,2.18E-05,-0.001252591,6.13985,6.13985
6.13995,2.18E-05,-0.001214944,6.13995,6.13995
6.14005,5.39E-05,8.588708878,6.14005,6.14005
6.14015,9.97E-05,9.994088173,6.14015,6.14015
6.14025,0.000101455,9.993897438,6.14025,6.14025
6.14035,0.000101834,9.994105339,6.14035,6.14035
6.14045,0.000101957,9.994425774,6.14045,6.14045
6.14055,0.000102009,9.994148254,6.14055,6.14055
6.14065,0.00010202,9.994377136,6.14065,6.14065
6.14075,0.000102059,9.994725227,6.14075,6.14075
6.14085,0.000102091,9.994544029,6.14085,6.14085
6.14095,0.000102072,9.994310379,6.14095,6.14095
6.14105,0.000106272,1.413785934,6.14105,6.14105
6.14115,3.31E-05,-0.001728627,6.14115,6.14115
6.14125,2.45E-05,-0.001647212,6.14125,6.14125
6.14135,2.29E-05,-0.001512247,6.14135,6.14135
6.14145,2.23E-05,-0.001196367,6.14145,6.14145
6.14155,2.20E-05,-0.001428791,6.14155,6.14155
6.14165,2.19E-05,-0.001208611,6.14165,6.14165
6.14175,2.18E-05,-0.001229229,6.14175,6.14175
6.14185,2.18E-05,-0.001225429,6.14185,6.14185
6.14195,2.17E-05,-0.001471223,6.14195,6.14195
6.14205,5.37E-05,8.569059372,6.14205,6.14205
6.14215,9.97E-05,9.994361877,6.14215,6.14215
6.14225,0.000101496,9.994330406,6.14225,6.14225
6.14235,0.000101865,9.994319916,6.14235,6.14235
6.14245,0.000101962,9.994490623,6.14245,6.14245
6.14255,0.000101977,9.994389534,6.14255,6.14255
6.14265,0.000102006,9.994311333,6.14265,6.14265
6.14275,0.000102029,9.99426651,6.14275,6.14275
6.14285,0.000102059,9.994380951,6.14285,6.14285
6.14295,0.000102062,9.994153023,6.14295,6.14295
6.14305,0.000106324,1.433542848,6.14305,6.14305
6.14315,3.31E-05,-0.001572693,6.14315,6.14315
6.14325,2.45E-05,-0.001657838,6.14325,6.14325
6.14335,2.29E-05,-0.001634827,6.14335,6.14335
6.14345,2.23E-05,-0.001705899,6.14345,6.14345
6.14355,2.20E-05,-0.001454968,6.14355,6.14355
6.14365,2.18E-05,-0.001477767,6.14365,6.14365
6.14375,2.17E-05,-0.001290237,6.14375,6.14375
6.14385,2.17E-05,-0.001448987,6.14385,6.14385
6.14395,2.17E-05,-0.001605414,6.14395,6.14395
6.14405,5.35E-05,8.549192429,6.14405,6.14405
6.14415,9.97E-05,9.994272232,6.14415,6.14415
6.14425,0.00010143,9.994256973,6.14425,6.14425
6.14435,0.000101789,9.994614601,6.14435,6.14435
6.14445,0.000101947,9.994540215,6.14445,6.14445
6.14455,0.000101991,9.994451523,6.14455,6.14455
6.14465,0.000102006,9.994346619,6.14465,6.14465
6.14475,0.000102006,9.994263649,6.14475,6.14475
6.14485,0.000102049,9.99424839,6.14485,6.14485
6.14495,0.000102068,9.994145393,6.14495,6.14495
6.14505,0.000106388,1.453913331,6.14505,6.14505
6.14515,3.31E-05,-0.001445328,6.14515,6.14515
6.14525,2.44E-05,-0.00141908,6.14525,6.14525
6.14535,2.29E-05,-0.001341957,6.14535,6.14535
6.14545,2.23E-05,-0.001164913,6.14545,6.14545
6.14555,2.20E-05,-0.001060628,6.14555,6.14555
6.14565,2.18E-05,-0.001370316,6.14565,6.14565
6.14575,2.17E-05,-0.00140754,6.14575,6.14575
6.14585,2.17E-05,-0.001256742,6.14585,6.14585
6.14595,2.17E-05,-0.001318314,6.14595,6.14595
6.14605,5.34E-05,8.528572083,6.14605,6.14605
6.14615,9.97E-05,9.993857384,6.14615,6.14615
6.14625,0.000101441,9.994071007,6.14625,6.14625
6.14635,0.000101819,9.993942261,6.14635,6.14635
6.14645,0.000101932,9.994101524,6.14645,6.14645
6.14655,0.000102024,9.994081497,6.14655,6.14655
6.14665,0.000102029,9.994001389,6.14665,6.14665
6.14675,0.000102052,9.993758202,6.14675,6.14675
6.14685,0.00010208,9.993906021,6.14685,6.14685
6.14695,0.000102078,9.994114876,6.14695,6.14695
6.14705,0.000106494,1.473611832,6.14705,6.14705
6.14715,3.31E-05,-0.001422317,6.14715,6.14715
6.14725,2.44E-05,-0.001355468,6.14725,6.14725
6.14735,2.28E-05,-0.001343998,6.14735,6.14735
6.14745,2.23E-05,-0.001428791,6.14745,6.14745
6.14755,2.20E-05,-0.001413029,6.14755,6.14755
6.14765,2.18E-05,-0.001351387,6.14765,6.14765
6.14775,2.17E-05,-0.001378971,6.14775,6.14775
6.14785,2.16E-05,-0.001448283,6.14785,6.14785
6.14795,2.16E-05,-0.001350613,6.14795,6.14795
6.14805,5.32E-05,8.508936882,6.14805,6.14805
6.14815,9.97E-05,9.994340897,6.14815,6.14815
6.14825,0.00010144,9.994365692,6.14825,6.14825
6.14835,0.00010182,9.994254112,6.14835,6.14835
6.14845,0.000101968,9.994109154,6.14845,6.14845
6.14855,0.000102011,9.994243622,6.14855,6.14855
6.14865,0.000102029,9.994504929,6.14865,6.14865
6.14875,0.00010205,9.994205475,6.14875,6.14875
6.14885,0.000102081,9.994146347,6.14885,6.14885
6.14895,0.000102081,9.994473457,6.14895,6.14895
6.14905,0.000106513,1.493774533,6.14905,6.14905
6.14915,3.31E-05,-0.001508658,6.14915,6.14915
6.14925,2.43E-05,-0.001651223,6.14925,6.14925
6.14935,2.27E-05,-0.001306985,6.14935,6.14935
6.14945,2.22E-05,-0.001410355,6.14945,6.14945
6.14955,2.19E-05,-0.001312403,6.14955,6.14955
6.14965,2.17E-05,-0.001513443,6.14965,6.14965
6.14975,2.16E-05,-0.001707799,6.14975,6.14975
6.14985,2.15E-05,-0.001637783,6.14985,6.14985
6.14995,2.15E-05,-0.001714202,6.14995,6.14995
6.15005,5.30E-05,8.489154816,6.15005,6.15005
6.15015,9.97E-05,9.994664192,6.15015,6.15015
6.15025,0.000101442,9.99438858,6.15025,6.15025
6.15035,0.000101817,9.994348526,6.15035,6.15035
6.15045,0.00010192,9.994168282,6.15045,6.15045
6.15055,0.000101964,9.994039536,6.15055,6.15055
6.15065,0.000102013,9.994376183,6.15065,6.15065
6.15075,0.000102016,9.994374275,6.15075,6.15075
6.15085,0.000102047,9.994416237,6.15085,6.15085
6.15095,0.000102041,9.994069099,6.15095,6.15095
6.15105,0.00010654,1.513308287,6.15105,6.15105
6.15115,3.30E-05,-0.001548627,6.15115,6.15115
6.15125,2.43E-05,-0.001468549,6.15125,6.15125
6.15135,2.27E-05,-0.001635109,6.15135,6.15135
6.15145,2.21E-05,-0.001565164,6.15145,6.15145
6.15155,2.18E-05,-0.001486985,6.15155,6.15155
6.15165,2.16E-05,-0.001395085,6.15165,6.15165
