Device ID,,,,
Remarks,A3_LTD_1ms_1ms_228,,,
Time,MeasResult1_value,MeasResult2_value,MeasResult1_time,MeasResult2_time
6.60475,0.000102024,9.994078636,6.60475,6.60475
6.60485,0.000102021,9.994062424,6.60485,6.60485
6.60495,0.000102068,9.993934631,6.60495,6.60495
6.60505,0.000119515,6.051789284,6.60505,6.60505
6.60515,4.58E-05,-0.001091519,6.60515,6.60515
6.60525,2.12E-05,-0.001365038,6.60525,6.60525
6.60535,1.87E-05,-0.00096542,6.60535,6.60535
6.60545,1.78E-05,-0.001381926,6.60545,6.60545
6.60555,1.75E-05,-0.000975553,6.60555,6.60555
6.60565,1.73E-05,-0.001269127,6.60565,6.60565
6.60575,1.72E-05,-0.001196156,6.60575,6.60575
6.60585,1.71E-05,-0.001304241,6.60585,6.60585
6.60595,1.71E-05,-0.001178986,6.60595,6.60595
6.60605,1.65E-05,3.930845737,6.60605,6.60605
6.60615,9.56E-05,9.993875504,6.60615,6.60615
6.60625,0.000101006,9.994178772,6.60625,6.60625
6.60635,0.000101725,9.994077682,6.60635,6.60635
6.60645,0.000101926,9.993967056,6.60645,6.60645
6.60655,0.000101989,9.993929863,6.60655,6.60655
6.60665,0.000102022,9.993668556,6.60665,6.60665
6.60675,0.000102043,9.99401474,6.60675,6.60675
6.60685,0.000102047,9.994105339,6.60685,6.60685
6.60695,0.000102052,9.994279861,6.60695,6.60695
6.60705,0.000119514,6.071600437,6.60705,6.60705
6.60715,4.60E-05,-0.001466016,6.60715,6.60715
6.60725,2.11E-05,-0.001243373,6.60725,6.60725
6.60735,1.86E-05,-0.001462849,6.60735,6.60735
6.60745,1.78E-05,-0.001182082,6.60745,6.60745
6.60755,1.75E-05,-0.001373975,6.60755,6.60755
6.60765,1.73E-05,-0.001333513,6.60765,6.60765
6.60775,1.72E-05,-0.001713358,6.60775,6.60775
6.60785,1.71E-05,-0.001341043,6.60785,6.60785
6.60795,1.71E-05,-0.001055632,6.60795,6.60795
6.60805,1.64E-05,3.91094923,6.60805,6.60805
6.60815,9.55E-05,9.994099617,6.60815,6.60815
6.60825,0.000101021,9.993977547,6.60825,6.60825
6.60835,0.000101736,9.993932724,6.60835,6.60835
6.60845,0.000101924,9.994044304,6.60845,6.60845
6.60855,0.000102028,9.993941307,6.60855,6.60855
6.60865,0.000102036,9.993804932,6.60865,6.60865
6.60875,0.000102064,9.993961334,6.60875,6.60875
6.60885,0.000102075,9.993991852,6.60885,6.60885
6.60895,0.000102121,9.993724823,6.60895,6.60895
6.60905,0.000119582,6.091678143,6.60905,6.60905
6.60915,4.61E-05,-0.001689785,6.60915,6.60915
6.60925,2.12E-05,-0.001423091,6.60925,6.60925
6.60935,1.86E-05,-0.001600207,6.60935,6.60935
6.60945,1.78E-05,-0.001196578,6.60945,6.60945
6.60955,1.75E-05,-0.001024107,6.60955,6.60955
6.60965,1.73E-05,-0.001228103,6.60965,6.60965
6.60975,1.72E-05,-0.001241824,6.60975,6.60975
6.60985,1.71E-05,-0.001129236,6.60985,6.60985
6.60995,1.71E-05,-0.001187782,6.60995,6.60995
6.61005,1.63E-05,3.890831232,6.61005,6.61005
6.61015,9.55E-05,9.993956566,6.61015,6.61015
6.61025,0.00010098,9.994127274,6.61025,6.61025
6.61035,0.000101695,9.994216919,6.61035,6.61035
6.61045,0.000101894,9.994101524,6.61045,6.61045
6.61055,0.000101973,9.99386692,6.61055,6.61055
6.61065,0.000102002,9.99384594,6.61065,6.61065
6.61075,0.00010204,9.993717194,6.61075,6.61075
6.61085,0.000102056,9.993803024,6.61085,6.61085
6.61095,0.000102076,9.99352932,6.61095,6.61095
6.61105,0.000119577,6.111166,6.61105,6.61105
6.61115,4.62E-05,-0.001914961,6.61115,6.61115
6.61125,2.12E-05,-0.00186887,6.61125,6.61125
6.61135,1.86E-05,-0.001694921,6.61135,6.61135
6.61145,1.78E-05,-0.001985399,6.61145,6.61145
6.61155,1.75E-05,-0.001426821,6.61155,6.61155
6.61165,1.73E-05,-0.001745516,6.61165,6.61165
6.61175,1.72E-05,-0.001798291,6.61175,6.61175
6.61185,1.71E-05,-0.001970622,6.61185,6.61185
6.61195,1.71E-05,-0.001739605,6.61195,6.61195
6.61205,1.62E-05,3.870369911,6.61205,6.61205
6.61215,9.54E-05,9.993760109,6.61215,6.61215
6.61225,0.000101004,9.993637085,6.61225,6.61225
6.61235,0.000101705,9.993645668,6.61235,6.61235
6.61245,0.000101898,9.993416786,6.61245,6.61245
6.61255,0.000101991,9.993833542,6.61255,6.61255
6.61265,0.000101999,9.993748665,6.61265,6.61265
6.61275,0.000102031,9.993766785,6.61275,6.61275
6.61285,0.000102047,9.993875504,6.61285,6.61285
6.61295,0.000102047,9.993797302,6.61295,6.61295
6.61305,0.000119565,6.131788254,6.61305,6.61305
6.61315,4.63E-05,-0.001459894,6.61315,6.61315
6.61325,2.12E-05,-0.001620895,6.61325,6.61325
6.61335,1.86E-05,-0.001520269,6.61335,6.61335
6.61345,1.78E-05,-0.001742068,6.61345,6.61345
6.61355,1.75E-05,-0.001666634,6.61355,6.61355
6.61365,1.73E-05,-0.001499581,6.61365,6.61365
6.61375,1.71E-05,-0.001605977,6.61375,6.61375
6.61385,1.71E-05,-0.001651434,6.61385,6.61385
6.61395,1.71E-05,-0.001713006,6.61395,6.61395
6.61405,1.61E-05,3.850789785,6.61405,6.61405
6.61415,9.54E-05,9.994071007,6.61415,6.61415
6.61425,0.000101012,9.994027138,6.61425,6.61425
6.61435,0.000101715,9.993913651,6.61435,6.61435
6.61445,0.000101937,9.993953705,6.61445,6.61445
6.61455,0.000102012,9.993736267,6.61455,6.61455
6.61465,0.000102042,9.994009972,6.61465,6.61465
6.61475,0.000102074,9.993824959,6.61475,6.61475
6.61485,0.000102054,9.993523598,6.61485,6.61485
6.61495,0.000102089,9.993660927,6.61495,6.61495
6.61505,0.000119622,6.151351929,6.61505,6.61505
6.61515,4.64E-05,-0.001562138,6.61515,6.61515
6.61525,2.11E-05,-0.001426891,6.61525,6.61525
6.61535,1.86E-05,-0.001537228,6.61535,6.61535
6.61545,1.78E-05,-0.001557212,6.61545,6.61545
6.61555,1.74E-05,-0.001420488,6.61555,6.61555
6.61565,1.73E-05,-0.001488111,6.61565,6.61565
6.61575,1.72E-05,-0.001297907,6.61575,6.61575
6.61585,1.71E-05,-0.001492474,6.61585,6.61585
6.61595,1.71E-05,-0.00116829,6.61595,6.61595
6.61605,1.60E-05,3.830831289,6.61605,6.61605
6.61615,9.53E-05,9.993887901,6.61615,6.61615
6.61625,0.000100994,9.99398613,6.61625,6.61625
6.61635,0.000101725,9.99404335,6.61635,6.61635
6.61645,0.0001019,9.994172096,6.61645,6.61645
6.61655,0.000101967,9.993818283,6.61655,6.61655
6.61665,0.000101985,9.993889809,6.61665,6.61665
6.61675,0.000102047,9.99420929,6.61675,6.61675
6.61685,0.000102058,9.994074821,6.61685,6.61685
6.61695,0.00010208,9.994029045,6.61695,6.61695
6.61705,0.000119655,6.171615124,6.61705,6.61705
6.61715,4.66E-05,-0.00163525,6.61715,6.61715
6.61725,2.12E-05,-0.001789777,6.61725,6.61725
6.61735,1.86E-05,-0.001481215,6.61735,6.61735
6.61745,1.78E-05,-0.001791888,6.61745,6.61745
6.61755,1.75E-05,-0.001915031,6.61755,6.61755
6.61765,1.72E-05,-0.001684929,6.61765,6.61765
6.61775,1.71E-05,-0.001375171,6.61775,6.61775
6.61785,1.71E-05,-0.00133295,6.61785,6.61785
6.61795,1.71E-05,-0.00145722,6.61795,6.61795
6.61805,1.58E-05,3.810917377,6.61805,6.61805
6.61815,9.53E-05,9.993914604,6.61815,6.61815
6.61825,0.000101019,9.993894577,6.61825,6.61825
6.61835,0.000101748,9.993785858,6.61835,6.61835
6.61845,0.000101929,9.993559837,6.61845,6.61845
6.61855,0.000101995,9.993528366,6.61855,6.61855
6.61865,0.000102032,9.993696213,6.61865,6.61865
6.61875,0.000102048,9.993512154,6.61875,6.61875
6.61885,0.000102086,9.993516922,6.61885,6.61885
6.61895,0.000102065,9.994047165,6.61895,6.61895
6.61905,0.000119594,6.191737175,6.61905,6.61905
6.61915,4.67E-05,-0.001292067,6.61915,6.61915
6.61925,2.11E-05,-0.001249565,6.61925,6.61925
6.61935,1.86E-05,-0.001376227,6.61935,6.61935
6.61945,1.78E-05,-0.001572623,6.61945,6.61945
6.61955,1.75E-05,-0.001581418,6.61955,6.61955
6.61965,1.73E-05,-0.001525265,6.61965,6.61965
6.61975,1.72E-05,-0.001250691,6.61975,6.61975
6.61985,1.71E-05,-0.001464679,6.61985,6.61985
6.61995,1.71E-05,-0.001478752,6.61995,6.61995
6.62005,1.58E-05,3.790661097,6.62005,6.62005
6.62015,9.52E-05,9.993961334,6.62015,6.62015
6.62025,0.000101015,9.993880272,6.62025,6.62025
6.62035,0.000101743,9.994093895,6.62035,6.62035
6.62045,0.000101955,9.993855476,6.62045,6.62045
6.62055,0.000102006,9.993756294,6.62055,6.62055
6.62065,0.00010205,9.993600845,6.62065,6.62065
6.62075,0.000102079,9.993859291,6.62075,6.62075
6.62085,0.000102071,9.994105339,6.62085,6.62085
6.62095,0.000102104,9.993942261,6.62095,6.62095
6.62105,0.000119674,6.211537838,6.62105,6.62105
6.62115,4.68E-05,-0.001448213,6.62115,6.62115
6.62125,2.12E-05,-0.00166783,6.62125,6.62125
6.62135,1.86E-05,-0.001562067,6.62135,6.62135
6.62145,1.78E-05,-0.001378408,6.62145,6.62145
6.62155,1.74E-05,-0.00143625,6.62155,6.62155
6.62165,1.72E-05,-0.001371442,6.62165,6.62165
6.62175,1.71E-05,-0.001198759,6.62175,6.62175
6.62185,1.71E-05,-0.001304241,6.62185,6.62185
6.62195,1.71E-05,-0.001393185,6.62195,6.62195
6.62205,1.56E-05,3.770985842,6.62205,6.62205
6.62215,9.51E-05,9.99400425,6.62215,6.62215
6.62225,0.000101012,9.993906021,6.62225,6.62225
6.62235,0.000101727,9.994177818,6.62235,6.62235
6.62245,0.000101922,9.994019508,6.62245,6.62245
6.62255,0.000101986,9.993980408,6.62255,6.62255
6.62265,0.000102031,9.994087219,6.62265,6.62265
6.62275,0.000102038,9.993854523,6.62275,6.62275
6.62285,0.000102051,9.993491173,6.62285,6.62285
6.62295,0.000102074,9.99356842,6.62295,6.62295
6.62305,0.000119638,6.231192589,6.62305,6.62305
6.62315,4.70E-05,-0.001521113,6.62315,6.62315
6.62325,2.12E-05,-0.001304874,6.62325,6.62325
6.62335,1.86E-05,-0.001611888,6.62335,6.62335
6.62345,1.78E-05,-0.001664312,6.62345,6.62345
6.62355,1.74E-05,-0.001516188,6.62355,6.62355
6.62365,1.72E-05,-0.001528291,6.62365,6.62365
6.62375,1.71E-05,-0.001532794,6.62375,6.62375
6.62385,1.71E-05,-0.001471715,6.62385,6.62385
6.62395,1.70E-05,-0.001440543,6.62395,6.62395
6.62405,1.55E-05,3.750916719,6.62405,6.62405
6.62415,9.51E-05,9.993916512,6.62415,6.62415
6.62425,0.000101015,9.993583679,6.62425,6.62425
6.62435,0.000101703,9.993847847,6.62435,6.62435
6.62445,0.000101913,9.993920326,6.62445,6.62445
6.62455,0.000102,9.994133949,6.62455,6.62455
6.62465,0.000102009,9.994164467,6.62465,6.62465
6.62475,0.000102051,9.99402523,6.62475,6.62475
6.62485,0.000102061,9.994293213,6.62485,6.62485
6.62495,0.000102075,9.994156837,6.62495,6.62495
6.62505,0.000119667,6.251871586,6.62505,6.62505
6.62515,4.71E-05,-0.00110116,6.62515,6.62515
6.62525,2.12E-05,-0.001300722,6.62525,6.62525
6.62535,1.86E-05,-0.00154159,6.62535,6.62535
6.62545,1.78E-05,-0.001139932,6.62545,6.62545
6.62555,1.74E-05,-0.000910182,6.62555,6.62555
6.62565,1.72E-05,-0.001139651,6.62565,6.62565
6.62575,1.71E-05,-0.001331543,6.62575,6.62575
6.62585,1.71E-05,-0.001392904,6.62585,6.62585
6.62595,1.70E-05,-0.001697244,6.62595,6.62595
6.62605,1.54E-05,3.730732441,6.62605,6.62605
6.62615,9.50E-05,9.993828773,6.62615,6.62615
6.62625,0.00010099,9.993654251,6.62625,6.62625
6.62635,0.000101741,9.993512154,6.62635,6.62635
6.62645,0.000101932,9.993358612,6.62645,6.62645
6.62655,0.000101979,9.993528366,6.62655,6.62655
6.62665,0.000102042,9.993596077,6.62665,6.62665
6.62675,0.000102096,9.993742943,6.62675,6.62675
6.62685,0.000102094,9.993635178,6.62685,6.62685
6.62695,0.000102119,9.993606567,6.62695,6.62695
6.62705,0.000119697,6.271413326,6.62705,6.62705
6.62715,4.72E-05,-0.001744882,6.62715,6.62715
6.62725,2.12E-05,-0.001672474,6.62725,6.62725
6.62735,1.86E-05,-0.001412184,6.62735,6.62735
6.62745,1.78E-05,-0.001354905,6.62745,6.62745
6.62755,1.74E-05,-0.001387837,6.62755,6.62755
6.62765,1.72E-05,-0.00132908,6.62765,6.62765
6.62775,1.71E-05,-0.00132894,6.62775,6.62775
6.62785,1.70E-05,-0.001409862,6.62785,6.62785
6.62795,1.70E-05,-0.001192567,6.62795,6.62795
6.62805,1.53E-05,3.711010933,6.62805,6.62805
6.62815,9.49E-05,9.993796349,6.62815,6.62815
6.62825,0.000101006,9.993841171,6.62825,6.62825
6.62835,0.000101729,9.993840218,6.62835,6.62835
6.62845,0.000101908,9.993621826,6.62845,6.62845
6.62855,0.000101994,9.993580818,6.62855,6.62855
6.62865,0.00010204,9.994001389,6.62865,6.62865
6.62875,0.000102074,9.994135857,6.62875,6.62875
6.62885,0.000102063,9.994130135,6.62885,6.62885
6.62895,0.000102081,9.993889809,6.62895,6.62895
6.62905,0.000119655,6.291518688,6.62905,6.62905
6.62915,4.73E-05,-0.001602599,6.62915,6.62915
6.62925,2.12E-05,-0.001626102,6.62925,6.62925
6.62935,1.86E-05,-0.001584233,6.62935,6.62935
6.62945,1.77E-05,-0.00149374,6.62945,6.62945
6.62955,1.74E-05,-0.001794773,6.62955,6.62955
6.62965,1.72E-05,-0.001481708,6.62965,6.62965
6.62975,1.71E-05,-0.001489659,6.62975,6.62975
6.62985,1.71E-05,-0.001546164,6.62985,6.62985
6.62995,1.70E-05,-0.001451942,6.62995,6.62995
6.63005,1.52E-05,3.690954924,6.63005,6.63005
6.63015,9.49E-05,9.994304657,6.63015,6.63015
6.63025,0.00010098,9.994479179,6.63025,6.63025
6.63035,0.00010169,9.994155884,6.63035,6.63035
6.63045,0.000101905,9.994026184,6.63045,6.63045
6.63055,0.000101967,9.993764877,6.63055,6.63055
6.63065,0.000102025,9.993742943,6.63065,6.63065
6.63075,0.000102023,9.993801117,6.63075,6.63075
6.63085,0.000102043,9.993886948,6.63085,6.63085
6.63095,0.000102041,9.994139671,6.63095,6.63095
6.63105,0.000119674,6.311610699,6.63105,6.63105
6.63115,4.75E-05,-0.001577337,6.63115,6.63115
6.63125,2.12E-05,-0.001289182,6.63125,6.63125
6.63135,1.85E-05,-0.001230073,6.63135,6.63135
6.63145,1.77E-05,-0.001479667,6.63145,6.63145
6.63155,1.74E-05,-0.001495711,6.63155,6.63155
6.63165,1.72E-05,-0.001204459,6.63165,6.63165
6.63175,1.71E-05,-0.001276586,6.63175,6.63175
6.63185,1.70E-05,-0.001096656,6.63185,6.63185
6.63195,1.70E-05,-0.001398815,6.63195,6.63195
6.63205,1.51E-05,3.671218872,6.63205,6.63205
6.63215,9.48E-05,9.994011879,6.63215,6.63215
6.63225,0.000100974,9.994049072,6.63225,6.63225
6.63235,0.000101711,9.994101524,6.63235,6.63235
6.63245,0.000101904,9.994035721,6.63245,6.63245
6.63255,0.000101984,9.993901253,6.63255,6.63255
6.63265,0.000102033,9.99395752,6.63265,6.63265
6.63275,0.000102057,9.993860245,6.63275,6.63275
6.63285,0.000102056,9.993905067,6.63285,6.63285
6.63295,0.000102055,9.993999481,6.63295,6.63295
6.63305,0.000119656,6.331781387,6.63305,6.63305
6.63315,4.76E-05,-0.001341676,6.63315,6.63315
6.63325,2.12E-05,-0.001377282,6.63325,6.63325
6.63335,1.85E-05,-0.001253435,6.63335,6.63335
6.63345,1.77E-05,-0.001490011,6.63345,6.63345
6.63355,1.74E-05,-0.001694851,6.63355,6.63355
6.63365,1.72E-05,-0.001450675,6.63365,6.63365
6.63375,1.71E-05,-0.001480089,6.63375,6.63375
6.63385,1.70E-05,-0.001626594,6.63385,6.63385
6.63395,1.70E-05,-0.001660301,6.63395,6.63395
6.63405,1.50E-05,3.650655031,6.63405,6.63405
6.63415,9.47E-05,9.994107246,6.63415,6.63415
6.63425,0.000100946,9.994107246,6.63425,6.63425
6.63435,0.000101727,9.994271278,6.63435,6.63435
6.63445,0.000101905,9.994106293,6.63445,6.63445
6.63455,0.000101981,9.993885994,6.63455,6.63455
6.63465,0.00010203,9.994240761,6.63465,6.63465
6.63475,0.000102011,9.993962288,6.63475,6.63475
6.63485,0.000102039,9.994044304,6.63485,6.63485
6.63495,0.000102042,9.994158745,6.63495,6.63495
6.63505,0.000119669,6.351559162,6.63505,6.63505
6.63515,4.77E-05,-0.001345406,6.63515,6.63515
6.63525,2.12E-05,-0.001169627,6.63525,6.63525
6.63535,1.85E-05,-0.001144365,6.63535,6.63535
6.63545,1.78E-05,-0.001155554,6.63545,6.63545
6.63555,1.74E-05,-0.001164279,6.63555,6.63555
6.63565,1.72E-05,-0.001429002,6.63565,6.63565
6.63575,1.71E-05,-0.001304311,6.63575,6.63575
6.63585,1.70E-05,-0.001378971,6.63585,6.63585
6.63595,1.70E-05,-0.001579941,6.63595,6.63595
6.63605,1.48E-05,3.630608797,6.63605,6.63605
6.63615,9.46E-05,9.993853569,6.63615,6.63615
6.63625,0.00010093,9.993834496,6.63625,6.63625
6.63635,0.000101671,9.993566513,6.63635,6.63635
6.63645,0.000101882,9.993839264,6.63645,6.63645
6.63655,0.000101969,9.993832588,6.63655,6.63655
6.63665,0.000101991,9.993927002,6.63665,6.63665
6.63675,0.000102003,9.993646622,6.63675,6.63675
6.63685,0.000102019,9.993789673,6.63685,6.63685
6.63695,0.000102023,9.993841171,6.63695,6.63695
6.63705,0.000119668,6.371527195,6.63705,6.63705
6.63715,4.79E-05,-0.001897721,6.63715,6.63715
6.63725,2.12E-05,-0.001824328,6.63725,6.63725
6.63735,1.85E-05,-0.00181898,6.63735,6.63735
6.63745,1.77E-05,-0.001630605,6.63745,6.63745
6.63755,1.73E-05,-0.001583389,6.63755,6.63755
6.63765,1.71E-05,-0.001517806,6.63765,6.63765
6.63775,1.71E-05,-0.001784359,6.63775,6.63775
6.63785,1.70E-05,-0.001742068,6.63785,6.63785
6.63795,1.70E-05,-0.002217331,6.63795,6.63795
6.63805,1.47E-05,3.610269547,6.63805,6.63805
6.63815,9.46E-05,9.99343586,6.63815,6.63815
6.63825,0.000100987,9.993602753,6.63825,6.63825
6.63835,0.00010172,9.993587494,6.63835,6.63835
6.63845,0.000101905,9.993465424,6.63845,6.63845
6.63855,0.000101978,9.993400574,6.63855,6.63855
6.63865,0.000102,9.993548393,6.63865,6.63865
6.63875,0.000102035,9.993632317,6.63875,6.63875
6.63885,0.000102031,9.993664742,6.63885,6.63885
6.63895,0.000102047,9.993837357,6.63895,6.63895
6.63905,0.000119681,6.39128828,6.63905,6.63905
6.63915,4.80E-05,-0.001746712,6.63915,6.63915
6.63925,2.12E-05,-0.001714132,6.63925,6.63925
6.63935,1.85E-05,-0.001948808,6.63935,6.63935
6.63945,1.77E-05,-0.00166206,6.63945,6.63945
6.63955,1.73E-05,-0.001850715,6.63955,6.63955
6.63965,1.72E-05,-0.001738127,6.63965,6.63965
6.63975,1.70E-05,-0.001833897,6.63975,6.63975
6.63985,1.70E-05,-0.001617658,6.63985,6.63985
6.63995,1.69E-05,-0.001401629,6.63995,6.63995
6.64005,1.47E-05,3.590615988,6.64005,6.64005
6.64015,9.45E-05,9.993730545,6.64015,6.64015
6.64025,0.000100965,9.993834496,6.64025,6.64025
6.64035,0.000101731,9.99363327,6.64035,6.64035
6.64045,0.000101919,9.99365139,6.64045,6.64045
6.64055,0.000101959,9.993516922,6.64055,6.64055
6.64065,0.000102008,9.993418694,6.64065,6.64065
6.64075,0.000102041,9.993351936,6.64075,6.64075
6.64085,0.000102056,9.993625641,6.64085,6.64085
6.64095,0.000102035,9.993927002,6.64095,6.64095
6.64105,0.000119716,6.411285877,6.64105,6.64105
6.64115,4.81E-05,-0.001841145,6.64115,6.64115
6.64125,2.12E-05,-0.001860004,6.64125,6.64125
6.64135,1.85E-05,-0.001742208,6.64135,6.64135
6.64145,1.77E-05,-0.001611958,6.64145,6.64145
6.64155,1.73E-05,-0.001704632,6.64155,6.64155
6.64165,1.71E-05,-0.00161238,6.64165,6.64165
6.64175,1.70E-05,-0.001758534,6.64175,6.64175
6.64185,1.70E-05,-0.001481356,6.64185,6.64185
6.64195,1.69E-05,-0.001220925,6.64195,6.64195
6.64205,1.45E-05,3.571219206,6.64205,6.64205
6.64215,9.44E-05,9.994075775,6.64215,6.64215
6.64225,0.000100968,9.993983269,6.64225,6.64225
6.64235,0.000101702,9.993898392,6.64235,6.64235
6.64245,0.000101878,9.993830681,6.64245,6.64245
6.64255,0.000101984,9.993868828,6.64255,6.64255
6.64265,0.000102029,9.994161606,6.64265,6.64265
6.64275,0.000102015,9.994029045,6.64275,6.64275
6.64285,0.000102041,9.993925095,6.64285,6.64285
6.64295,0.000102049,9.993769646,6.64295,6.64295
6.64305,0.000119706,6.431312561,6.64305,6.64305
6.64315,4.83E-05,-0.001636939,6.64315,6.64315
6.64325,2.12E-05,-0.001955,6.64325,6.64325
6.64335,1.85E-05,-0.001815672,6.64335,6.64335
6.64345,1.77E-05,-0.001739042,6.64345,6.64345
6.64355,1.73E-05,-0.001915031,6.64355,6.64355
6.64365,1.71E-05,-0.001593381,6.64365,6.64365
6.64375,1.70E-05,-0.001360253,6.64375,6.64375
6.64385,1.69E-05,-0.001389174,6.64385,6.64385
6.64395,1.69E-05,-0.00144188,6.64395,6.64395
6.64405,1.45E-05,3.550856113,6.64405,6.64405
6.64415,9.44E-05,9.993689537,6.64415,6.64415
6.64425,0.000100963,9.993527412,6.64425,6.64425
6.64435,0.000101725,9.993487358,6.64435,6.64435
6.64445,0.000101895,9.993543625,6.64445,6.64445
6.64455,0.000101953,9.993549347,6.64455,6.64455
6.64465,0.000102042,9.993567467,6.64465,6.64465
6.64475,0.000102028,9.99359417,6.64475,6.64475
6.64485,0.000102035,9.993602753,6.64485,6.64485
6.64495,0.000102055,9.993625641,6.64495,6.64495
6.64505,0.000119695,6.451367855,6.64505,6.64505
6.64515,4.84E-05,-0.001400433,6.64515,6.64515
6.64525,2.12E-05,-0.001499862,6.64525,6.64525
6.64535,1.85E-05,-0.001449479,6.64535,6.64535
6.64545,1.77E-05,-0.001343787,6.64545,6.64545
6.64555,1.73E-05,-0.001382911,6.64555,6.64555
6.64565,1.71E-05,-0.001134584,6.64565,6.64565
6.64575,1.70E-05,-0.001456657,6.64575,6.64575
6.64585,1.70E-05,-0.001442302,6.64585,6.64585
6.64595,1.69E-05,-0.001278134,6.64595,6.64595
6.64605,1.43E-05,3.53115654,6.64605,6.64605
6.64615,9.43E-05,9.993944168,6.64615,6.64615
6.64625,0.000100934,9.994174004,6.64625,6.64625
6.64635,0.000101707,9.994073868,6.64635,6.64635
6.64645,0.000101902,9.993927002,6.64645,6.64645
6.64655,0.000101974,9.994109154,6.64655,6.64655
6.64665,0.000102014,9.993907928,6.64665,6.64665
6.64675,0.000102024,9.994071007,6.64675,6.64675
6.64685,0.000102038,9.993930817,6.64685,6.64685
6.64695,0.000102048,9.993972778,6.64695,6.64695
6.64705,0.000119735,6.471437454,6.64705,6.64705
6.64715,4.86E-05,-0.001178705,6.64715,6.64715
6.64725,2.12E-05,-0.001252872,6.64725,6.64725
6.64735,1.85E-05,-0.001084694,6.64735,6.64735
6.64745,1.77E-05,-0.001181308,6.64745,6.64745
6.64755,1.73E-05,-0.001228525,6.64755,6.64755
6.64765,1.71E-05,-0.001406414,6.64765,6.64765
6.64775,1.70E-05,-0.001428439,6.64775,6.64775
6.64785,1.70E-05,-0.001536665,6.64785,6.64785
6.64795,1.69E-05,-0.001582755,6.64795,6.64795
6.64805,1.42E-05,3.51120472,6.64805,6.64805
6.64815,9.42E-05,9.99454689,6.64815,6.64815
6.64825,0.000100939,9.994357109,6.64825,6.64825
6.64835,0.000101678,9.99442482,6.64835,6.64835
6.64845,0.000101917,9.994462967,6.64845,6.64845
6.64855,0.000101984,9.994226456,6.64855,6.64855
6.64865,0.000102043,9.994132042,6.64865,6.64865
6.64875,0.000102036,9.993966103,6.64875,6.64875
6.64885,0.000102077,9.993969917,6.64885,6.64885
6.64895,0.000102061,9.994250298,6.64895,6.64895
6.64905,0.000119687,6.491650581,6.64905,6.64905
6.64915,4.86E-05,-0.001400503,6.64915,6.64915
6.64925,2.12E-05,-0.000954302,6.64925,6.64925
6.64935,1.85E-05,-0.001499933,6.64935,6.64935
6.64945,1.77E-05,-0.001646157,6.64945,6.64945
6.64955,1.73E-05,-0.001479034,6.64955,6.64955
6.64965,1.71E-05,-0.001506266,6.64965,6.64965
6.64975,1.70E-05,-0.001528995,6.64975,6.64975
6.64985,1.69E-05,-0.001360253,6.64985,6.64985
6.64995,1.69E-05,-0.001611465,6.64995,6.64995
6.65005,1.41E-05,3.490891933,6.65005,6.65005
6.65015,9.41E-05,9.994385719,6.65015,6.65015
6.65025,0.00010093,9.994445801,6.65025,6.65025
6.65035,0.000101717,9.994348526,6.65035,6.65035
6.65045,0.000101886,9.994107246,6.65045,6.65045
6.65055,0.000101963,9.994168282,6.65055,6.65055
6.65065,0.00010201,9.9942379,6.65065,6.65065
6.65075,0.000102019,9.994298935,6.65075,6.65075
6.65085,0.00010204,9.994179726,6.65085,6.65085
6.65095,0.000102044,9.994246483,6.65095,6.65095
6.65105,0.0001197,6.511753082,6.65105,6.65105
6.65115,4.88E-05,-0.001423795,6.65115,6.65115
6.65125,2.12E-05,-0.001812365,6.65125,6.65125
6.65135,1.84E-05,-0.001738761,6.65135,6.65135
6.65145,1.76E-05,-0.00142858,6.65145,6.65145
6.65155,1.73E-05,-0.001316696,6.65155,6.65155
6.65165,1.71E-05,-0.001261105,6.65165,6.65165
6.65175,1.70E-05,-0.001420417,6.65175,6.65175
6.65185,1.69E-05,-0.00127356,6.65185,6.65185
6.65195,1.69E-05,-0.001444413,6.65195,6.65195
6.65205,1.40E-05,3.471327305,6.65205,6.65205
6.65215,9.41E-05,9.99441433,6.65215,6.65215
6.65225,0.00010094,9.994421005,6.65225,6.65225
6.65235,0.00010168,9.994452477,6.65235,6.65235
6.65245,0.000101876,9.994171143,6.65245,6.65245
6.65255,0.000101987,9.994031906,6.65255,6.65255
6.65265,0.000102005,9.994194031,6.65265,6.65265
6.65275,0.000102032,9.994071007,6.65275,6.65275
6.65285,0.000102016,9.994109154,6.65285,6.65285
6.65295,0.000102088,9.993886948,6.65295,6.65295
6.65305,0.000119685,6.531238079,6.65305,6.65305
6.65315,4.89E-05,-0.00184206,6.65315,6.65315
6.65325,2.12E-05,-0.001920942,6.65325,6.65325
6.65335,1.85E-05,-0.001801177,6.65335,6.65335
6.65345,1.76E-05,-0.001744531,6.65345,6.65345
6.65355,1.72E-05,-0.001651575,6.65355,6.65355
6.65365,1.71E-05,-0.001728276,6.65365,6.65365
6.65375,1.70E-05,-0.001553975,6.65375,6.65375
6.65385,1.69E-05,-0.001439206,6.65385,6.65385
6.65395,1.69E-05,-0.001602599,6.65395,6.65395
6.65405,1.39E-05,3.451112032,6.65405,6.65405
6.65415,9.40E-05,9.994174957,6.65415,6.65415
6.65425,0.000100939,9.993870735,6.65425,6.65425
6.65435,0.000101705,9.993868828,6.65435,6.65435
