A1_LTP,,,,,,,,,,,,,,,,
6.22245,6.86E-08,-9.997185707,,,,,,,,,,,,,,
6.22255,-2.02E-08,-9.997290611,,,,,,,,,,,,,,
6.22265,-5.77E-08,-9.997229576,,,,,,,,,,,,,,
6.22275,-9.39E-08,-9.997257233,,,,,,,,,,,,,,
6.22285,-8.69E-08,-9.997358322,,,,,,,,,,,,,,
6.22295,-9.49E-08,-9.997642517,,,,,,,,,,,,,,
6.22305,-9.79E-06,-2.237833261,,,,,,,,,,,,,,
6.22315,-1.27E-06,-0.002375647,,,,,,,,,,,,,,
6.22325,1.16E-06,-0.00190637,,,,,,,,,,,,,,
6.22335,2.09E-06,-0.001945705,,,,,,,,,,,,,,
6.22345,2.60E-06,-0.001562345,,,,,,,,,,,,,,
6.22355,2.87E-06,-0.001670851,,,,,,,,,,,,,,
6.22365,2.99E-06,-0.001456935,,,,,,,,,,,,,,
6.22375,3.10E-06,-0.001768028,,,,,,,,,,,,,,
6.22385,3.15E-06,-0.001613924,,,,,,,,,,,,,,
6.22395,3.22E-06,-0.001461931,,,,,,,,,,,,,,
6.22405,1.11E-05,-7.751022816,,,,,,,,,,,,,,
6.22415,2.29E-06,-9.996640205,,,,,,,,,,,,,,
6.22425,7.71E-07,-9.997152328,,,,,,,,,,,,,,
6.22435,2.79E-07,-9.997414589,,,,,,,,,,,,,,
6.22445,8.78E-08,-9.997431755,,,,,,,,,,,,,,
6.22455,-1.92E-08,-9.997797012,,,,,,,,,,,,,,
6.22465,-4.21E-08,-9.997560501,,,,,,,,,,,,,,
6.22475,-5.39E-08,-9.997548103,,,,,,,,,,,,,,
6.22485,-7.37E-08,-9.997925758,,,,,,,,,,,,,,
6.22495,-9.38E-08,-9.998045921,,,,,,,,,,,,,,
6.22505,-9.75E-06,-2.258125544,,,,,,,,,,,,,,
6.22515,-1.27E-06,-0.002488375,,,,,,,,,,,,,,
6.22525,1.16E-06,-0.001712016,,,,,,,,,,,,,,
6.22535,2.13E-06,-0.001465168,,,,,,,,,,,,,,
6.22545,2.64E-06,-0.001349766,,,,,,,,,,,,,,
6.22555,2.90E-06,-0.00133696,,,,,,,,,,,,,,
6.22565,3.06E-06,-0.001401345,,,,,,,,,,,,,,
6.22575,3.15E-06,-0.001361166,,,,,,,,,,,,,,
6.22585,3.21E-06,-0.001294458,,,,,,,,,,,,,,
6.22595,3.22E-06,-0.001150346,,,,,,,,,,,,,,
6.22605,1.11E-05,-7.731001377,,,,,,,,,,,,,,
6.22615,2.31E-06,-9.996417046,,,,,,,,,,,,,,
6.22625,7.59E-07,-9.996832848,,,,,,,,,,,,,,
6.22635,3.05E-07,-9.997123718,,,,,,,,,,,,,,
6.22645,1.06E-07,-9.99733448,,,,,,,,,,,,,,
6.22655,4.53E-08,-9.997239113,,,,,,,,,,,,,,
6.22665,-3.20E-08,-9.997570992,,,,,,,,,,,,,,
6.22675,-7.11E-08,-9.997633934,,,,,,,,,,,,,,
6.22685,-1.12E-07,-9.997405052,,,,,,,,,,,,,,
6.22695,-1.02E-07,-9.997463226,,,,,,,,,,,,,,
6.22705,-9.75E-06,-2.277630568,,,,,,,,,,,,,,
6.22715,-1.29E-06,-0.002436022,,,,,,,,,,,,,,
6.22725,1.15E-06,-0.001972163,,,,,,,,,,,,,,
6.22735,2.10E-06,-0.0019564,,,,,,,,,,,,,,
6.22745,2.57E-06,-0.001816581,,,,,,,,,,,,,,
6.22755,2.84E-06,-0.001572548,,,,,,,,,,,,,,
6.22765,3.01E-06,-0.001458765,,,,,,,,,,,,,,
6.22775,3.12E-06,-0.001373339,,,,,,,,,,,,,,
6.22785,3.15E-06,-0.001163575,,,,,,,,,,,,,,
6.22795,3.20E-06,-0.001155342,,,,,,,,,,,,,,
6.22805,1.11E-05,-7.710607529,,,,,,,,,,,,,,
6.22815,2.28E-06,-9.996260643,,,,,,,,,,,,,,
6.22825,7.42E-07,-9.996616364,,,,,,,,,,,,,,
6.22835,3.00E-07,-9.996761322,,,,,,,,,,,,,,
6.22845,1.42E-07,-9.996937752,,,,,,,,,,,,,,
6.22855,3.14E-08,-9.996940613,,,,,,,,,,,,,,
6.22865,-1.83E-08,-9.997188568,,,,,,,,,,,,,,
6.22875,-7.14E-08,-9.996965408,,,,,,,,,,,,,,
6.22885,-1.05E-07,-9.997119904,,,,,,,,,,,,,,
6.22895,-1.11E-07,-9.997105598,,,,,,,,,,,,,,
6.22905,-9.75E-06,-2.297544956,,,,,,,,,,,,,,
6.22915,-1.27E-06,-0.002289025,,,,,,,,,,,,,,
6.22925,1.11E-06,-0.001929168,,,,,,,,,,,,,,
6.22935,2.12E-06,-0.001834314,,,,,,,,,,,,,,
6.22945,2.60E-06,-0.001747903,,,,,,,,,,,,,,
6.22955,2.89E-06,-0.001726441,,,,,,,,,,,,,,
6.22965,3.02E-06,-0.001443988,,,,,,,,,,,,,,
6.22975,3.12E-06,-0.001422244,,,,,,,,,,,,,,
6.22985,3.16E-06,-0.001219587,,,,,,,,,,,,,,
6.22995,3.17E-06,-0.001178071,,,,,,,,,,,,,,
6.23005,1.11E-05,-7.690749168,,,,,,,,,,,,,,
6.23015,2.32E-06,-9.996161461,,,,,,,,,,,,,,
6.23025,7.83E-07,-9.996648788,,,,,,,,,,,,,,
6.23035,3.16E-07,-9.996752739,,,,,,,,,,,,,,
6.23045,1.48E-07,-9.997065544,,,,,,,,,,,,,,
6.23055,3.10E-08,-9.997208595,,,,,,,,,,,,,,
6.23065,-3.46E-08,-9.997411728,,,,,,,,,,,,,,
6.23075,-4.71E-08,-9.997444153,,,,,,,,,,,,,,
6.23085,-7.09E-08,-9.997263908,,,,,,,,,,,,,,
6.23095,-9.29E-08,-9.997311592,,,,,,,,,,,,,,
6.23105,-9.73E-06,-2.318038702,,,,,,,,,,,,,,
6.23115,-1.28E-06,-0.002467687,,,,,,,,,,,,,,
6.23125,1.14E-06,-0.001935431,,,,,,,,,,,,,,
6.23135,2.13E-06,-0.001492119,,,,,,,,,,,,,,
6.23145,2.62E-06,-0.0015748,,,,,,,,,,,,,,
6.23155,2.90E-06,-0.001682673,,,,,,,,,,,,,,
6.23165,3.04E-06,-0.001606254,,,,,,,,,,,,,,
6.23175,3.12E-06,-0.001403456,,,,,,,,,,,,,,
6.23185,3.20E-06,-0.001226694,,,,,,,,,,,,,,
6.23195,3.20E-06,-0.001252097,,,,,,,,,,,,,,
6.23205,1.11E-05,-7.670745373,,,,,,,,,,,,,,
6.23215,2.31E-06,-9.996053696,,,,,,,,,,,,,,
6.23225,7.54E-07,-9.996602058,,,,,,,,,,,,,,
6.23235,2.86E-07,-9.996702194,,,,,,,,,,,,,,
6.23245,1.08E-07,-9.997157097,,,,,,,,,,,,,,
6.23255,-9.07E-09,-9.996879578,,,,,,,,,,,,,,
6.23265,-5.88E-08,-9.996961594,,,,,,,,,,,,,,
6.23275,-1.03E-07,-9.997243881,,,,,,,,,,,,,,
6.23285,-9.72E-08,-9.99709034,,,,,,,,,,,,,,
6.23295,-9.16E-08,-9.996868134,,,,,,,,,,,,,,
6.23305,-9.75E-06,-2.337383986,,,,,,,,,,,,,,
6.23315,-1.32E-06,-0.002440807,,,,,,,,,,,,,,
6.23325,1.14E-06,-0.002033453,,,,,,,,,,,,,,
6.23335,2.12E-06,-0.001755854,,,,,,,,,,,,,,
6.23345,2.63E-06,-0.001494863,,,,,,,,,,,,,,
6.23355,2.89E-06,-0.001364332,,,,,,,,,,,,,,
6.23365,3.05E-06,-0.001690132,,,,,,,,,,,,,,
6.23375,3.11E-06,-0.001838817,,,,,,,,,,,,,,
6.23385,3.21E-06,-0.001594433,,,,,,,,,,,,,,
6.23395,3.22E-06,-0.001656355,,,,,,,,,,,,,,
6.23405,1.11E-05,-7.651202679,,,,,,,,,,,,,,
6.23415,2.31E-06,-9.996207237,,,,,,,,,,,,,,
6.23425,7.53E-07,-9.9967556,,,,,,,,,,,,,,
6.23435,3.02E-07,-9.997204781,,,,,,,,,,,,,,
6.23445,1.08E-07,-9.997124672,,,,,,,,,,,,,,
6.23455,4.32E-09,-9.997344971,,,,,,,,,,,,,,
6.23465,-3.77E-08,-9.997423172,,,,,,,,,,,,,,
6.23475,-8.52E-08,-9.997337341,,,,,,,,,,,,,,
6.23485,-8.10E-08,-9.997296333,,,,,,,,,,,,,,
6.23495,-1.00E-07,-9.997507095,,,,,,,,,,,,,,
6.23505,-9.77E-06,-2.357774496,,,,,,,,,,,,,,
6.23515,-1.31E-06,-0.002459595,,,,,,,,,,,,,,
6.23525,1.13E-06,-0.002002632,,,,,,,,,,,,,,
6.23535,2.11E-06,-0.00177802,,,,,,,,,,,,,,
6.23545,2.55E-06,-0.001436036,,,,,,,,,,,,,,
6.23555,2.85E-06,-0.001591688,,,,,,,,,,,,,,
6.23565,3.01E-06,-0.00162272,,,,,,,,,,,,,,
6.23575,3.11E-06,-0.001719053,,,,,,,,,,,,,,
6.23585,3.13E-06,-0.001435403,,,,,,,,,,,,,,
6.23595,3.16E-06,-0.001479031,,,,,,,,,,,,,,
6.23605,1.11E-05,-7.630842209,,,,,,,,,,,,,,
6.23615,2.27E-06,-9.996581078,,,,,,,,,,,,,,
6.23625,7.46E-07,-9.996801376,,,,,,,,,,,,,,
6.23635,2.88E-07,-9.996943474,,,,,,,,,,,,,,
6.23645,6.20E-08,-9.997027397,,,,,,,,,,,,,,
6.23655,-1.52E-08,-9.996999741,,,,,,,,,,,,,,
6.23665,-5.32E-08,-9.996988297,,,,,,,,,,,,,,
6.23675,-9.68E-08,-9.997339249,,,,,,,,,,,,,,
6.23685,-1.05E-07,-9.997229576,,,,,,,,,,,,,,
6.23695,-9.99E-08,-9.997245789,,,,,,,,,,,,,,
6.23705,-9.74E-06,-2.377750874,,,,,,,,,,,,,,
6.23715,-1.29E-06,-0.002135555,,,,,,,,,,,,,,
6.23725,1.12E-06,-0.002050622,,,,,,,,,,,,,,
6.23735,2.15E-06,-0.001649389,,,,,,,,,,,,,,
6.23745,2.62E-06,-0.001476638,,,,,,,,,,,,,,
6.23755,2.88E-06,-0.001290377,,,,,,,,,,,,,,
6.23765,3.05E-06,-0.001332034,,,,,,,,,,,,,,
6.23775,3.13E-06,-0.001459117,,,,,,,,,,,,,,
6.23785,3.19E-06,-0.001389664,,,,,,,,,,,,,,
6.23795,3.21E-06,-0.001257234,,,,,,,,,,,,,,
6.23805,1.11E-05,-7.610932827,,,,,,,,,,,,,,
6.23815,2.29E-06,-9.996195793,,,,,,,,,,,,,,
6.23825,7.21E-07,-9.996551514,,,,,,,,,,,,,,
6.23835,2.86E-07,-9.997068405,,,,,,,,,,,,,,
6.23845,1.09E-07,-9.997298241,,,,,,,,,,,,,,
6.23855,-4.92E-09,-9.99749279,,,,,,,,,,,,,,
6.23865,-2.92E-08,-9.997655869,,,,,,,,,,,,,,
6.23875,-6.60E-08,-9.997331619,,,,,,,,,,,,,,
6.23885,-7.27E-08,-9.99737072,,,,,,,,,,,,,,
6.23895,-9.58E-08,-9.997275352,,,,,,,,,,,,,,
6.23905,-9.70E-06,-2.397666693,,,,,,,,,,,,,,
6.23915,-1.28E-06,-0.002546569,,,,,,,,,,,,,,
6.23925,1.12E-06,-0.001954571,,,,,,,,,,,,,,
6.23935,2.14E-06,-0.001970685,,,,,,,,,,,,,,
6.23945,2.63E-06,-0.001878575,,,,,,,,,,,,,,
6.23955,2.92E-06,-0.002040559,,,,,,,,,,,,,,
6.23965,3.04E-06,-0.002059629,,,,,,,,,,,,,,
6.23975,3.15E-06,-0.002064203,,,,,,,,,,,,,,
6.23985,3.22E-06,-0.001941553,,,,,,,,,,,,,,
6.23995,3.26E-06,-0.001982366,,,,,,,,,,,,,,
6.24005,1.11E-05,-7.591883659,,,,,,,,,,,,,,
6.24015,2.34E-06,-9.997184753,,,,,,,,,,,,,,
6.24025,7.80E-07,-9.997359276,,,,,,,,,,,,,,
6.24035,3.02E-07,-9.99750042,,,,,,,,,,,,,,
6.24045,1.24E-07,-9.997603416,,,,,,,,,,,,,,
6.24055,-3.51E-09,-9.997637749,,,,,,,,,,,,,,
6.24065,-2.61E-08,-9.997374535,,,,,,,,,,,,,,
6.24075,-7.11E-08,-9.997345924,,,,,,,,,,,,,,
6.24085,-6.59E-08,-9.997470856,,,,,,,,,,,,,,
6.24095,-9.90E-08,-9.997452736,,,,,,,,,,,,,,
6.24105,-9.73E-06,-2.417908192,,,,,,,,,,,,,,
6.24115,-1.31E-06,-0.002477539,,,,,,,,,,,,,,
6.24125,1.11E-06,-0.002451503,,,,,,,,,,,,,,
6.24135,2.12E-06,-0.001919036,,,,,,,,,,,,,,
6.24145,2.61E-06,-0.002038308,,,,,,,,,,,,,,
6.24155,2.88E-06,-0.001855213,,,,,,,,,,,,,,
6.24165,3.03E-06,-0.001871186,,,,,,,,,,,,,,
6.24175,3.16E-06,-0.001930576,,,,,,,,,,,,,,
6.24185,3.22E-06,-0.001984547,,,,,,,,,,,,,,
6.24195,3.24E-06,-0.0021231,,,,,,,,,,,,,,
6.24205,1.11E-05,-7.571628094,,,,,,,,,,,,,,
6.24215,2.36E-06,-9.99697876,,,,,,,,,,,,,,
6.24225,7.71E-07,-9.997307777,,,,,,,,,,,,,,
6.24235,3.01E-07,-9.997501373,,,,,,,,,,,,,,
6.24245,1.01E-07,-9.997870445,,,,,,,,,,,,,,
6.24255,2.52E-08,-9.99762249,,,,,,,,,,,,,,
6.24265,-2.41E-08,-9.997747421,,,,,,,,,,,,,,
6.24275,-6.99E-08,-9.997612953,,,,,,,,,,,,,,
6.24285,-7.82E-08,-9.997746468,,,,,,,,,,,,,,
6.24295,-8.84E-08,-9.997511864,,,,,,,,,,,,,,
6.24305,-9.69E-06,-2.438050985,,,,,,,,,,,,,,
6.24315,-1.30E-06,-0.002662815,,,,,,,,,,,,,,
6.24325,1.13E-06,-0.002385921,,,,,,,,,,,,,,
6.24335,2.13E-06,-0.001923539,,,,,,,,,,,,,,
6.24345,2.64E-06,-0.001926846,,,,,,,,,,,,,,
6.24355,2.92E-06,-0.001901022,,,,,,,,,,,,,,
6.24365,3.08E-06,-0.001916151,,,,,,,,,,,,,,
6.24375,3.13E-06,-0.001744314,,,,,,,,,,,,,,
6.24385,3.18E-06,-0.001586692,,,,,,,,,,,,,,
6.24395,3.23E-06,-0.001445817,,,,,,,,,,,,,,
6.24405,1.11E-05,-7.551367283,,,,,,,,,,,,,,
6.24415,2.33E-06,-9.996609688,,,,,,,,,,,,,,
6.24425,7.50E-07,-9.997061729,,,,,,,,,,,,,,
6.24435,3.01E-07,-9.99727726,,,,,,,,,,,,,,
6.24445,1.18E-07,-9.99726963,,,,,,,,,,,,,,
6.24455,1.01E-08,-9.997477531,,,,,,,,,,,,,,
6.24465,-1.20E-08,-9.997662544,,,,,,,,,,,,,,
6.24475,-4.12E-08,-9.997490883,,,,,,,,,,,,,,
6.24485,-7.04E-08,-9.997406006,,,,,,,,,,,,,,
6.24495,-7.93E-08,-9.997421265,,,,,,,,,,,,,,
6.24505,-9.70E-06,-2.457858086,,,,,,,,,,,,,,
6.24515,-1.35E-06,-0.002362489,,,,,,,,,,,,,,
6.24525,1.13E-06,-0.002046118,,,,,,,,,,,,,,
6.24535,2.11E-06,-0.001594855,,,,,,,,,,,,,,
6.24545,2.62E-06,-0.001628701,,,,,,,,,,,,,,
6.24555,2.88E-06,-0.001808911,,,,,,,,,,,,,,
6.24565,3.04E-06,-0.001660577,,,,,,,,,,,,,,
6.24575,3.13E-06,-0.001621594,,,,,,,,,,,,,,
6.24585,3.20E-06,-0.001581766,,,,,,,,,,,,,,
6.24595,3.23E-06,-0.001410423,,,,,,,,,,,,,,
6.24605,1.11E-05,-7.531197071,,,,,,,,,,,,,,
6.24615,2.34E-06,-9.996338844,,,,,,,,,,,,,,
6.24625,7.60E-07,-9.996678352,,,,,,,,,,,,,,
6.24635,3.05E-07,-9.996870995,,,,,,,,,,,,,,
6.24645,1.05E-07,-9.996934891,,,,,,,,,,,,,,
6.24655,2.96E-09,-9.996896744,,,,,,,,,,,,,,
6.24665,-3.12E-08,-9.997047424,,,,,,,,,,,,,,
6.24675,-6.86E-08,-9.997008324,,,,,,,,,,,,,,
6.24685,-9.32E-08,-9.996922493,,,,,,,,,,,,,,
6.24695,-1.24E-07,-9.997145653,,,,,,,,,,,,,,
6.24705,-9.70E-06,-2.477541685,,,,,,,,,,,,,,
6.24715,-1.37E-06,-0.00237044,,,,,,,,,,,,,,
6.24725,1.10E-06,-0.002003406,,,,,,,,,,,,,,
6.24735,2.15E-06,-0.001853172,,,,,,,,,,,,,,
6.24745,2.65E-06,-0.001627224,,,,,,,,,,,,,,
6.24755,2.89E-06,-0.001259626,,,,,,,,,,,,,,
6.24765,3.05E-06,-0.00164763,,,,,,,,,,,,,,
6.24775,3.13E-06,-0.001716519,,,,,,,,,,,,,,
6.24785,3.16E-06,-0.001371439,,,,,,,,,,,,,,
6.24795,3.23E-06,-0.001511118,,,,,,,,,,,,,,
6.24805,1.11E-05,-7.511422157,,,,,,,,,,,,,,
6.24815,2.34E-06,-9.996261597,,,,,,,,,,,,,,
6.24825,7.67E-07,-9.996921539,,,,,,,,,,,,,,
6.24835,2.97E-07,-9.996975899,,,,,,,,,,,,,,
6.24845,1.17E-07,-9.996696472,,,,,,,,,,,,,,
6.24855,1.52E-09,-9.996780396,,,,,,,,,,,,,,
6.24865,-3.76E-08,-9.996688843,,,,,,,,,,,,,,
6.24875,-7.01E-08,-9.996925354,,,,,,,,,,,,,,
6.24885,-9.61E-08,-9.996902466,,,,,,,,,,,,,,
6.24895,-1.13E-07,-9.996994972,,,,,,,,,,,,,,
6.24905,-9.68E-06,-2.497429609,,,,,,,,,,,,,,
6.24915,-1.34E-06,-0.001982084,,,,,,,,,,,,,,
6.24925,1.14E-06,-0.001551227,,,,,,,,,,,,,,
6.24935,2.13E-06,-0.001274755,,,,,,,,,,,,,,
6.24945,2.62E-06,-0.00144631,,,,,,,,,,,,,,
6.24955,2.88E-06,-0.001442229,,,,,,,,,,,,,,
6.24965,3.06E-06,-0.001243512,,,,,,,,,,,,,,
6.24975,3.15E-06,-0.001240557,,,,,,,,,,,,,,
6.24985,3.21E-06,-0.001152739,,,,,,,,,,,,,,
6.24995,3.22E-06,-0.001473823,,,,,,,,,,,,,,
6.25005,1.11E-05,-7.490911484,,,,,,,,,,,,,,
6.25015,2.37E-06,-9.99597168,,,,,,,,,,,,,,
6.25025,7.72E-07,-9.996192932,,,,,,,,,,,,,,
6.25035,3.08E-07,-9.99660778,,,,,,,,,,,,,,
6.25045,9.84E-08,-9.997053146,,,,,,,,,,,,,,
6.25055,1.53E-08,-9.997294426,,,,,,,,,,,,,,
6.25065,-3.48E-08,-9.996956825,,,,,,,,,,,,,,
6.25075,-7.63E-08,-9.997125626,,,,,,,,,,,,,,
6.25085,-7.49E-08,-9.997041702,,,,,,,,,,,,,,
6.25095,-1.01E-07,-9.997260094,,,,,,,,,,,,,,
6.25105,-9.69E-06,-2.517677069,,,,,,,,,,,,,,
6.25115,-1.36E-06,-0.002820296,,,,,,,,,,,,,,
6.25125,1.12E-06,-0.002304295,,,,,,,,,,,,,,
6.25135,2.14E-06,-0.001885682,,,,,,,,,,,,,,
6.25145,2.64E-06,-0.001743188,,,,,,,,,,,,,,
6.25155,2.90E-06,-0.001483393,,,,,,,,,,,,,,
6.25165,3.04E-06,-0.001448773,,,,,,,,,,,,,,
6.25175,3.17E-06,-0.001335693,,,,,,,,,,,,,,
6.25185,3.21E-06,-0.00133506,,,,,,,,,,,,,,
6.25195,3.23E-06,-0.001389594,,,,,,,,,,,,,,
6.25205,1.11E-05,-7.470988274,,,,,,,,,,,,,,
6.25215,2.38E-06,-9.99585247,,,,,,,,,,,,,,
6.25225,7.48E-07,-9.996546745,,,,,,,,,,,,,,
6.25235,2.77E-07,-9.996927261,,,,,,,,,,,,,,
6.25245,7.72E-08,-9.996961594,,,,,,,,,,,,,,
6.25255,-3.32E-09,-9.997245789,,,,,,,,,,,,,,
6.25265,-8.85E-08,-9.997339249,,,,,,,,,,,,,,
6.25275,-1.14E-07,-9.997279167,,,,,,,,,,,,,,
6.25285,-9.55E-08,-9.997153282,,,,,,,,,,,,,,
6.25295,-9.63E-08,-9.997439384,,,,,,,,,,,,,,
6.25305,-9.68E-06,-2.537785769,,,,,,,,,,,,,,
6.25315,-1.38E-06,-0.002150332,,,,,,,,,,,,,,
6.25325,1.11E-06,-0.001761765,,,,,,,,,,,,,,
6.25335,2.16E-06,-0.001717082,,,,,,,,,,,,,,
6.25345,2.64E-06,-0.001602384,,,,,,,,,,,,,,
6.25355,2.93E-06,-0.001359618,,,,,,,,,,,,,,
6.25365,3.07E-06,-0.001388961,,,,,,,,,,,,,,
6.25375,3.17E-06,-0.001409156,,,,,,,,,,,,,,
6.25385,3.19E-06,-0.001401768,,,,,,,,,,,,,,
6.25395,3.21E-06,-0.001275951,,,,,,,,,,,,,,
6.25405,1.11E-05,-7.451085567,,,,,,,,,,,,,,
6.25415,2.34E-06,-9.996161461,,,,,,,,,,,,,,
6.25425,7.30E-07,-9.996519089,,,,,,,,,,,,,,
6.25435,2.90E-07,-9.997011185,,,,,,,,,,,,,,
6.25445,7.20E-08,-9.997052193,,,,,,,,,,,,,,
6.25455,-3.19E-09,-9.997034073,,,,,,,,,,,,,,
6.25465,-3.60E-08,-9.997292519,,,,,,,,,,,,,,
6.25475,-9.11E-08,-9.99728775,,,,,,,,,,,,,,
6.25485,-1.11E-07,-9.997467995,,,,,,,,,,,,,,
6.25495,-1.05E-07,-9.99747467,,,,,,,,,,,,,,
6.25505,-9.67E-06,-2.557304382,,,,,,,,,,,,,,
6.25515,-1.40E-06,-0.00208665,,,,,,,,,,,,,,
6.25525,1.09E-06,-0.002127252,,,,,,,,,,,,,,
6.25535,2.14E-06,-0.001683658,,,,,,,,,,,,,,
6.25545,2.62E-06,-0.001667544,,,,,,,,,,,,,,
6.25555,2.89E-06,-0.001500141,,,,,,,,,,,,,,
6.25565,3.04E-06,-0.001745018,,,,,,,,,,,,,,
6.25575,3.15E-06,-0.00161125,,,,,,,,,,,,,,
6.25585,3.20E-06,-0.001265044,,,,,,,,,,,,,,
6.25595,3.26E-06,-0.00139839,,,,,,,,,,,,,,
6.25605,1.11E-05,-7.43091774,,,,,,,,,,,,,,
6.25615,2.32E-06,-9.995985985,,,,,,,,,,,,,,
6.25625,7.14E-07,-9.996308327,,,,,,,,,,,,,,
6.25635,2.53E-07,-9.99670887,,,,,,,,,,,,,,
6.25645,7.19E-08,-9.997095108,,,,,,,,,,,,,,
6.25655,-2.86E-08,-9.996930122,,,,,,,,,,,,,,
6.25665,-1.07E-07,-9.997003555,,,,,,,,,,,,,,
6.25675,-1.30E-07,-9.997153282,,,,,,,,,,,,,,
6.25685,-1.52E-07,-9.997156143,,,,,,,,,,,,,,
6.25695,-1.40E-07,-9.997642517,,,,,,,,,,,,,,
6.25705,-9.68E-06,-2.578169346,,,,,,,,,,,,,,
6.25715,-1.37E-06,-0.002786168,,,,,,,,,,,,,,
6.25725,1.07E-06,-0.00222478,,,,,,,,,,,,,,
6.25735,2.12E-06,-0.001858379,,,,,,,,,,,,,,
6.25745,2.63E-06,-0.001531876,,,,,,,,,,,,,,
6.25755,2.90E-06,-0.001614909,,,,,,,,,,,,,,
6.25765,3.05E-06,-0.001603651,,,,,,,,,,,,,,
6.25775,3.18E-06,-0.001450602,,,,,,,,,,,,,,
6.25785,3.21E-06,-0.001495496,,,,,,,,,,,,,,
6.25795,3.27E-06,-0.001546653,,,,,,,,,,,,,,
6.25805,1.11E-05,-7.410978317,,,,,,,,,,,,,,
6.25815,2.38E-06,-9.996060371,,,,,,,,,,,,,,
6.25825,7.69E-07,-9.996554375,,,,,,,,,,,,,,
6.25835,2.91E-07,-9.996929169,,,,,,,,,,,,,,
6.25845,7.96E-08,-9.997051239,,,,,,,,,,,,,,
6.25855,1.93E-08,-9.997121811,,,,,,,,,,,,,,
6.25865,-2.49E-08,-9.997168541,,,,,,,,,,,,,,
6.25875,-8.65E-08,-9.997199059,,,,,,,,,,,,,,
6.25885,-1.04E-07,-9.997318268,,,,,,,,,,,,,,
6.25895,-1.33E-07,-9.997127533,,,,,,,,,,,,,,
6.25905,-9.68E-06,-2.597377777,,,,,,,,,,,,,,
6.25915,-1.41E-06,-0.002357844,,,,,,,,,,,,,,
6.25925,1.13E-06,-0.001907566,,,,,,,,,,,,,,
6.25935,2.14E-06,-0.001578248,,,,,,,,,,,,,,
6.25945,2.64E-06,-0.001357788,,,,,,,,,,,,,,
6.25955,2.93E-06,-0.001469038,,,,,,,,,,,,,,
6.25965,3.06E-06,-0.001533354,,,,,,,,,,,,,,
6.25975,3.18E-06,-0.001413308,,,,,,,,,,,,,,
6.25985,3.23E-06,-0.001206218,,,,,,,,,,,,,,
6.25995,3.24E-06,-0.001214662,,,,,,,,,,,,,,
6.26005,1.10E-05,-7.390777111,,,,,,,,,,,,,,
6.26015,2.36E-06,-9.996326447,,,,,,,,,,,,,,
6.26025,7.36E-07,-9.99669838,,,,,,,,,,,,,,
6.26035,2.65E-07,-9.996750832,,,,,,,,,,,,,,
6.26045,8.85E-08,-9.996921539,,,,,,,,,,,,,,
6.26055,-1.77E-08,-9.996964455,,,,,,,,,,,,,,
6.26065,-7.74E-08,-9.996931076,,,,,,,,,,,,,,
6.26075,-1.10E-07,-9.997123718,,,,,,,,,,,,,,
6.26085,-1.19E-07,-9.997218132,,,,,,,,,,,,,,
6.26095,-1.43E-07,-9.997407913,,,,,,,,,,,,,,
6.26105,-9.68E-06,-2.617422819,,,,,,,,,,,,,,
6.26115,-1.44E-06,-0.002215281,,,,,,,,,,,,,,
6.26125,1.10E-06,-0.002428845,,,,,,,,,,,,,,
6.26135,2.13E-06,-0.001873227,,,,,,,,,,,,,,
6.26145,2.63E-06,-0.001915728,,,,,,,,,,,,,,
6.26155,2.91E-06,-0.001734885,,,,,,,,,,,,,,
6.26165,3.07E-06,-0.001542854,,,,,,,,,,,,,,
6.26175,3.14E-06,-0.00164756,,,,,,,,,,,,,,
6.26185,3.23E-06,-0.001547357,,,,,,,,,,,,,,
6.26195,3.26E-06,-0.00143477,,,,,,,,,,,,,,
6.26205,1.11E-05,-7.37125349,,,,,,,,,,,,,,
6.26215,2.35E-06,-9.996723175,,,,,,,,,,,,,,
6.26225,7.26E-07,-9.997264862,,,,,,,,,,,,,,
6.26235,2.61E-07,-9.997375488,,,,,,,,,,,,,,
6.26245,6.33E-08,-9.997613907,,,,,,,,,,,,,,
6.26255,-3.54E-08,-9.99745369,,,,,,,,,,,,,,
6.26265,-6.38E-08,-9.997360229,,,,,,,,,,,,,,
6.26275,-1.24E-07,-9.997475624,,,,,,,,,,,,,,
6.26285,-1.42E-07,-9.997627258,,,,,,,,,,,,,,
6.26295,-1.40E-07,-9.997393608,,,,,,,,,,,,,,
6.26305,-9.65E-06,-2.637306213,,,,,,,,,,,,,,
6.26315,-1.42E-06,-0.00210389,,,,,,,,,,,,,,
6.26325,1.12E-06,-0.002032045,,,,,,,,,,,,,,
6.26335,2.13E-06,-0.001959004,,,,,,,,,,,,,,
6.26345,2.68E-06,-0.001518929,,,,,,,,,,,,,,
6.26355,2.94E-06,-0.001543627,,,,,,,,,,,,,,
6.26365,3.09E-06,-0.001616528,,,,,,,,,,,,,,
6.26375,3.18E-06,-0.001273137,,,,,,,,,,,,,,
6.26385,3.21E-06,-0.001474949,,,,,,,,,,,,,,
6.26395,3.24E-06,-0.001587748,,,,,,,,,,,,,,
6.26405,1.10E-05,-7.351293564,,,,,,,,,,,,,,
6.26415,2.38E-06,-9.996516228,,,,,,,,,,,,,,
6.26425,7.65E-07,-9.996868134,,,,,,,,,,,,,,
